song,artist,start_date,end_date,rank,ranking_list
Mack The Knife,Bobby Darin,1959-11-02,1959-11-08,1,Billboard Hot 100
Mr. Blue,The Fleetwoods,1959-11-02,1959-11-08,2,Billboard Hot 100
Put Your Head On My Shoulder,Paul Anka,1959-11-02,1959-11-08,3,Billboard Hot 100
Don't You Know,Della Reese,1959-11-02,1959-11-08,4,Billboard Hot 100
Teen Beat,Sandy Nelson,1959-11-02,1959-11-08,5,Billboard Hot 100
Lonely Street,Andy Williams,1959-11-02,1959-11-08,6,Billboard Hot 100
Deck Of Cards,Wink Martindale,1959-11-02,1959-11-08,7,Billboard Hot 100
Primrose Lane,Jerry Wallace With The Jewels,1959-11-02,1959-11-08,8,Billboard Hot 100
Just Ask Your Heart,Frankie Avalon,1959-11-02,1959-11-08,9,Billboard Hot 100
Poison Ivy,The Coasters,1959-11-02,1959-11-08,10,Billboard Hot 100
('til) I Kissed You,The Everly Brothers,1959-11-02,1959-11-08,11,Billboard Hot 100
Heartaches By The Number,Guy Mitchell,1959-11-02,1959-11-08,12,Billboard Hot 100
So Many Ways,Brook Benton,1959-11-02,1959-11-08,13,Billboard Hot 100
In The Mood,Ernie Fields & Orch.,1959-11-02,1959-11-08,14,Billboard Hot 100
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,1959-11-02,1959-11-08,15,Billboard Hot 100
Battle Hymn Of The Republic,The Mormon Tabernacle Choir,1959-11-02,1959-11-08,16,Billboard Hot 100
Oh! Carol,Neil Sedaka,1959-11-02,1959-11-08,17,Billboard Hot 100
Misty,Johnny Mathis,1959-11-02,1959-11-08,18,Billboard Hot 100
Danny Boy,Conway Twitty,1959-11-02,1959-11-08,19,Billboard Hot 100
Sleep Walk,Santo & Johnny,1959-11-02,1959-11-08,20,Billboard Hot 100
You Were Mine,Fireflies,1959-11-02,1959-11-08,21,Billboard Hot 100
We Got Love,Bobby Rydell,1959-11-02,1959-11-08,22,Billboard Hot 100
Red River Rock,Johnny And The Hurricanes,1959-11-02,1959-11-08,23,Billboard Hot 100
Woo-Hoo,Rock-A-Teens,1959-11-02,1959-11-08,24,Billboard Hot 100
