song,artist,start_date,end_date,rank,ranking_list
Bad Blood,Taylor Swift Featuring Kendrick Lamar,2015-06-06,2015-06-12,1,Billboard Hot 100
See You Again,Wiz Khalifa Featuring Charlie Puth,2015-06-06,2015-06-12,2,Billboard Hot 100
Trap Queen,Fetty Wap,2015-06-06,2015-06-12,3,Billboard Hot 100
Shut Up And Dance,WALK THE MOON,2015-06-06,2015-06-12,4,Billboard Hot 100
Earned It (Fifty Shades Of Grey),The Weeknd,2015-06-06,2015-06-12,5,Billboard Hot 100
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015-06-06,2015-06-12,6,Billboard Hot 100
Want To Want Me,Jason Derulo,2015-06-06,2015-06-12,7,Billboard Hot 100
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",2015-06-06,2015-06-12,8,Billboard Hot 100
Sugar,Maroon 5,2015-06-06,2015-06-12,9,Billboard Hot 100
Nasty Freestyle,T-Wayne,2015-06-06,2015-06-12,10,Billboard Hot 100
Love Me Like You Do,Ellie Goulding,2015-06-06,2015-06-12,11,Billboard Hot 100
"Honey, I'm Good.",Andy Grammer,2015-06-06,2015-06-12,12,Billboard Hot 100
Talking Body,Tove Lo,2015-06-06,2015-06-12,13,Billboard Hot 100
Dear Future Husband,Meghan Trainor,2015-06-06,2015-06-12,14,Billboard Hot 100
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,2015-06-06,2015-06-12,15,Billboard Hot 100
Thinking Out Loud,Ed Sheeran,2015-06-06,2015-06-12,16,Billboard Hot 100
Worth It,Fifth Harmony Featuring Kid Ink,2015-06-06,2015-06-12,17,Billboard Hot 100
You Know You Like It,DJ Snake & AlunaGeorge,2015-06-06,2015-06-12,18,Billboard Hot 100
Somebody,Natalie La Rose Featuring Jeremih,2015-06-06,2015-06-12,19,Billboard Hot 100
Where Are U Now,Skrillex & Diplo With Justin Bieber,2015-06-06,2015-06-12,20,Billboard Hot 100
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,2015-06-06,2015-06-12,21,Billboard Hot 100
Girl Crush,Little Big Town,2015-06-06,2015-06-12,22,Billboard Hot 100
Style,Taylor Swift,2015-06-06,2015-06-12,23,Billboard Hot 100
B**** Better Have My Money,Rihanna,2015-06-06,2015-06-12,24,Billboard Hot 100
Watch Me,Silento,2015-06-06,2015-06-12,25,Billboard Hot 100
Kick The Dust Up,Luke Bryan,2015-06-06,2015-06-12,26,Billboard Hot 100
Cheerleader,OMI,2015-06-06,2015-06-12,27,Billboard Hot 100
Chains,Nick Jonas,2015-06-06,2015-06-12,28,Billboard Hot 100
Slow Motion,Trey Songz,2015-06-06,2015-06-12,29,Billboard Hot 100
Fight Song,Rachel Platten,2015-06-06,2015-06-12,30,Billboard Hot 100
This Summer's Gonna Hurt...,Maroon 5,2015-06-06,2015-06-12,31,Billboard Hot 100
Blank Space,Taylor Swift,2015-06-06,2015-06-12,32,Billboard Hot 100
Lean On,Major Lazer & DJ Snake Featuring MO,2015-06-06,2015-06-12,33,Billboard Hot 100
Shake It Off,Taylor Swift,2015-06-06,2015-06-12,34,Billboard Hot 100
Budapest,George Ezra,2015-06-06,2015-06-12,35,Billboard Hot 100
Elastic Heart,Sia,2015-06-06,2015-06-12,36,Billboard Hot 100
Please,Sawyer Fredericks,2015-06-06,2015-06-12,37,Billboard Hot 100
Pretty Girls,Britney Spears & Iggy Azalea,2015-06-06,2015-06-12,38,Billboard Hot 100
Feeling Myself,Nicki Minaj Featuring Beyonce,2015-06-06,2015-06-12,39,Billboard Hot 100
One Last Time,Ariana Grande,2015-06-06,2015-06-12,40,Billboard Hot 100
Take Your Time,Sam Hunt,2015-06-06,2015-06-12,41,Billboard Hot 100
Nasty,Bandit Gang Marco Featuring Dro,2015-06-06,2015-06-12,42,Billboard Hot 100
Sangria,Blake Shelton,2015-06-06,2015-06-12,43,Billboard Hot 100
Flex (Ooh Ooh Ooh),Rich Homie Quan,2015-06-06,2015-06-12,44,Billboard Hot 100
Blessings,Big Sean Featuring Drake,2015-06-06,2015-06-12,45,Billboard Hot 100
Time Of Our Lives,Pitbull & Ne-Yo,2015-06-06,2015-06-12,46,Billboard Hot 100
All About That Bass,Meghan Trainor,2015-06-06,2015-06-12,47,Billboard Hot 100
Take Me To Church,Hozier,2015-06-06,2015-06-12,48,Billboard Hot 100
Sippin' On Fire,Florida Georgia Line,2015-06-06,2015-06-12,49,Billboard Hot 100
Bright,Echosmith,2015-06-06,2015-06-12,50,Billboard Hot 100
The Night Is Still Young,Nicki Minaj,2015-06-06,2015-06-12,51,Billboard Hot 100
Don't It,Billy Currington,2015-06-06,2015-06-12,52,Billboard Hot 100
Smoke,A Thousand Horses,2015-06-06,2015-06-12,53,Billboard Hot 100
Fun,Pitbull Featuring Chris Brown,2015-06-06,2015-06-12,54,Billboard Hot 100
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,2015-06-06,2015-06-12,55,Billboard Hot 100
Lay Me Down,Sam Smith,2015-06-06,2015-06-12,56,Billboard Hot 100
Be Real,Kid Ink Featuring DeJ Loaf,2015-06-06,2015-06-12,57,Billboard Hot 100
Photograph,Ed Sheeran,2015-06-06,2015-06-12,58,Billboard Hot 100
Ayo,Chris Brown & Tyga,2015-06-06,2015-06-12,59,Billboard Hot 100
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",2015-06-06,2015-06-12,60,Billboard Hot 100
Commas,Future,2015-06-06,2015-06-12,61,Billboard Hot 100
Love Me Like You Mean It,Kelsea Ballerini,2015-06-06,2015-06-12,62,Billboard Hot 100
Old Man,Sawyer Fredericks,2015-06-06,2015-06-12,63,Billboard Hot 100
Wild Child,Kenny Chesney With Grace Potter,2015-06-06,2015-06-12,64,Billboard Hot 100
Little Toy Guns,Carrie Underwood,2015-06-06,2015-06-12,65,Billboard Hot 100
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,2015-06-06,2015-06-12,66,Billboard Hot 100
Homegrown,Zac Brown Band,2015-06-06,2015-06-12,67,Billboard Hot 100
Flashlight,Jessie J,2015-06-06,2015-06-12,68,Billboard Hot 100
