song,artist,start_date,end_date,rank,ranking_list
The Battle Of New Orleans,Johnny Horton,1959-06-15,1959-06-21,1,Billboard Hot 100
Personality,Lloyd Price,1959-06-15,1959-06-21,2,Billboard Hot 100
Dream Lover,Bobby Darin,1959-06-15,1959-06-21,3,Billboard Hot 100
Quiet Village,The Exotic Sounds of Martin Denny,1959-06-15,1959-06-21,4,Billboard Hot 100
Kansas City,Wilbert Harrison,1959-06-15,1959-06-21,5,Billboard Hot 100
A Teenager In Love,Dion & The Belmonts,1959-06-15,1959-06-21,6,Billboard Hot 100
Tallahassee Lassie,Freddy Cannon,1959-06-15,1959-06-21,7,Billboard Hot 100
Lonely Boy,Paul Anka,1959-06-15,1959-06-21,8,Billboard Hot 100
"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,1959-06-15,1959-06-21,9,Billboard Hot 100
Only You,Franck Pourcel's French Fiddles,1959-06-15,1959-06-21,10,Billboard Hot 100
So Fine,The Fiestas,1959-06-15,1959-06-21,11,Billboard Hot 100
Sorry (I Ran All The Way Home),The Impalas,1959-06-15,1959-06-21,12,Billboard Hot 100
Along Came Jones,The Coasters,1959-06-15,1959-06-21,13,Billboard Hot 100
The Happy Organ,"Dave ""Baby"" Cortez",1959-06-15,1959-06-21,14,Billboard Hot 100
Lipstick On Your Collar,Connie Francis,1959-06-15,1959-06-21,15,Billboard Hot 100
Frankie,Connie Francis,1959-06-15,1959-06-21,16,Billboard Hot 100
Endlessly,Brook Benton,1959-06-15,1959-06-21,17,Billboard Hot 100
"Goodbye Jimmy, Goodbye",Kathy Linden,1959-06-15,1959-06-21,18,Billboard Hot 100
I'm Ready,Fats Domino,1959-06-15,1959-06-21,19,Billboard Hot 100
Bobby Sox To Stockings,Frankie Avalon,1959-06-15,1959-06-21,20,Billboard Hot 100
Bongo Rock,Preston Epps,1959-06-15,1959-06-21,21,Billboard Hot 100
Just Keep It Up,Dee Clark,1959-06-15,1959-06-21,22,Billboard Hot 100
Crossfire,Johnny And The Hurricanes,1959-06-15,1959-06-21,23,Billboard Hot 100
Waterloo,Stonewall Jackson,1959-06-15,1959-06-21,24,Billboard Hot 100
You're So Fine,The Falcons,1959-06-15,1959-06-21,25,Billboard Hot 100
My Melancholy Baby,Tommy Edwards,1959-06-15,1959-06-21,26,Billboard Hot 100
My Heart Is An Open Book,"Carl Dobkins, Jr.",1959-06-15,1959-06-21,27,Billboard Hot 100
A Boy Without A Girl,Frankie Avalon,1959-06-15,1959-06-21,28,Billboard Hot 100
I Only Have Eyes For You,The Flamingos,1959-06-15,1959-06-21,29,Billboard Hot 100
Turn Me Loose,Fabian,1959-06-15,1959-06-21,30,Billboard Hot 100
Hushabye,The Mystics,1959-06-15,1959-06-21,31,Billboard Hot 100
Enchanted,The Platters,1959-06-15,1959-06-21,32,Billboard Hot 100
Lonely For You,Gary Stites,1959-06-15,1959-06-21,33,Billboard Hot 100
I've Come Of Age,Billy Storm,1959-06-15,1959-06-21,34,Billboard Hot 100
Little Dipper,The Mickey Mozart Quintet,1959-06-15,1959-06-21,35,Billboard Hot 100
This I Swear,The Skyliners,1959-06-15,1959-06-21,36,Billboard Hot 100
Ring-A-Ling-A-Lario,Jimmie Rodgers,1959-06-15,1959-06-21,37,Billboard Hot 100
The Wonder Of You,Ray Peterson,1959-06-15,1959-06-21,38,Billboard Hot 100
The Class,Chubby Checker,1959-06-15,1959-06-21,39,Billboard Hot 100
I Waited Too Long,LaVern Baker,1959-06-15,1959-06-21,40,Billboard Hot 100
Gidget,Jimmy Darren,1959-06-15,1959-06-21,41,Billboard Hot 100
Pink Shoe Laces,Dodie Stevens,1959-06-15,1959-06-21,42,Billboard Hot 100
(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,1959-06-15,1959-06-21,43,Billboard Hot 100
Graduation's Here,The Fleetwoods,1959-06-15,1959-06-21,44,Billboard Hot 100
Guitar Boogie Shuffle,The Virtues,1959-06-15,1959-06-21,45,Billboard Hot 100
Tall Cool One,The Wailers,1959-06-15,1959-06-21,46,Billboard Hot 100
Robbin' The Cradle,Tony Bellus,1959-06-15,1959-06-21,47,Billboard Hot 100
There Goes My Baby,The Drifters,1959-06-15,1959-06-21,48,Billboard Hot 100
What A Diff'rence A Day Makes,Dinah Washington,1959-06-15,1959-06-21,49,Billboard Hot 100
Take A Message To Mary,The Everly Brothers,1959-06-15,1959-06-21,50,Billboard Hot 100
Mona Lisa,Carl Mann,1959-06-15,1959-06-21,51,Billboard Hot 100
Guess Who,Jesse Belvin,1959-06-15,1959-06-21,52,Billboard Hot 100
You Made Me Love You,Nat King Cole,1959-06-15,1959-06-21,53,Billboard Hot 100
Margie,Fats Domino,1959-06-15,1959-06-21,54,Billboard Hot 100
Tiger,Fabian,1959-06-15,1959-06-21,55,Billboard Hot 100
Come To Me,Marv Johnson,1959-06-15,1959-06-21,56,Billboard Hot 100
Only Sixteen,Sam Cooke,1959-06-15,1959-06-21,57,Billboard Hot 100
So Close,Brook Benton,1959-06-15,1959-06-21,58,Billboard Hot 100
I Need Your Love Tonight,Elvis Presley With The Jordanaires,1959-06-15,1959-06-21,59,Billboard Hot 100
Rockin' Crickets,Hot-Toddys featuring Bill Pennell,1959-06-15,1959-06-21,60,Billboard Hot 100
Twixt Twelve And Twenty,Pat Boone,1959-06-15,1959-06-21,61,Billboard Hot 100
Since You've Been Gone,Clyde McPhatter,1959-06-15,1959-06-21,62,Billboard Hot 100
I'm Gonna Change Him,Cathy Carr,1959-06-15,1959-06-21,63,Billboard Hot 100
Danny Boy,Sil Austin,1959-06-15,1959-06-21,64,Billboard Hot 100
Velvet Waters,The Megatrons,1959-06-15,1959-06-21,65,Billboard Hot 100
Come Softly To Me,The Fleetwoods,1959-06-15,1959-06-21,66,Billboard Hot 100
Poor Jenny,The Everly Brothers,1959-06-15,1959-06-21,67,Billboard Hot 100
A String Of Trumpets,The Trumpeteers,1959-06-15,1959-06-21,68,Billboard Hot 100
That's Why (I Love You So),Jackie Wilson,1959-06-15,1959-06-21,69,Billboard Hot 100
Sweet Chile,Sheb Wooley,1959-06-15,1959-06-21,70,Billboard Hot 100
There Is Something On Your Mind,Big Jay McNeely And Band,1959-06-15,1959-06-21,71,Billboard Hot 100
Tell Him No,Travis & Bob,1959-06-15,1959-06-21,72,Billboard Hot 100
Someone,Johnny Mathis,1959-06-15,1959-06-21,73,Billboard Hot 100
M.T.A.,The Kingston Trio,1959-06-15,1959-06-21,74,Billboard Hot 100
I Can't Get You Out Of My Heart,Al Martino,1959-06-15,1959-06-21,75,Billboard Hot 100
Almost Grown,Chuck Berry,1959-06-15,1959-06-21,76,Billboard Hot 100
The Tijuana Jail,The Kingston Trio,1959-06-15,1959-06-21,77,Billboard Hot 100
Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,1959-06-15,1959-06-21,78,Billboard Hot 100
Forty Days,Ronnie Hawkins,1959-06-15,1959-06-21,79,Billboard Hot 100
Wonderful You,Jimmie Rodgers,1959-06-15,1959-06-21,80,Billboard Hot 100
With My Eyes Wide Open I'm Dreaming,Patti Page,1959-06-15,1959-06-21,81,Billboard Hot 100
"One Love, One Heart",The Four Coins,1959-06-15,1959-06-21,82,Billboard Hot 100
Old Spanish Town,The Bell Notes,1959-06-15,1959-06-21,83,Billboard Hot 100
Kansas City,Hank Ballard And The Midnighters,1959-06-15,1959-06-21,84,Billboard Hot 100
Since I Don't Have You,The Skyliners,1959-06-15,1959-06-21,85,Billboard Hot 100
I Know,Perry Como,1959-06-15,1959-06-21,86,Billboard Hot 100
Flower Of Love,The Crests featuring Johnny Mastro,1959-06-15,1959-06-21,87,Billboard Hot 100
Little Boy Blue,Huelyn Duvall,1959-06-15,1959-06-21,88,Billboard Hot 100
The Whistling Organ,"Dave ""Baby"" Cortez",1959-06-15,1959-06-21,89,Billboard Hot 100
Six Nights A Week,The Crests,1959-06-15,1959-06-21,90,Billboard Hot 100
La Plume De Ma Tante,Hugo & Luigi,1959-06-15,1959-06-21,91,Billboard Hot 100
Taboo,Arthur Lyman,1959-06-15,1959-06-21,92,Billboard Hot 100
A Prayer And A Juke Box,Little Anthony And The Imperials,1959-06-15,1959-06-21,93,Billboard Hot 100
It's Only The Good Times,Tommy Edwards,1959-06-15,1959-06-21,94,Billboard Hot 100
The Battle Of New Orleans,Vaughn Monroe,1959-06-15,1959-06-21,95,Billboard Hot 100
Forty Miles Of Bad Road,Duane Eddy And The Rebels,1959-06-15,1959-06-21,96,Billboard Hot 100
Small World,Johnny Mathis,1959-06-15,1959-06-21,97,Billboard Hot 100
High Hopes,"Frank Sinatra ""and a bunch of kids""",1959-06-15,1959-06-21,98,Billboard Hot 100
With My Eyes Wide Open I'm Dreaming,Enoch Light & The Light Brigade,1959-06-15,1959-06-21,99,Billboard Hot 100
Cap And Gown,Marty Robbins,1959-06-15,1959-06-21,100,Billboard Hot 100
