song,artist,start_date,end_date,rank,ranking_list
Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1997-12-27,1998-01-02,1,Billboard Hot 100
How Do I Live,LeAnn Rimes,1997-12-27,1998-01-02,2,Billboard Hot 100
You Make Me Wanna...,Usher,1997-12-27,1998-01-02,3,Billboard Hot 100
Together Again,Janet,1997-12-27,1998-01-02,4,Billboard Hot 100
Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),1997-12-27,1998-01-02,5,Billboard Hot 100
My Body,LSG,1997-12-27,1998-01-02,6,Billboard Hot 100
Feel So Good,Mase,1997-12-27,1998-01-02,7,Billboard Hot 100
Show Me Love,Robyn,1997-12-27,1998-01-02,8,Billboard Hot 100
Truly Madly Deeply,Savage Garden,1997-12-27,1998-01-02,9,Billboard Hot 100
My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,1997-12-27,1998-01-02,10,Billboard Hot 100
Tubthumping,Chumbawamba,1997-12-27,1998-01-02,11,Billboard Hot 100
A Song For Mama,Boyz II Men,1997-12-27,1998-01-02,12,Billboard Hot 100
I Will Come To You,Hanson,1997-12-27,1998-01-02,13,Billboard Hot 100
I Don't Want To Wait,Paula Cole,1997-12-27,1998-01-02,14,Billboard Hot 100
The One I Gave My Heart To,Aaliyah,1997-12-27,1998-01-02,15,Billboard Hot 100
We're Not Making Love No More,Dru Hill,1997-12-27,1998-01-02,16,Billboard Hot 100
All Cried Out,Allure Featuring 112,1997-12-27,1998-01-02,17,Billboard Hot 100
Spice Up Your Life,Spice Girls,1997-12-27,1998-01-02,18,Billboard Hot 100
Butta Love,Next,1997-12-27,1998-01-02,19,Billboard Hot 100
I Don't Ever Want To See You Again,Uncle Sam,1997-12-27,1998-01-02,20,Billboard Hot 100
Sock It 2 Me,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",1997-12-27,1998-01-02,21,Billboard Hot 100
Foolish Games/You Were Meant For Me,Jewel,1997-12-27,1998-01-02,22,Billboard Hot 100
I Do,Lisa Loeb,1997-12-27,1998-01-02,23,Billboard Hot 100
4 Seasons Of Loneliness,Boyz II Men,1997-12-27,1998-01-02,24,Billboard Hot 100
Semi-Charmed Life,Third Eye Blind,1997-12-27,1998-01-02,25,Billboard Hot 100
Quit Playing Games (With My Heart),Backstreet Boys,1997-12-27,1998-01-02,26,Billboard Hot 100
How's It Going To Be,Third Eye Blind,1997-12-27,1998-01-02,27,Billboard Hot 100
What About Us,Total,1997-12-27,1998-01-02,28,Billboard Hot 100
Lollipop (Candyman),Aqua,1997-12-27,1998-01-02,29,Billboard Hot 100
Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,1997-12-27,1998-01-02,30,Billboard Hot 100
Criminal,Fiona Apple,1997-12-27,1998-01-02,31,Billboard Hot 100
