song,artist,start_date,end_date,rank,ranking_list
Go Away Little Girl,Steve Lawrence,1963-01-12,1963-01-18,1,Billboard Hot 100
Telstar,The Tornadoes,1963-01-12,1963-01-18,2,Billboard Hot 100
Limbo Rock,Chubby Checker,1963-01-12,1963-01-18,3,Billboard Hot 100
Hotel Happiness,Brook Benton,1963-01-12,1963-01-18,4,Billboard Hot 100
Pepino The Italian Mouse,Lou Monte,1963-01-12,1963-01-18,5,Billboard Hot 100
Tell Him,The Exciters,1963-01-12,1963-01-18,6,Billboard Hot 100
The Night Has A Thousand Eyes,Bobby Vee,1963-01-12,1963-01-18,7,Billboard Hot 100
Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,1963-01-12,1963-01-18,8,Billboard Hot 100
Two Lovers,Mary Wells,1963-01-12,1963-01-18,9,Billboard Hot 100
My Dad,Paul Petersen,1963-01-12,1963-01-18,10,Billboard Hot 100
Big Girls Don't Cry,The 4 Seasons,1963-01-12,1963-01-18,11,Billboard Hot 100
Bobby's Girl,Marcie Blane,1963-01-12,1963-01-18,12,Billboard Hot 100
Return To Sender,Elvis Presley With The Jordanaires,1963-01-12,1963-01-18,13,Billboard Hot 100
It's Up To You,Rick Nelson,1963-01-12,1963-01-18,14,Billboard Hot 100
You Are My Sunshine,Ray Charles,1963-01-12,1963-01-18,15,Billboard Hot 100
Up On The Roof,The Drifters,1963-01-12,1963-01-18,16,Billboard Hot 100
I Saw Linda Yesterday,Dickey Lee,1963-01-12,1963-01-18,17,Billboard Hot 100
The Lonely Bull (El Solo Torro),Herb Alpert & The Tijuana Brass,1963-01-12,1963-01-18,18,Billboard Hot 100
Loop De Loop,Johnny Thunder,1963-01-12,1963-01-18,19,Billboard Hot 100
Half Heaven - Half Heartache,Gene Pitney,1963-01-12,1963-01-18,20,Billboard Hot 100
Everybody Loves A Lover,The Shirelles,1963-01-12,1963-01-18,21,Billboard Hot 100
Wiggle Wobble,Les Cooper and the Soul Rockers,1963-01-12,1963-01-18,22,Billboard Hot 100
Release Me,"Esther Phillips ""Little Esther""",1963-01-12,1963-01-18,23,Billboard Hot 100
Shutters And Boards,Jerry Wallace,1963-01-12,1963-01-18,24,Billboard Hot 100
Dear Lonely Hearts,Nat King Cole,1963-01-12,1963-01-18,25,Billboard Hot 100
Chains,The Cookies,1963-01-12,1963-01-18,26,Billboard Hot 100
Love Came To Me,Dion,1963-01-12,1963-01-18,27,Billboard Hot 100
Don't Make Me Over,Dionne Warwick,1963-01-12,1963-01-18,28,Billboard Hot 100
Keep Your Hands Off My Baby,Little Eva,1963-01-12,1963-01-18,29,Billboard Hot 100
Hey Paula,Paul and Paula,1963-01-12,1963-01-18,30,Billboard Hot 100
Don't Hang Up,The Orlons,1963-01-12,1963-01-18,31,Billboard Hot 100
Remember Then,The Earls,1963-01-12,1963-01-18,32,Billboard Hot 100
You've Really Got A Hold On Me,The Miracles,1963-01-12,1963-01-18,33,Billboard Hot 100
Trouble Is My Middle Name,Bobby Vinton,1963-01-12,1963-01-18,34,Billboard Hot 100
Walk Right In,The Rooftop Singers,1963-01-12,1963-01-18,35,Billboard Hot 100
