song,artist,start_date,end_date,rank,ranking_list
Baby Come Back,Player,1978-01-14,1978-01-20,1,Billboard Hot 100
How Deep Is Your Love,Bee Gees,1978-01-14,1978-01-20,2,Billboard Hot 100
Here You Come Again,Dolly Parton,1978-01-14,1978-01-20,3,Billboard Hot 100
You're In My Heart (The Final Acclaim),Rod Stewart,1978-01-14,1978-01-20,4,Billboard Hot 100
(Every Time I Turn Around) Back In Love Again,LTD,1978-01-14,1978-01-20,5,Billboard Hot 100
Slip Slidin' Away,Paul Simon,1978-01-14,1978-01-20,6,Billboard Hot 100
Hey Deanie,Shaun Cassidy,1978-01-14,1978-01-20,7,Billboard Hot 100
Sentimental Lady,Bob Welch,1978-01-14,1978-01-20,8,Billboard Hot 100
Come Sail Away,Styx,1978-01-14,1978-01-20,9,Billboard Hot 100
We Are The Champions,Queen,1978-01-14,1978-01-20,10,Billboard Hot 100
You Light Up My Life,Debby Boone,1978-01-14,1978-01-20,11,Billboard Hot 100
You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,1978-01-14,1978-01-20,12,Billboard Hot 100
Blue Bayou,Linda Ronstadt,1978-01-14,1978-01-20,13,Billboard Hot 100
Runaround Sue,Leif Garrett,1978-01-14,1978-01-20,14,Billboard Hot 100
Short People,Randy Newman,1978-01-14,1978-01-20,15,Billboard Hot 100
Just The Way You Are,Billy Joel,1978-01-14,1978-01-20,16,Billboard Hot 100
Stayin' Alive,Bee Gees,1978-01-14,1978-01-20,17,Billboard Hot 100
Turn To Stone,Electric Light Orchestra,1978-01-14,1978-01-20,18,Billboard Hot 100
Serpentine Fire,"Earth, Wind & Fire",1978-01-14,1978-01-20,19,Billboard Hot 100
(Love Is) Thicker Than Water,Andy Gibb,1978-01-14,1978-01-20,20,Billboard Hot 100
I Go Crazy,Paul Davis,1978-01-14,1978-01-20,21,Billboard Hot 100
Sometimes When We Touch,Dan Hill,1978-01-14,1978-01-20,22,Billboard Hot 100
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,1978-01-14,1978-01-20,23,Billboard Hot 100
The Way I Feel Tonight,Bay City Rollers,1978-01-14,1978-01-20,24,Billboard Hot 100
Don't It Make My Brown Eyes Blue,Crystal Gayle,1978-01-14,1978-01-20,25,Billboard Hot 100
Desiree,Neil Diamond,1978-01-14,1978-01-20,26,Billboard Hot 100
Gettin' Ready For Love,Diana Ross,1978-01-14,1978-01-20,27,Billboard Hot 100
Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,1978-01-14,1978-01-20,28,Billboard Hot 100
Point Of Know Return,Kansas,1978-01-14,1978-01-20,29,Billboard Hot 100
It's So Easy,Linda Ronstadt,1978-01-14,1978-01-20,30,Billboard Hot 100
Emotion,Samantha Sang,1978-01-14,1978-01-20,31,Billboard Hot 100
Native New Yorker,Odyssey,1978-01-14,1978-01-20,32,Billboard Hot 100
Girls' School,Wings,1978-01-14,1978-01-20,33,Billboard Hot 100
What's Your Name,Lynyrd Skynyrd,1978-01-14,1978-01-20,34,Billboard Hot 100
My Way,Elvis Presley,1978-01-14,1978-01-20,35,Billboard Hot 100
Peg,Steely Dan,1978-01-14,1978-01-20,36,Billboard Hot 100
"Long, Long Way From Home",Foreigner,1978-01-14,1978-01-20,37,Billboard Hot 100
As,Stevie Wonder,1978-01-14,1978-01-20,38,Billboard Hot 100
(You're My) Soul And Inspiration,Donny & Marie Osmond,1978-01-14,1978-01-20,39,Billboard Hot 100
Too Hot Ta Trot,Commodores,1978-01-14,1978-01-20,40,Billboard Hot 100
Tried To Love,Peter Frampton,1978-01-14,1978-01-20,41,Billboard Hot 100
Lovely Day,Bill Withers,1978-01-14,1978-01-20,42,Billboard Hot 100
If You're Not Back In Love By Monday,Millie Jackson,1978-01-14,1978-01-20,43,Billboard Hot 100
How Can I Leave You Again,John Denver,1978-01-14,1978-01-20,44,Billboard Hot 100
Ffun,ConFunkShun,1978-01-14,1978-01-20,45,Billboard Hot 100
Easy To Love,Leo Sayer,1978-01-14,1978-01-20,46,Billboard Hot 100
Street Corner Serenade,Wet Willie,1978-01-14,1978-01-20,47,Billboard Hot 100
"Theme From ""Close Encounters Of The Third Kind""",John Williams,1978-01-14,1978-01-20,48,Billboard Hot 100
