song,artist,start_date,end_date,rank,ranking_list
Livin' La Vida Loca,Ricky Martin,1999-05-29,1999-06-04,1,Billboard Hot 100
No Scrubs,TLC,1999-05-29,1999-06-04,2,Billboard Hot 100
Kiss Me,Sixpence None The Richer,1999-05-29,1999-06-04,3,Billboard Hot 100
Fortunate,Maxwell,1999-05-29,1999-06-04,4,Billboard Hot 100
Where My Girls At?,702,1999-05-29,1999-06-04,5,Billboard Hot 100
Every Morning,Sugar Ray,1999-05-29,1999-06-04,6,Billboard Hot 100
Who Dat,JT Money Featuring Sole,1999-05-29,1999-06-04,7,Billboard Hot 100
If You Had My Love,Jennifer Lopez,1999-05-29,1999-06-04,8,Billboard Hot 100
Believe,Cher,1999-05-29,1999-06-04,9,Billboard Hot 100
808,Blaque,1999-05-29,1999-06-04,10,Billboard Hot 100
Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,1999-05-29,1999-06-04,11,Billboard Hot 100
Chante's Got A Man,Chante Moore,1999-05-29,1999-06-04,12,Billboard Hot 100
That Don't Impress Me Much,Shania Twain,1999-05-29,1999-06-04,13,Billboard Hot 100
What's It Gonna Be?!,Busta Rhymes Featuring Janet,1999-05-29,1999-06-04,14,Billboard Hot 100
Give It To You,Jordan Knight,1999-05-29,1999-06-04,15,Billboard Hot 100
What It's Like,Everlast,1999-05-29,1999-06-04,16,Billboard Hot 100
I Want It That Way,Backstreet Boys,1999-05-29,1999-06-04,17,Billboard Hot 100
Please Remember Me,Tim McGraw,1999-05-29,1999-06-04,18,Billboard Hot 100
Slide,Goo Goo Dolls,1999-05-29,1999-06-04,19,Billboard Hot 100
Anywhere,112 Featuring Lil'z,1999-05-29,1999-06-04,20,Billboard Hot 100
The Hardest Thing,98 Degrees,1999-05-29,1999-06-04,21,Billboard Hot 100
Sweet Lady,Tyrese,1999-05-29,1999-06-04,22,Billboard Hot 100
Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,1999-05-29,1999-06-04,23,Billboard Hot 100
Fly Away,Lenny Kravitz,1999-05-29,1999-06-04,24,Billboard Hot 100
Almost Doesn't Count,Brandy,1999-05-29,1999-06-04,25,Billboard Hot 100
Angel Of Mine,Monica,1999-05-29,1999-06-04,26,Billboard Hot 100
If You (Lovin' Me),Silk,1999-05-29,1999-06-04,27,Billboard Hot 100
You Won't Ever Be Lonely,Andy Griggs,1999-05-29,1999-06-04,28,Billboard Hot 100
Back 2 Good,matchbox 20,1999-05-29,1999-06-04,29,Billboard Hot 100
Write This Down,George Strait,1999-05-29,1999-06-04,30,Billboard Hot 100
...Baby One More Time,Britney Spears,1999-05-29,1999-06-04,31,Billboard Hot 100
Angel,Sarah McLachlan,1999-05-29,1999-06-04,32,Billboard Hot 100
Two Teardrops,Steve Wariner,1999-05-29,1999-06-04,33,Billboard Hot 100
All I Have To Give,Backstreet Boys,1999-05-29,1999-06-04,34,Billboard Hot 100
Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,1999-05-29,1999-06-04,35,Billboard Hot 100
Man! I Feel Like A Woman!,Shania Twain,1999-05-29,1999-06-04,36,Billboard Hot 100
Ex-Factor,Lauryn Hill,1999-05-29,1999-06-04,37,Billboard Hot 100
Anyone Else,Collin Raye,1999-05-29,1999-06-04,38,Billboard Hot 100
Praise You,Fatboy Slim,1999-05-29,1999-06-04,39,Billboard Hot 100
My Favorite Girl,Dave Hollister,1999-05-29,1999-06-04,40,Billboard Hot 100
Save Tonight,Eagle-Eye Cherry,1999-05-29,1999-06-04,41,Billboard Hot 100
You,Jesse Powell,1999-05-29,1999-06-04,42,Billboard Hot 100
We Like To Party!,Vengaboys,1999-05-29,1999-06-04,43,Billboard Hot 100
Wish You Were Here,Mark Wills,1999-05-29,1999-06-04,44,Billboard Hot 100
Holla Holla,Ja Rule,1999-05-29,1999-06-04,45,Billboard Hot 100
