song,artist,start_date,end_date,rank,ranking_list
Foolish,Ashanti,2002-04-27,2002-05-03,1,Billboard Hot 100
What's Luv?,Fat Joe Featuring Ashanti,2002-04-27,2002-05-03,2,Billboard Hot 100
Ain't It Funny,Jennifer Lopez Featuring Ja Rule,2002-04-27,2002-05-03,3,Billboard Hot 100
U Don't Have To Call,Usher,2002-04-27,2002-05-03,4,Billboard Hot 100
Girlfriend,'N Sync Featuring Nelly,2002-04-27,2002-05-03,5,Billboard Hot 100
I Need A Girl (Part One),P. Diddy Featuring Usher & Loon,2002-04-27,2002-05-03,6,Billboard Hot 100
Blurry,Puddle Of Mudd,2002-04-27,2002-05-03,7,Billboard Hot 100
Oops (Oh My),Tweet,2002-04-27,2002-05-03,8,Billboard Hot 100
In The End,Linkin Park,2002-04-27,2002-05-03,9,Billboard Hot 100
A Thousand Miles,Vanessa Carlton,2002-04-27,2002-05-03,10,Billboard Hot 100
Don't Let Me Get Me,P!nk,2002-04-27,2002-05-03,11,Billboard Hot 100
Escape,Enrique Iglesias,2002-04-27,2002-05-03,12,Billboard Hot 100
Wherever You Will Go,The Calling,2002-04-27,2002-05-03,13,Billboard Hot 100
How You Remind Me,Nickelback,2002-04-27,2002-05-03,14,Billboard Hot 100
All You Wanted,Michelle Branch,2002-04-27,2002-05-03,15,Billboard Hot 100
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,2002-04-27,2002-05-03,16,Billboard Hot 100
I Love You,Faith Evans,2002-04-27,2002-05-03,17,Billboard Hot 100
Can't Get You Out Of My Head,Kylie Minogue,2002-04-27,2002-05-03,18,Billboard Hot 100
Underneath Your Clothes,Shakira,2002-04-27,2002-05-03,19,Billboard Hot 100
Here Is Gone,Goo Goo Dolls,2002-04-27,2002-05-03,20,Billboard Hot 100
Always On Time,Ja Rule Featuring Ashanti,2002-04-27,2002-05-03,21,Billboard Hot 100
Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown,2002-04-27,2002-05-03,22,Billboard Hot 100
Wasting My Time,Default,2002-04-27,2002-05-03,23,Billboard Hot 100
A New Day Has Come,Celine Dion,2002-04-27,2002-05-03,24,Billboard Hot 100
Rainy Dayz,Mary J. Blige Featuring Ja Rule,2002-04-27,2002-05-03,25,Billboard Hot 100
The Middle,Jimmy Eat World,2002-04-27,2002-05-03,26,Billboard Hot 100
My List,Toby Keith,2002-04-27,2002-05-03,27,Billboard Hot 100
Makin' Good Love,Avant,2002-04-27,2002-05-03,28,Billboard Hot 100
Anything,Jaheim Featuring Next,2002-04-27,2002-05-03,29,Billboard Hot 100
Can't Fight The Moonlight,LeAnn Rimes,2002-04-27,2002-05-03,30,Billboard Hot 100
My Sacrifice,Creed,2002-04-27,2002-05-03,31,Billboard Hot 100
Youth Of The Nation,P.O.D.,2002-04-27,2002-05-03,32,Billboard Hot 100
Drive (For Daddy Gene),Alan Jackson,2002-04-27,2002-05-03,33,Billboard Hot 100
More Than A Woman,Aaliyah,2002-04-27,2002-05-03,34,Billboard Hot 100
Young,Kenny Chesney,2002-04-27,2002-05-03,35,Billboard Hot 100
U Got It Bad,Usher,2002-04-27,2002-05-03,36,Billboard Hot 100
That's When I Love You,Phil Vassar,2002-04-27,2002-05-03,37,Billboard Hot 100
"Lights, Camera, Action!",Mr. Cheeks,2002-04-27,2002-05-03,38,Billboard Hot 100
Uh Huh,B2K,2002-04-27,2002-05-03,39,Billboard Hot 100
Hella Good,No Doubt,2002-04-27,2002-05-03,40,Billboard Hot 100
I'm Movin' On,Rascal Flatts,2002-04-27,2002-05-03,41,Billboard Hot 100
The Whole World,OutKast Featuring Killer Mike,2002-04-27,2002-05-03,42,Billboard Hot 100
halfcrazy,Musiq,2002-04-27,2002-05-03,43,Billboard Hot 100
What If She's An Angel,Tommy Shane Steiner,2002-04-27,2002-05-03,44,Billboard Hot 100
Superman (It's Not Easy),Five For Fighting,2002-04-27,2002-05-03,45,Billboard Hot 100
Hands Clean,Alanis Morissette,2002-04-27,2002-05-03,46,Billboard Hot 100
Family Affair,Mary J. Blige,2002-04-27,2002-05-03,47,Billboard Hot 100
Too Bad,Nickelback,2002-04-27,2002-05-03,48,Billboard Hot 100
Hero,Enrique Iglesias,2002-04-27,2002-05-03,49,Billboard Hot 100
Welcome To Atlanta,Jermaine Dupri & Ludacris,2002-04-27,2002-05-03,50,Billboard Hot 100
I Don't Have To Be Me ('til Monday),Steve Azar,2002-04-27,2002-05-03,51,Billboard Hot 100
Living And Living Well,George Strait,2002-04-27,2002-05-03,52,Billboard Hot 100
Addictive,Truth Hurts Featuring Rakim,2002-04-27,2002-05-03,53,Billboard Hot 100
Blessed,Martina McBride,2002-04-27,2002-05-03,54,Billboard Hot 100
"I Breathe In, I Breathe Out",Chris Cagle,2002-04-27,2002-05-03,55,Billboard Hot 100
The Cowboy In Me,Tim McGraw,2002-04-27,2002-05-03,56,Billboard Hot 100
Down A** Chick,"Ja Rule Featuring Charli ""Chuck"" Baltimore",2002-04-27,2002-05-03,57,Billboard Hot 100
Oh Boy,Cam'Ron Featuring Juelz Santana,2002-04-27,2002-05-03,58,Billboard Hot 100
How Come You Don't Call Me,Alicia Keys,2002-04-27,2002-05-03,59,Billboard Hot 100
Modern Day Bonnie And Clyde,Travis Tritt,2002-04-27,2002-05-03,60,Billboard Hot 100
I Should Be Sleeping,Emerson Drive,2002-04-27,2002-05-03,61,Billboard Hot 100
Nothing In This World,KeKe Wyatt Featuring Avant,2002-04-27,2002-05-03,62,Billboard Hot 100
Roc The Mic,Beanie Sigel & Freeway,2002-04-27,2002-05-03,63,Billboard Hot 100
Awnaw,Nappy Roots,2002-04-27,2002-05-03,64,Billboard Hot 100
For You,Staind,2002-04-27,2002-05-03,65,Billboard Hot 100
Soak Up The Sun,Sheryl Crow,2002-04-27,2002-05-03,66,Billboard Hot 100
This Woman's Work,Maxwell,2002-04-27,2002-05-03,67,Billboard Hot 100
What About Us?,Brandy,2002-04-27,2002-05-03,68,Billboard Hot 100
