song,artist,start_date,end_date,rank,ranking_list
In My Feelings,Drake,2018-08-25,2018-08-31,1,Billboard Hot 100
Girls Like You,Maroon 5 Featuring Cardi B,2018-08-25,2018-08-31,2,Billboard Hot 100
I Like It,"Cardi B, Bad Bunny & J Balvin",2018-08-25,2018-08-31,3,Billboard Hot 100
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-08-25,2018-08-31,4,Billboard Hot 100
Better Now,Post Malone,2018-08-25,2018-08-31,5,Billboard Hot 100
Lucid Dreams,Juice WRLD,2018-08-25,2018-08-31,6,Billboard Hot 100
Sicko Mode,Travis Scott,2018-08-25,2018-08-31,7,Billboard Hot 100
Taste,Tyga Featuring Offset,2018-08-25,2018-08-31,8,Billboard Hot 100
Boo'd Up,Ella Mai,2018-08-25,2018-08-31,9,Billboard Hot 100
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018-08-25,2018-08-31,10,Billboard Hot 100
Love Lies,Khalid & Normani,2018-08-25,2018-08-31,11,Billboard Hot 100
No Tears Left To Cry,Ariana Grande,2018-08-25,2018-08-31,12,Billboard Hot 100
Psycho,Post Malone Featuring Ty Dolla $ign,2018-08-25,2018-08-31,13,Billboard Hot 100
Nice For What,Drake,2018-08-25,2018-08-31,14,Billboard Hot 100
Yes Indeed,Lil Baby & Drake,2018-08-25,2018-08-31,15,Billboard Hot 100
Delicate,Taylor Swift,2018-08-25,2018-08-31,16,Billboard Hot 100
Youngblood,5 Seconds Of Summer,2018-08-25,2018-08-31,17,Billboard Hot 100
Barbie Dreams,Nicki Minaj,2018-08-25,2018-08-31,18,Billboard Hot 100
Meant To Be,Bebe Rexha & Florida Georgia Line,2018-08-25,2018-08-31,19,Billboard Hot 100
Perfect,Ed Sheeran,2018-08-25,2018-08-31,20,Billboard Hot 100
Nonstop,Drake,2018-08-25,2018-08-31,21,Billboard Hot 100
The Middle,"Zedd, Maren Morris & Grey",2018-08-25,2018-08-31,22,Billboard Hot 100
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-08-25,2018-08-31,23,Billboard Hot 100
God's Plan,Drake,2018-08-25,2018-08-31,24,Billboard Hot 100
Back To You,Selena Gomez,2018-08-25,2018-08-31,25,Billboard Hot 100
Sad!,XXXTENTACION,2018-08-25,2018-08-31,26,Billboard Hot 100
Stargazing,Travis Scott,2018-08-25,2018-08-31,27,Billboard Hot 100
Tequila,Dan + Shay,2018-08-25,2018-08-31,28,Billboard Hot 100
Mercy,Brett Young,2018-08-25,2018-08-31,29,Billboard Hot 100
God Is A Woman,Ariana Grande,2018-08-25,2018-08-31,30,Billboard Hot 100
Mine,Bazzi,2018-08-25,2018-08-31,31,Billboard Hot 100
One Kiss,Calvin Harris & Dua Lipa,2018-08-25,2018-08-31,32,Billboard Hot 100
Friends,Marshmello & Anne-Marie,2018-08-25,2018-08-31,33,Billboard Hot 100
Natural,Imagine Dragons,2018-08-25,2018-08-31,34,Billboard Hot 100
Simple,Florida Georgia Line,2018-08-25,2018-08-31,35,Billboard Hot 100
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-08-25,2018-08-31,36,Billboard Hot 100
Never Be The Same,Camila Cabello,2018-08-25,2018-08-31,37,Billboard Hot 100
In My Blood,Shawn Mendes,2018-08-25,2018-08-31,38,Billboard Hot 100
I Like Me Better,Lauv,2018-08-25,2018-08-31,39,Billboard Hot 100
Get Along,Kenny Chesney,2018-08-25,2018-08-31,40,Billboard Hot 100
Apes**t,The Carters,2018-08-25,2018-08-31,41,Billboard Hot 100
Bed,Nicki Minaj Featuring Ariana Grande,2018-08-25,2018-08-31,42,Billboard Hot 100
Yosemite,Travis Scott,2018-08-25,2018-08-31,43,Billboard Hot 100
Chun-Li,Nicki Minaj,2018-08-25,2018-08-31,44,Billboard Hot 100
Life Changes,Thomas Rhett,2018-08-25,2018-08-31,45,Billboard Hot 100
Taking A Walk,Trippie Redd,2018-08-25,2018-08-31,46,Billboard Hot 100
"Sunrise, Sunburn, Sunset",Luke Bryan,2018-08-25,2018-08-31,47,Billboard Hot 100
Eastside,"benny blanco, Halsey & Khalid",2018-08-25,2018-08-31,48,Billboard Hot 100
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-08-25,2018-08-31,49,Billboard Hot 100
Moonlight,XXXTENTACION,2018-08-25,2018-08-31,50,Billboard Hot 100
I'm A Mess,Bebe Rexha,2018-08-25,2018-08-31,51,Billboard Hot 100
Beautiful,Bazzi Featuring Camila Cabello,2018-08-25,2018-08-31,52,Billboard Hot 100
Kiss Somebody,Morgan Evans,2018-08-25,2018-08-31,53,Billboard Hot 100
Broken,lovelytheband,2018-08-25,2018-08-31,54,Billboard Hot 100
Hotel Key,Old Dominion,2018-08-25,2018-08-31,55,Billboard Hot 100
Rich Sex,Nicki Minaj Featuring Lil Wayne,2018-08-25,2018-08-31,56,Billboard Hot 100
Africa,Weezer,2018-08-25,2018-08-31,57,Billboard Hot 100
Majesty,Nicki Minaj Featuring Eminem & Labrinth,2018-08-25,2018-08-31,58,Billboard Hot 100
All Girls Are The Same,Juice WRLD,2018-08-25,2018-08-31,59,Billboard Hot 100
Ganja Burns,Nicki Minaj,2018-08-25,2018-08-31,60,Billboard Hot 100
Take Back Home Girl,Chris Lane Featuring Tori Kelly,2018-08-25,2018-08-31,61,Billboard Hot 100
Solo,Clean Bandit Featuring Demi Lovato,2018-08-25,2018-08-31,62,Billboard Hot 100
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-08-25,2018-08-31,63,Billboard Hot 100
Be Careful,Cardi B,2018-08-25,2018-08-31,64,Billboard Hot 100
Medicine,Queen Naija,2018-08-25,2018-08-31,65,Billboard Hot 100
Stop Trying To Be God,Travis Scott,2018-08-25,2018-08-31,66,Billboard Hot 100
Level Up,Ciara,2018-08-25,2018-08-31,67,Billboard Hot 100
Hooked,Dylan Scott,2018-08-25,2018-08-31,68,Billboard Hot 100
Can't Say,Travis Scott,2018-08-25,2018-08-31,69,Billboard Hot 100
Remind Me To Forget,Kygo Featuring Miguel,2018-08-25,2018-08-31,70,Billboard Hot 100
