song,artist,start_date,end_date,rank,ranking_list
Woman In Love,Barbra Streisand,1980-11-08,1980-11-14,1,Billboard Hot 100
Lady,Kenny Rogers,1980-11-08,1980-11-14,2,Billboard Hot 100
He's So Shy,The Pointer Sisters,1980-11-08,1980-11-14,3,Billboard Hot 100
Another One Bites The Dust,Queen,1980-11-08,1980-11-14,4,Billboard Hot 100
The Wanderer,Donna Summer,1980-11-08,1980-11-14,5,Billboard Hot 100
I'm Coming Out,Diana Ross,1980-11-08,1980-11-14,6,Billboard Hot 100
Never Knew Love Like This Before,Stephanie Mills,1980-11-08,1980-11-14,7,Billboard Hot 100
Master Blaster (Jammin'),Stevie Wonder,1980-11-08,1980-11-14,8,Billboard Hot 100
Real Love,The Doobie Brothers,1980-11-08,1980-11-14,9,Billboard Hot 100
Upside Down,Diana Ross,1980-11-08,1980-11-14,10,Billboard Hot 100
Jesse,Carly Simon,1980-11-08,1980-11-14,11,Billboard Hot 100
Dreaming,Cliff Richard,1980-11-08,1980-11-14,12,Billboard Hot 100
Lovely One,The Jacksons,1980-11-08,1980-11-14,13,Billboard Hot 100
More Than I Can Say,Leo Sayer,1980-11-08,1980-11-14,14,Billboard Hot 100
Dreamer,Supertramp,1980-11-08,1980-11-14,15,Billboard Hot 100
All Out Of Love,Air Supply,1980-11-08,1980-11-14,16,Billboard Hot 100
Whip It,Devo,1980-11-08,1980-11-14,17,Billboard Hot 100
You've Lost That Lovin' Feeling,Daryl Hall John Oates,1980-11-08,1980-11-14,18,Billboard Hot 100
Hit Me With Your Best Shot,Pat Benatar,1980-11-08,1980-11-14,19,Billboard Hot 100
On The Road Again,Willie Nelson,1980-11-08,1980-11-14,20,Billboard Hot 100
Out Here On My Own,Irene Cara,1980-11-08,1980-11-14,21,Billboard Hot 100
That Girl Could Sing,Jackson Browne,1980-11-08,1980-11-14,22,Billboard Hot 100
Love On The Rocks,Neil Diamond,1980-11-08,1980-11-14,23,Billboard Hot 100
Never Be The Same,Christopher Cross,1980-11-08,1980-11-14,24,Billboard Hot 100
Let Me Be Your Angel,Stacy Lattisaw,1980-11-08,1980-11-14,25,Billboard Hot 100
She's So Cold,The Rolling Stones,1980-11-08,1980-11-14,26,Billboard Hot 100
Without Your Love,Roger Daltrey,1980-11-08,1980-11-14,27,Billboard Hot 100
Look What You've Done To Me,Boz Scaggs,1980-11-08,1980-11-14,28,Billboard Hot 100
I'm Alright,Kenny Loggins,1980-11-08,1980-11-14,29,Billboard Hot 100
Hungry Heart,Bruce Springsteen,1980-11-08,1980-11-14,30,Billboard Hot 100
I'm Happy That Love Has Found You,Jimmy Hall,1980-11-08,1980-11-14,31,Billboard Hot 100
(Just Like) Starting Over,John Lennon,1980-11-08,1980-11-14,32,Billboard Hot 100
Could I Have This Dance,Anne Murray,1980-11-08,1980-11-14,33,Billboard Hot 100
Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,1980-11-08,1980-11-14,34,Billboard Hot 100
You Shook Me All Night Long,AC/DC,1980-11-08,1980-11-14,35,Billboard Hot 100
Sometimes A Fantasy,Billy Joel,1980-11-08,1980-11-14,36,Billboard Hot 100
Deep Inside My Heart,Randy Meisner,1980-11-08,1980-11-14,37,Billboard Hot 100
Everybody's Got To Learn Sometime,The Korgis,1980-11-08,1980-11-14,38,Billboard Hot 100
This Time,John Cougar,1980-11-08,1980-11-14,39,Billboard Hot 100
Hold On,Kansas,1980-11-08,1980-11-14,40,Billboard Hot 100
If You Should Sail,Nielsen/Pearson,1980-11-08,1980-11-14,41,Billboard Hot 100
Turning Japanese,The Vapors,1980-11-08,1980-11-14,42,Billboard Hot 100
Guilty,Barbra Streisand & Barry Gibb,1980-11-08,1980-11-14,43,Billboard Hot 100
Cry Like A Baby,Kim Carnes,1980-11-08,1980-11-14,44,Billboard Hot 100
I Believe In You,Don Williams,1980-11-08,1980-11-14,45,Billboard Hot 100
Drivin' My Life Away,Eddie Rabbitt,1980-11-08,1980-11-14,46,Billboard Hot 100
It's My Turn,Diana Ross,1980-11-08,1980-11-14,47,Billboard Hot 100
One-Trick Pony,Paul Simon,1980-11-08,1980-11-14,48,Billboard Hot 100
Who Were You Thinkin' Of,The Doolittle Band,1980-11-08,1980-11-14,49,Billboard Hot 100
"De Do Do Do, De Da Da Da",The Police,1980-11-08,1980-11-14,50,Billboard Hot 100
Xanadu,Olivia Newton-John And The Electric Light Orchestra,1980-11-08,1980-11-14,51,Billboard Hot 100
I Could Be Good For You,707,1980-11-08,1980-11-14,52,Billboard Hot 100
Late In The Evening,Paul Simon,1980-11-08,1980-11-14,53,Billboard Hot 100
Sequel,Harry Chapin,1980-11-08,1980-11-14,54,Billboard Hot 100
Every Woman In The World,Air Supply,1980-11-08,1980-11-14,55,Billboard Hot 100
Give Me The Night,George Benson,1980-11-08,1980-11-14,56,Billboard Hot 100
Texas In My Rear View Mirror,Mac Davis,1980-11-08,1980-11-14,57,Billboard Hot 100
Suddenly,Olivia Newton-John & Cliff Richard,1980-11-08,1980-11-14,58,Billboard Hot 100
Celebration,Kool & The Gang,1980-11-08,1980-11-14,59,Billboard Hot 100
Midnight Rocks,Al Stewart,1980-11-08,1980-11-14,60,Billboard Hot 100
Love X Love,George Benson,1980-11-08,1980-11-14,61,Billboard Hot 100
Live Every Minute,Ali Thomson,1980-11-08,1980-11-14,62,Billboard Hot 100
Lookin' For Love,Johnny Lee,1980-11-08,1980-11-14,63,Billboard Hot 100
Hot Rod Hearts,Robbie Dupree,1980-11-08,1980-11-14,64,Billboard Hot 100
Let's Be Lovers Again,Eddie Money (with Valerie Carter),1980-11-08,1980-11-14,65,Billboard Hot 100
Walk Away,Donna Summer,1980-11-08,1980-11-14,66,Billboard Hot 100
Touch And Go,The Cars,1980-11-08,1980-11-14,67,Billboard Hot 100
Let Me Talk,"Earth, Wind & Fire",1980-11-08,1980-11-14,68,Billboard Hot 100
Girls Can Get It,Dr. Hook,1980-11-08,1980-11-14,69,Billboard Hot 100
Sherry,Robert John,1980-11-08,1980-11-14,70,Billboard Hot 100
I'm Almost Ready,Pure Prairie League,1980-11-08,1980-11-14,71,Billboard Hot 100
Fame,Irene Cara,1980-11-08,1980-11-14,72,Billboard Hot 100
How Do I Survive,Amy Holland,1980-11-08,1980-11-14,73,Billboard Hot 100
Private Idaho,The B-52s,1980-11-08,1980-11-14,74,Billboard Hot 100
Don't Say No,Billy Burnette,1980-11-08,1980-11-14,75,Billboard Hot 100
When We Get Married,Larry Graham,1980-11-08,1980-11-14,76,Billboard Hot 100
Switchin' To Glide/This Beat Goes On,The Kings,1980-11-08,1980-11-14,77,Billboard Hot 100
Brite Eyes,Robbin Thompson Band,1980-11-08,1980-11-14,78,Billboard Hot 100
The Legend Of Wooley Swamp,The Charlie Daniels Band,1980-11-08,1980-11-14,79,Billboard Hot 100
Together,Tierra,1980-11-08,1980-11-14,80,Billboard Hot 100
Could I Be Dreaming,The Pointer Sisters,1980-11-08,1980-11-14,81,Billboard Hot 100
