song,artist,start_date,end_date,rank,ranking_list
Happy,Pharrell Williams,2014-03-29,2014-04-04,1,Billboard Hot 100
Dark Horse,Katy Perry Featuring Juicy J,2014-03-29,2014-04-04,2,Billboard Hot 100
All Of Me,John Legend,2014-03-29,2014-04-04,3,Billboard Hot 100
Talk Dirty,Jason Derulo Featuring 2 Chainz,2014-03-29,2014-04-04,4,Billboard Hot 100
Pompeii,Bastille,2014-03-29,2014-04-04,5,Billboard Hot 100
Team,Lorde,2014-03-29,2014-04-04,6,Billboard Hot 100
Counting Stars,OneRepublic,2014-03-29,2014-04-04,7,Billboard Hot 100
Drunk In Love,Beyonce Featuring Jay Z,2014-03-29,2014-04-04,8,Billboard Hot 100
We Might Be Dead By Tomorrow,Soko,2014-03-29,2014-04-04,9,Billboard Hot 100
The Man,Aloe Blacc,2014-03-29,2014-04-04,10,Billboard Hot 100
Timber,Pitbull Featuring Ke$ha,2014-03-29,2014-04-04,11,Billboard Hot 100
Say Something,A Great Big World & Christina Aguilera,2014-03-29,2014-04-04,12,Billboard Hot 100
Best Day Of My Life,American Authors,2014-03-29,2014-04-04,13,Billboard Hot 100
Let It Go,Idina Menzel,2014-03-29,2014-04-04,14,Billboard Hot 100
Show Me,Kid Ink Featuring Chris Brown,2014-03-29,2014-04-04,15,Billboard Hot 100
Story Of My Life,One Direction,2014-03-29,2014-04-04,16,Billboard Hot 100
Let Her Go,Passenger,2014-03-29,2014-04-04,17,Billboard Hot 100
#SELFIE,The Chainsmokers,2014-03-29,2014-04-04,18,Billboard Hot 100
Burn,Ellie Goulding,2014-03-29,2014-04-04,19,Billboard Hot 100
Royals,Lorde,2014-03-29,2014-04-04,20,Billboard Hot 100
Turn Down For What,DJ Snake & Lil Jon,2014-03-29,2014-04-04,21,Billboard Hot 100
Hey Brother,Avicii,2014-03-29,2014-04-04,22,Billboard Hot 100
The Monster,Eminem Featuring Rihanna,2014-03-29,2014-04-04,23,Billboard Hot 100
Demons,Imagine Dragons,2014-03-29,2014-04-04,24,Billboard Hot 100
Wake Me Up!,Avicii,2014-03-29,2014-04-04,25,Billboard Hot 100
Animals,Martin Garrix,2014-03-29,2014-04-04,26,Billboard Hot 100
Roar,Katy Perry,2014-03-29,2014-04-04,27,Billboard Hot 100
My Hitta,YG Featuring Jeezy & Rich Homie Quan,2014-03-29,2014-04-04,28,Billboard Hot 100
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,2014-03-29,2014-04-04,29,Billboard Hot 100
Bottoms Up,Brantley Gilbert,2014-03-29,2014-04-04,30,Billboard Hot 100
Can't Remember To Forget You,Shakira Featuring Rihanna,2014-03-29,2014-04-04,31,Billboard Hot 100
Paranoid,Ty Dolla $ign Featuring B.o.B,2014-03-29,2014-04-04,32,Billboard Hot 100
Radioactive,Imagine Dragons,2014-03-29,2014-04-04,33,Billboard Hot 100
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014-03-29,2014-04-04,34,Billboard Hot 100
Na Na,Trey Songz,2014-03-29,2014-04-04,35,Billboard Hot 100
Partition,Beyonce,2014-03-29,2014-04-04,36,Billboard Hot 100
Doin' What She Likes,Blake Shelton,2014-03-29,2014-04-04,37,Billboard Hot 100
Young Girls,Bruno Mars,2014-03-29,2014-04-04,38,Billboard Hot 100
Neon Lights,Demi Lovato,2014-03-29,2014-04-04,39,Billboard Hot 100
Wrecking Ball,Miley Cyrus,2014-03-29,2014-04-04,40,Billboard Hot 100
Cop Car,Keith Urban,2014-03-29,2014-04-04,41,Billboard Hot 100
Not A Bad Thing,Justin Timberlake,2014-03-29,2014-04-04,42,Billboard Hot 100
"Hold On, We're Going Home",Drake Featuring Majid Jordan,2014-03-29,2014-04-04,43,Billboard Hot 100
I Hold On,Dierks Bentley,2014-03-29,2014-04-04,44,Billboard Hot 100
Drink To That All Night,Jerrod Niemann,2014-03-29,2014-04-04,45,Billboard Hot 100
Brave,Sara Bareilles,2014-03-29,2014-04-04,46,Billboard Hot 100
Adore You,Miley Cyrus,2014-03-29,2014-04-04,47,Billboard Hot 100
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2014-03-29,2014-04-04,48,Billboard Hot 100
Love Is An Open Door,Kristen Bell & Santino Fontana,2014-03-29,2014-04-04,49,Billboard Hot 100
Give Me Back My Hometown,Eric Church,2014-03-29,2014-04-04,50,Billboard Hot 100
Magic,Coldplay,2014-03-29,2014-04-04,51,Billboard Hot 100
Stoner,Young Thug,2014-03-29,2014-04-04,52,Billboard Hot 100
The Worst,Jhene Aiko,2014-03-29,2014-04-04,53,Billboard Hot 100
Helluva Life,Frankie Ballard,2014-03-29,2014-04-04,54,Billboard Hot 100
When She Says Baby,Jason Aldean,2014-03-29,2014-04-04,55,Billboard Hot 100
Get Me Some Of That,Thomas Rhett,2014-03-29,2014-04-04,56,Billboard Hot 100
Take Me Home,Cash Cash Featuring Bebe Rexha,2014-03-29,2014-04-04,57,Billboard Hot 100
See You Tonight,Scotty McCreery,2014-03-29,2014-04-04,58,Billboard Hot 100
Rewind,Rascal Flatts,2014-03-29,2014-04-04,59,Billboard Hot 100
La La La,Naughty Boy Featuring Sam Smith,2014-03-29,2014-04-04,60,Billboard Hot 100
Goodnight Kiss,Randy Houser,2014-03-29,2014-04-04,61,Billboard Hot 100
Drink A Beer,Luke Bryan,2014-03-29,2014-04-04,62,Billboard Hot 100
Ain't It Fun,Paramore,2014-03-29,2014-04-04,63,Billboard Hot 100
Human,Christina Perri,2014-03-29,2014-04-04,64,Billboard Hot 100
Trophies,Young Money Featuring Drake,2014-03-29,2014-04-04,65,Billboard Hot 100
Love Me Again,John Newman,2014-03-29,2014-04-04,66,Billboard Hot 100
Up Down (Do This All Day),T-Pain Featuring B.o.B,2014-03-29,2014-04-04,67,Billboard Hot 100
Compass,Lady Antebellum,2014-03-29,2014-04-04,68,Billboard Hot 100
19 You + Me,Dan + Shay,2014-03-29,2014-04-04,69,Billboard Hot 100
Mmm Yeah,Austin Mahone Featuring Pitbull,2014-03-29,2014-04-04,70,Billboard Hot 100
Let It Go,Demi Lovato,2014-03-29,2014-04-04,71,Billboard Hot 100
Man Of The Year,ScHoolboy Q,2014-03-29,2014-04-04,72,Billboard Hot 100
Everything I Shouldn't Be Thinking About,Thompson Square,2014-03-29,2014-04-04,73,Billboard Hot 100
Do I Wanna Know?,Arctic Monkeys,2014-03-29,2014-04-04,74,Billboard Hot 100
Beat Of The Music,Brett Eldredge,2014-03-29,2014-04-04,75,Billboard Hot 100
Classic,MKTO,2014-03-29,2014-04-04,76,Billboard Hot 100
Part II (On The Run),Jay Z Featuring Beyonce,2014-03-29,2014-04-04,77,Billboard Hot 100
Who Do You Love?,YG Featuring Drake,2014-03-29,2014-04-04,78,Billboard Hot 100
Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",2014-03-29,2014-04-04,79,Billboard Hot 100
Ride,SoMo,2014-03-29,2014-04-04,80,Billboard Hot 100
Play It Again,Luke Bryan,2014-03-29,2014-04-04,81,Billboard Hot 100
Automatic,Miranda Lambert,2014-03-29,2014-04-04,82,Billboard Hot 100
On Top Of The World,Imagine Dragons,2014-03-29,2014-04-04,83,Billboard Hot 100
Sleeping With A Friend,Neon Trees,2014-03-29,2014-04-04,84,Billboard Hot 100
For The First Time In Forever,Kristen Bell & Idina Menzel,2014-03-29,2014-04-04,85,Billboard Hot 100
Headlights,Eminem Featuring Nate Ruess,2014-03-29,2014-04-04,86,Billboard Hot 100
Oceans (Where Feet May Fail),Hillsong UNITED,2014-03-29,2014-04-04,87,Billboard Hot 100
Lettin' The Night Roll,Justin Moore,2014-03-29,2014-04-04,88,Billboard Hot 100
Slow Me Down,Sara Evans,2014-03-29,2014-04-04,89,Billboard Hot 100
The Walker,Fitz And The Tantrums,2014-03-29,2014-04-04,90,Billboard Hot 100
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,2014-03-29,2014-04-04,91,Billboard Hot 100
Wild Wild Love,Pitbull Featuring G.R.L.,2014-03-29,2014-04-04,92,Billboard Hot 100
Invisible,Hunter Hayes,2014-03-29,2014-04-04,93,Billboard Hot 100
Odio,Romeo Santos Featuring Drake,2014-03-29,2014-04-04,94,Billboard Hot 100
Can't Raise A Man,K. Michelle,2014-03-29,2014-04-04,95,Billboard Hot 100
Fancy,Iggy Azalea Featuring Charli XCX,2014-03-29,2014-04-04,96,Billboard Hot 100
Red Lights,Tiesto,2014-03-29,2014-04-04,97,Billboard Hot 100
I Luh Ya Papi,Jennifer Lopez Featuring French Montana,2014-03-29,2014-04-04,98,Billboard Hot 100
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",2014-03-29,2014-04-04,99,Billboard Hot 100
Latch,Disclosure Featuring Sam Smith,2014-03-29,2014-04-04,100,Billboard Hot 100
