song,artist,start_date,end_date,rank,ranking_list
Flashdance...What A Feeling,Irene Cara,1983-06-11,1983-06-17,1,Billboard Hot 100
Let's Dance,David Bowie,1983-06-11,1983-06-17,2,Billboard Hot 100
Time (Clock Of The Heart),Culture Club,1983-06-11,1983-06-17,3,Billboard Hot 100
Overkill,Men At Work,1983-06-11,1983-06-17,4,Billboard Hot 100
My Love,Lionel Richie,1983-06-11,1983-06-17,5,Billboard Hot 100
Beat It,Michael Jackson,1983-06-11,1983-06-17,6,Billboard Hot 100
She Blinded Me With Science,Thomas Dolby,1983-06-11,1983-06-17,7,Billboard Hot 100
Always Something There To Remind Me,Naked Eyes,1983-06-11,1983-06-17,8,Billboard Hot 100
Don't Let It End,Styx,1983-06-11,1983-06-17,9,Billboard Hot 100
Affair Of The Heart,Rick Springfield,1983-06-11,1983-06-17,10,Billboard Hot 100
Electric Avenue,Eddy Grant,1983-06-11,1983-06-17,11,Billboard Hot 100
Faithfully,Journey,1983-06-11,1983-06-17,12,Billboard Hot 100
Family Man,Daryl Hall John Oates,1983-06-11,1983-06-17,13,Billboard Hot 100
Little Red Corvette,Prince,1983-06-11,1983-06-17,14,Billboard Hot 100
Never Gonna Let You Go,Sergio Mendes,1983-06-11,1983-06-17,15,Billboard Hot 100
She's A Beauty,The Tubes,1983-06-11,1983-06-17,16,Billboard Hot 100
Too Shy,Kajagoogoo,1983-06-11,1983-06-17,17,Billboard Hot 100
I'm Still Standing,Elton John,1983-06-11,1983-06-17,18,Billboard Hot 100
Wanna Be Startin' Somethin',Michael Jackson,1983-06-11,1983-06-17,19,Billboard Hot 100
Solitaire,Laura Branigan,1983-06-11,1983-06-17,20,Billboard Hot 100
Straight From The Heart,Bryan Adams,1983-06-11,1983-06-17,21,Billboard Hot 100
Come Dancing,The Kinks,1983-06-11,1983-06-17,22,Billboard Hot 100
Try Again,Champaign,1983-06-11,1983-06-17,23,Billboard Hot 100
We Two,Little River Band,1983-06-11,1983-06-17,24,Billboard Hot 100
Every Breath You Take,The Police,1983-06-11,1983-06-17,25,Billboard Hot 100
Our House,Madness,1983-06-11,1983-06-17,26,Billboard Hot 100
The Woman In You,Bee Gees,1983-06-11,1983-06-17,27,Billboard Hot 100
All This Love,Debarge,1983-06-11,1983-06-17,28,Billboard Hot 100
Photograph,Def Leppard,1983-06-11,1983-06-17,29,Billboard Hot 100
That's Love,Jim Capaldi,1983-06-11,1983-06-17,30,Billboard Hot 100
I Won't Hold You Back,Toto,1983-06-11,1983-06-17,31,Billboard Hot 100
Baby Jane,Rod Stewart,1983-06-11,1983-06-17,32,Billboard Hot 100
No Time For Talk,Christopher Cross,1983-06-11,1983-06-17,33,Billboard Hot 100
The One Thing,INXS,1983-06-11,1983-06-17,34,Billboard Hot 100
Roll Me Away,Bob Seger & The Silver Bullet Band,1983-06-11,1983-06-17,35,Billboard Hot 100
Stranger In My House,Ronnie Milsap,1983-06-11,1983-06-17,36,Billboard Hot 100
All My Life,Kenny Rogers,1983-06-11,1983-06-17,37,Billboard Hot 100
The Closer You Get,Alabama,1983-06-11,1983-06-17,38,Billboard Hot 100
Don't Pay The Ferryman,Chris de Burgh,1983-06-11,1983-06-17,39,Billboard Hot 100
Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,1983-06-11,1983-06-17,40,Billboard Hot 100
Der Kommissar,After The Fire,1983-06-11,1983-06-17,41,Billboard Hot 100
She Works Hard For The Money,Donna Summer,1983-06-11,1983-06-17,42,Billboard Hot 100
Jeopardy,Greg Kihn Band,1983-06-11,1983-06-17,43,Billboard Hot 100
Is There Something I Should Know,Duran Duran,1983-06-11,1983-06-17,44,Billboard Hot 100
Inside Love (so Personal),George Benson,1983-06-11,1983-06-17,45,Billboard Hot 100
Sweet Dreams (Are Made Of This),Eurythmics,1983-06-11,1983-06-17,46,Billboard Hot 100
Stand Back,Stevie Nicks,1983-06-11,1983-06-17,47,Billboard Hot 100
White Wedding,Billy Idol,1983-06-11,1983-06-17,48,Billboard Hot 100
Cool Places,Sparks & Jane Wiedlin,1983-06-11,1983-06-17,49,Billboard Hot 100
How Do You Keep The Music Playing,James Ingram And Patti Austin,1983-06-11,1983-06-17,50,Billboard Hot 100
Candy Girl,New Edition,1983-06-11,1983-06-17,51,Billboard Hot 100
1999,Prince,1983-06-11,1983-06-17,52,Billboard Hot 100
Saved By Zero,The Fixx,1983-06-11,1983-06-17,53,Billboard Hot 100
(Keep Feeling) Fascination,The Human League,1983-06-11,1983-06-17,54,Billboard Hot 100
Love On Your Side,Thompson Twins,1983-06-11,1983-06-17,55,Billboard Hot 100
Slipping Away,Dave Edmunds,1983-06-11,1983-06-17,56,Billboard Hot 100
Looking For A Stranger,Pat Benatar,1983-06-11,1983-06-17,57,Billboard Hot 100
I.o.u.,Lee Greenwood,1983-06-11,1983-06-17,58,Billboard Hot 100
Theme From Doctor Detroit,Devo,1983-06-11,1983-06-17,59,Billboard Hot 100
Hot Girls In Love,Loverboy,1983-06-11,1983-06-17,60,Billboard Hot 100
When I'm With You,Sheriff,1983-06-11,1983-06-17,61,Billboard Hot 100
The Salt In My Tears,Martin Briley,1983-06-11,1983-06-17,62,Billboard Hot 100
Rio,Duran Duran,1983-06-11,1983-06-17,63,Billboard Hot 100
Love's Got A Line On You,Scandal Featuring Patty Smyth,1983-06-11,1983-06-17,64,Billboard Hot 100
Billie Jean,Michael Jackson,1983-06-11,1983-06-17,65,Billboard Hot 100
Stop In The Name Of Love,The Hollies,1983-06-11,1983-06-17,66,Billboard Hot 100
Mornin',Jarreau,1983-06-11,1983-06-17,67,Billboard Hot 100
China Girl,David Bowie,1983-06-11,1983-06-17,68,Billboard Hot 100
Cuts Like A Knife,Bryan Adams,1983-06-11,1983-06-17,69,Billboard Hot 100
Love Never Fails,Greg Kihn Band,1983-06-11,1983-06-17,70,Billboard Hot 100
Maniac,Michael Sembello,1983-06-11,1983-06-17,71,Billboard Hot 100
Mr. Roboto,Styx,1983-06-11,1983-06-17,72,Billboard Hot 100
The Metro,Berlin,1983-06-11,1983-06-17,73,Billboard Hot 100
Come On Eileen,Dexys Midnight Runners,1983-06-11,1983-06-17,74,Billboard Hot 100
Rock Of Ages,Def Leppard,1983-06-11,1983-06-17,75,Billboard Hot 100
Easy For You To Say,Linda Ronstadt,1983-06-11,1983-06-17,76,Billboard Hot 100
Ricky,"""Weird Al"" Yankovic",1983-06-11,1983-06-17,77,Billboard Hot 100
Gimme All Your Lovin,ZZ Top,1983-06-11,1983-06-17,78,Billboard Hot 100
Save The Overtime (For Me),Gladys Knight And The Pips,1983-06-11,1983-06-17,79,Billboard Hot 100
China,Red Rockers,1983-06-11,1983-06-17,80,Billboard Hot 100
What You Do To Me,Carl Wilson,1983-06-11,1983-06-17,81,Billboard Hot 100
He's A Pretender,High Inergy,1983-06-11,1983-06-17,82,Billboard Hot 100
Drop The Pilot,Joan Armatrading,1983-06-11,1983-06-17,83,Billboard Hot 100
