song,artist,start_date,end_date,rank,ranking_list
Will You Love Me Tomorrow,The Shirelles,1961-01-30,1961-02-05,1,Billboard Hot 100
Calcutta,Lawrence Welk,1961-01-30,1961-02-05,2,Billboard Hot 100
Exodus,Ferrante & Teicher,1961-01-30,1961-02-05,3,Billboard Hot 100
Wonderland By Night,Bert Kaempfert,1961-01-30,1961-02-05,4,Billboard Hot 100
Shop Around,"The Miracles (featuring Bill ""Smokey"" Robinson)",1961-01-30,1961-02-05,5,Billboard Hot 100
Angel Baby,Rosie And The Originals,1961-01-30,1961-02-05,6,Billboard Hot 100
Calendar Girl,Neil Sedaka,1961-01-30,1961-02-05,7,Billboard Hot 100
Emotions,Brenda Lee,1961-01-30,1961-02-05,8,Billboard Hot 100
Rubber Ball,Bobby Vee,1961-01-30,1961-02-05,9,Billboard Hot 100
Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1961-01-30,1961-02-05,10,Billboard Hot 100
"Corinna, Corinna",Ray Peterson,1961-01-30,1961-02-05,11,Billboard Hot 100
Once In Awhile,The Chimes,1961-01-30,1961-02-05,12,Billboard Hot 100
North To Alaska,Johnny Horton,1961-01-30,1961-02-05,13,Billboard Hot 100
Last Date,Floyd Cramer,1961-01-30,1961-02-05,14,Billboard Hot 100
My Empty Arms,Jackie Wilson,1961-01-30,1961-02-05,15,Billboard Hot 100
Wings Of A Dove,Ferlin Husky,1961-01-30,1961-02-05,16,Billboard Hot 100
I Count The Tears,The Drifters,1961-01-30,1961-02-05,17,Billboard Hot 100
A Thousand Stars,Kathy Young With The Innocents,1961-01-30,1961-02-05,18,Billboard Hot 100
Sailor (Your Home Is The Sea),Lolita,1961-01-30,1961-02-05,19,Billboard Hot 100
Pepe,Duane Eddy His Twangy Guitar And The Rebels,1961-01-30,1961-02-05,20,Billboard Hot 100
There's A Moon Out Tonight,The Capris,1961-01-30,1961-02-05,21,Billboard Hot 100
Wheels,The String-A-Longs,1961-01-30,1961-02-05,22,Billboard Hot 100
The Hoochi Coochi Coo,Hank Ballard And The Midnighters,1961-01-30,1961-02-05,23,Billboard Hot 100
You're Sixteen,Johnny Burnette,1961-01-30,1961-02-05,24,Billboard Hot 100
C'est Si Bon (It's So Good),Conway Twitty,1961-01-30,1961-02-05,25,Billboard Hot 100
There She Goes,Jerry Wallace,1961-01-30,1961-02-05,26,Billboard Hot 100
He Will Break Your Heart,Jerry Butler,1961-01-30,1961-02-05,27,Billboard Hot 100
Wonderland By Night,Louis Prima,1961-01-30,1961-02-05,28,Billboard Hot 100
Baby Oh Baby,The Shells,1961-01-30,1961-02-05,29,Billboard Hot 100
Where The Boys Are,Connie Francis,1961-01-30,1961-02-05,30,Billboard Hot 100
Pony Time,Chubby Checker,1961-01-30,1961-02-05,31,Billboard Hot 100
Wonderland By Night,Anita Bryant,1961-01-30,1961-02-05,32,Billboard Hot 100
All In My Mind,Maxine Brown,1961-01-30,1961-02-05,33,Billboard Hot 100
Baby Sittin' Boogie,Buzz Clifford,1961-01-30,1961-02-05,34,Billboard Hot 100
Spanish Harlem,Ben E. King,1961-01-30,1961-02-05,34,Billboard Hot 100
Lovey Dovey,Buddy Knox,1961-01-30,1961-02-05,36,Billboard Hot 100
Main Theme from Exodus (Ari's Theme),Mantovani & His Orch.,1961-01-30,1961-02-05,37,Billboard Hot 100
You Are The Only One,Ricky Nelson,1961-01-30,1961-02-05,38,Billboard Hot 100
The Magnificent Seven,Al Caiola,1961-01-30,1961-02-05,39,Billboard Hot 100
If I Didn't Care,The Platters,1961-01-30,1961-02-05,40,Billboard Hot 100
"Don't Believe Him, Donna",Lenny Miles,1961-01-30,1961-02-05,41,Billboard Hot 100
Good Time Baby,Bobby Rydell,1961-01-30,1961-02-05,42,Billboard Hot 100
I'm Learning About Love,Brenda Lee,1961-01-30,1961-02-05,43,Billboard Hot 100
The Tear Of The Year,Jackie Wilson,1961-01-30,1961-02-05,44,Billboard Hot 100
Utopia,Frank Gari,1961-01-30,1961-02-05,45,Billboard Hot 100
The Story Of My Love,Paul Anka,1961-01-30,1961-02-05,46,Billboard Hot 100
Dedicated To The One I Love,The Shirelles,1961-01-30,1961-02-05,47,Billboard Hot 100
Many Tears Ago,Connie Francis,1961-01-30,1961-02-05,48,Billboard Hot 100
At Last,Etta James,1961-01-30,1961-02-05,49,Billboard Hot 100
What Am I Gonna Do,Jimmy Clanton,1961-01-30,1961-02-05,50,Billboard Hot 100
No One,Connie Francis,1961-01-30,1961-02-05,51,Billboard Hot 100
What A Price,Fats Domino,1961-01-30,1961-02-05,52,Billboard Hot 100
Angel On My Shoulder,Shelby Flint,1961-01-30,1961-02-05,53,Billboard Hot 100
First Taste Of Love,Ben E. King,1961-01-30,1961-02-05,54,Billboard Hot 100
"Yes, I'm Lonesome Tonight",Thelma Carpenter,1961-01-30,1961-02-05,55,Billboard Hot 100
Muskrat Ramble,Freddy Cannon,1961-01-30,1961-02-05,56,Billboard Hot 100
Lost Love,H.B. Barnum,1961-01-30,1961-02-05,57,Billboard Hot 100
Doll House,Donnie Brooks,1961-01-30,1961-02-05,58,Billboard Hot 100
