song,artist,start_date,end_date,rank,ranking_list
El Paso,Marty Robbins,1960-01-04,1960-01-10,1,Billboard Hot 100
Why,Frankie Avalon,1960-01-04,1960-01-10,2,Billboard Hot 100
The Big Hurt,Miss Toni Fisher,1960-01-04,1960-01-10,3,Billboard Hot 100
Running Bear,Johnny Preston,1960-01-04,1960-01-10,4,Billboard Hot 100
Way Down Yonder In New Orleans,Freddie Cannon,1960-01-04,1960-01-10,5,Billboard Hot 100
Heartaches By The Number,Guy Mitchell,1960-01-04,1960-01-10,6,Billboard Hot 100
It's Time To Cry,Paul Anka,1960-01-04,1960-01-10,7,Billboard Hot 100
Among My Souvenirs,Connie Francis,1960-01-04,1960-01-10,8,Billboard Hot 100
Pretty Blue Eyes,Steve Lawrence,1960-01-04,1960-01-10,9,Billboard Hot 100
"Go, Jimmy, Go",Jimmy Clanton,1960-01-04,1960-01-10,10,Billboard Hot 100
We Got Love,Bobby Rydell,1960-01-04,1960-01-10,11,Billboard Hot 100
Mack The Knife,Bobby Darin,1960-01-04,1960-01-10,12,Billboard Hot 100
The Village Of St. Bernadette,Andy Williams,1960-01-04,1960-01-10,13,Billboard Hot 100
Uh! Oh! Part 2,The Nutty Squirrels,1960-01-04,1960-01-10,14,Billboard Hot 100
Sandy,Larry Hall,1960-01-04,1960-01-10,15,Billboard Hot 100
Hound Dog Man,Fabian,1960-01-04,1960-01-10,16,Billboard Hot 100
Scarlet Ribbons (For Her Hair),The Browns,1960-01-04,1960-01-10,17,Billboard Hot 100
Smokie - Part 2,Bill Black's Combo,1960-01-04,1960-01-10,18,Billboard Hot 100
Not One Minute More,Della Reese,1960-01-04,1960-01-10,19,Billboard Hot 100
This Friendly World,Fabian,1960-01-04,1960-01-10,20,Billboard Hot 100
In The Mood,Ernie Fields & Orch.,1960-01-04,1960-01-10,21,Billboard Hot 100
The Little Drummer Boy,The Harry Simeone Chorale,1960-01-04,1960-01-10,22,Billboard Hot 100
You Got What It Takes,Marv Johnson,1960-01-04,1960-01-10,23,Billboard Hot 100
First Name Initial,Annette With The Afterbeats,1960-01-04,1960-01-10,24,Billboard Hot 100
So Many Ways,Brook Benton,1960-01-04,1960-01-10,25,Billboard Hot 100
Oh! Carol,Neil Sedaka,1960-01-04,1960-01-10,26,Billboard Hot 100
Be My Guest,Fats Domino,1960-01-04,1960-01-10,27,Billboard Hot 100
Tear Drop,Santo & Johnny,1960-01-04,1960-01-10,28,Billboard Hot 100
Teen Angel,Mark Dinning,1960-01-04,1960-01-10,29,Billboard Hot 100
Come Into My Heart,Lloyd Price and His Orchestra,1960-01-04,1960-01-10,30,Billboard Hot 100
Mr. Blue,The Fleetwoods,1960-01-04,1960-01-10,31,Billboard Hot 100
I Wanna Be Loved,Ricky Nelson,1960-01-04,1960-01-10,32,Billboard Hot 100
Danny Boy,Conway Twitty,1960-01-04,1960-01-10,33,Billboard Hot 100
Don't You Know,Della Reese,1960-01-04,1960-01-10,34,Billboard Hot 100
Talk That Talk,Jackie Wilson,1960-01-04,1960-01-10,35,Billboard Hot 100
Marina,Rocco Granata and the International Quintet,1960-01-04,1960-01-10,36,Billboard Hot 100
Just Come Home,Hugo & Luigi,1960-01-04,1960-01-10,37,Billboard Hot 100
How About That,Dee Clark,1960-01-04,1960-01-10,38,Billboard Hot 100
Swingin' On A Rainbow,Frankie Avalon,1960-01-04,1960-01-10,39,Billboard Hot 100
Misty,Johnny Mathis,1960-01-04,1960-01-10,40,Billboard Hot 100
He'll Have To Go,Jim Reeves,1960-01-04,1960-01-10,41,Billboard Hot 100
Believe Me,Royal Teens,1960-01-04,1960-01-10,42,Billboard Hot 100
Dance With Me,The Drifters,1960-01-04,1960-01-10,43,Billboard Hot 100
Just As Much As Ever,Bob Beckham,1960-01-04,1960-01-10,44,Billboard Hot 100
The Happy Reindeer,"Dancer, Prancer And Nervous",1960-01-04,1960-01-10,45,Billboard Hot 100
Bonnie Came Back,Duane Eddy His Twangy Guitar And The Rebels,1960-01-04,1960-01-10,46,Billboard Hot 100
(New In) The Ways Of Love,Tommy Edwards,1960-01-04,1960-01-10,47,Billboard Hot 100
If I Had A Girl,Rod Lauren,1960-01-04,1960-01-10,48,Billboard Hot 100
Mighty Good,Ricky Nelson,1960-01-04,1960-01-10,49,Billboard Hot 100
What About Us,The Coasters,1960-01-04,1960-01-10,50,Billboard Hot 100
Where Or When,Dion & The Belmonts,1960-01-04,1960-01-10,51,Billboard Hot 100
The Clouds,The Spacemen,1960-01-04,1960-01-10,52,Billboard Hot 100
Mary Don't You Weep,Stonewall Jackson,1960-01-04,1960-01-10,53,Billboard Hot 100
Marina,Willy Alberti,1960-01-04,1960-01-10,54,Billboard Hot 100
"(If You Cry) True Love, True Love",The Drifters,1960-01-04,1960-01-10,55,Billboard Hot 100
No Love Have I,Webb Pierce,1960-01-04,1960-01-10,56,Billboard Hot 100
Reveille Rock,Johnny And The Hurricanes,1960-01-04,1960-01-10,57,Billboard Hot 100
Uh! Oh! Part 1,The Nutty Squirrels,1960-01-04,1960-01-10,58,Billboard Hot 100
Always,Sammy Turner,1960-01-04,1960-01-10,59,Billboard Hot 100
"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,1960-01-04,1960-01-10,60,Billboard Hot 100
The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,1960-01-04,1960-01-10,61,Billboard Hot 100
Down By The Station,The Four Preps,1960-01-04,1960-01-10,62,Billboard Hot 100
A Year Ago Tonight,The Crests,1960-01-04,1960-01-10,63,Billboard Hot 100
Honey Hush,Joe Turner,1960-01-04,1960-01-10,64,Billboard Hot 100
Lonely Blue Boy,Conway Twitty,1960-01-04,1960-01-10,65,Billboard Hot 100
Wont'cha Come Home,Lloyd Price and His Orchestra,1960-01-04,1960-01-10,66,Billboard Hot 100
Handy Man,Jimmy Jones,1960-01-04,1960-01-10,67,Billboard Hot 100
Crazy Arms,Bob Beckham,1960-01-04,1960-01-10,68,Billboard Hot 100
High School U.S.A.,Tommy Facenda,1960-01-04,1960-01-10,69,Billboard Hot 100
Lucky Devil,"Carl Dobkins, Jr.",1960-01-04,1960-01-10,70,Billboard Hot 100
Let's Try Again,Clyde McPhatter,1960-01-04,1960-01-10,71,Billboard Hot 100
Baciare Baciare (Kissing Kissing),Dorothy Collins,1960-01-04,1960-01-10,72,Billboard Hot 100
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,1960-01-04,1960-01-10,73,Billboard Hot 100
Primrose Lane,Jerry Wallace With The Jewels,1960-01-04,1960-01-10,74,Billboard Hot 100
This Time Of The Year,Brook Benton,1960-01-04,1960-01-10,75,Billboard Hot 100
Love Potion No. 9,The Clovers,1960-01-04,1960-01-10,76,Billboard Hot 100
