song,artist,start_date,end_date,rank,ranking_list
Tonight's The Night (Gonna Be Alright),Rod Stewart,1976-12-25,1976-12-31,1,Billboard Hot 100
You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo & Billy Davis, Jr.",1976-12-25,1976-12-31,2,Billboard Hot 100
The Rubberband Man,The Spinners,1976-12-25,1976-12-31,3,Billboard Hot 100
You Make Me Feel Like Dancing,Leo Sayer,1976-12-25,1976-12-31,4,Billboard Hot 100
More Than A Feeling,Boston,1976-12-25,1976-12-31,5,Billboard Hot 100
Sorry Seems To Be The Hardest Word,Elton John,1976-12-25,1976-12-31,6,Billboard Hot 100
I Wish,Stevie Wonder,1976-12-25,1976-12-31,7,Billboard Hot 100
Dazz,Brick,1976-12-25,1976-12-31,8,Billboard Hot 100
Car Wash,Rose Royce,1976-12-25,1976-12-31,9,Billboard Hot 100
After The Lovin',Engelbert Humperdinck,1976-12-25,1976-12-31,10,Billboard Hot 100
Stand Tall,Burton Cummings,1976-12-25,1976-12-31,11,Billboard Hot 100
Hot Line,The Sylvers,1976-12-25,1976-12-31,12,Billboard Hot 100
I Never Cry,Alice Cooper,1976-12-25,1976-12-31,13,Billboard Hot 100
Love Me,Yvonne Elliman,1976-12-25,1976-12-31,14,Billboard Hot 100
Livin' Thing,Electric Light Orchestra,1976-12-25,1976-12-31,15,Billboard Hot 100
Muskrat Love,Captain & Tennille,1976-12-25,1976-12-31,16,Billboard Hot 100
Nadia's Theme (The Young And The Restless),Barry DeVorzon And Perry Botikin Jr.,1976-12-25,1976-12-31,17,Billboard Hot 100
Nights Are Forever Without You,England Dan & John Ford Coley,1976-12-25,1976-12-31,18,Billboard Hot 100
New Kid In Town,Eagles,1976-12-25,1976-12-31,20,Billboard Hot 100
Enjoy Yourself,The Jacksons,1976-12-25,1976-12-31,21,Billboard Hot 100
Lost Without Your Love,Bread,1976-12-25,1976-12-31,22,Billboard Hot 100
You Are The Woman,Firefall,1976-12-25,1976-12-31,23,Billboard Hot 100
Jeans On,David Dundas,1976-12-25,1976-12-31,24,Billboard Hot 100
Shake Your Rump To The Funk,The Bar-Kays,1976-12-25,1976-12-31,25,Billboard Hot 100
Saturday Nite,"Earth, Wind & Fire",1976-12-25,1976-12-31,26,Billboard Hot 100
This Song,George Harrison,1976-12-25,1976-12-31,27,Billboard Hot 100
Walk This Way,Aerosmith,1976-12-25,1976-12-31,28,Billboard Hot 100
Torn Between Two Lovers,Mary Macgregor,1976-12-25,1976-12-31,29,Billboard Hot 100
I Like Dreamin',Kenny Nolan,1976-12-25,1976-12-31,30,Billboard Hot 100
Love So Right,Bee Gees,1976-12-25,1976-12-31,31,Billboard Hot 100
Blinded By The Light,Manfred Mann's Earth Band,1976-12-25,1976-12-31,32,Billboard Hot 100
Whispering/Cherchez La Femme/Se Si Bon,Dr. Buzzard's Original Savannah Band,1976-12-25,1976-12-31,33,Billboard Hot 100
Love Ballad,L.T.D.,1976-12-25,1976-12-31,34,Billboard Hot 100
Weekend In New England,Barry Manilow,1976-12-25,1976-12-31,35,Billboard Hot 100
Mademoiselle,Styx,1976-12-25,1976-12-31,36,Billboard Hot 100
Ain't Nothing Like The Real Thing,Donny & Marie Osmond,1976-12-25,1976-12-31,37,Billboard Hot 100
Keep Me Cryin',Al Green,1976-12-25,1976-12-31,38,Billboard Hot 100
"Do What You Want, Be What You Are",Daryl Hall John Oates,1976-12-25,1976-12-31,39,Billboard Hot 100
Drivin' Wheel,Foghat,1976-12-25,1976-12-31,40,Billboard Hot 100
Beth/Detroit Rock City,KISS,1976-12-25,1976-12-31,41,Billboard Hot 100
What Can I Say,Boz Scaggs,1976-12-25,1976-12-31,42,Billboard Hot 100
Free Bird,Lynyrd Skynyrd,1976-12-25,1976-12-31,43,Billboard Hot 100
Flight '76,The Walter Murphy Band,1976-12-25,1976-12-31,44,Billboard Hot 100
Hello Old Friend,Eric Clapton,1976-12-25,1976-12-31,45,Billboard Hot 100
Someone To Lay Down Beside Me,Linda Ronstadt,1976-12-25,1976-12-31,46,Billboard Hot 100
I Like To Do It,KC And The Sunshine Band,1976-12-25,1976-12-31,47,Billboard Hot 100
Disco Duck (Part I),Rick Dees & His Cast Of Idiots,1976-12-25,1976-12-31,48,Billboard Hot 100
It Keeps You Runnin',The Doobie Brothers,1976-12-25,1976-12-31,49,Billboard Hot 100
Do It To My Mind,Johnny Bristol,1976-12-25,1976-12-31,50,Billboard Hot 100
"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1976-12-25,1976-12-31,51,Billboard Hot 100
Fly Like An Eagle,Steve Miller,1976-12-25,1976-12-31,52,Billboard Hot 100
Living Next Door To Alice,Smokie,1976-12-25,1976-12-31,53,Billboard Hot 100
"9,999,999 Tears",Dickey Lee,1976-12-25,1976-12-31,54,Billboard Hot 100
If Not You,Dr. Hook,1976-12-25,1976-12-31,55,Billboard Hot 100
Yesterday's Hero,Bay City Rollers,1976-12-25,1976-12-31,56,Billboard Hot 100
Just To Be Close To You,Commodores,1976-12-25,1976-12-31,57,Billboard Hot 100
Don't Take Away The Music,Tavares,1976-12-25,1976-12-31,58,Billboard Hot 100
Night Moves,Bob Seger,1976-12-25,1976-12-31,59,Billboard Hot 100
You've Got Me Runnin',Gene Cotton,1976-12-25,1976-12-31,60,Billboard Hot 100
Baby Boy,Mary Kay Place As Loretta Haggers,1976-12-25,1976-12-31,61,Billboard Hot 100
Hard Luck Woman,KISS,1976-12-25,1976-12-31,62,Billboard Hot 100
Slow Dancing,Funky Kings,1976-12-25,1976-12-31,63,Billboard Hot 100
St. Charles,Jefferson Starship,1976-12-25,1976-12-31,64,Billboard Hot 100
"Man Smart, Woman Smarter",Robert Palmer,1976-12-25,1976-12-31,65,Billboard Hot 100
Dancing Queen,ABBA,1976-12-25,1976-12-31,66,Billboard Hot 100
Save It For A Rainy Day,Stephen Bishop,1976-12-25,1976-12-31,67,Billboard Hot 100
The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,1976-12-25,1976-12-31,68,Billboard Hot 100
Do You Feel Like We Do,Peter Frampton,1976-12-25,1976-12-31,69,Billboard Hot 100
Spring Affair/Winter Melody,Donna Summer,1976-12-25,1976-12-31,70,Billboard Hot 100
"Ob-la-di, Ob-la-da",The Beatles,1976-12-25,1976-12-31,71,Billboard Hot 100
Dreamboat Annie,Heart,1976-12-25,1976-12-31,72,Billboard Hot 100
Lucky Man,Starbuck,1976-12-25,1976-12-31,73,Billboard Hot 100
Free,Deniece Williams,1976-12-25,1976-12-31,74,Billboard Hot 100
Don't Leave Me This Way,Thelma Houston,1976-12-25,1976-12-31,75,Billboard Hot 100
Happier,Paul Anka,1976-12-25,1976-12-31,76,Billboard Hot 100
Open Sesame - Part 1,Kool & The Gang,1976-12-25,1976-12-31,77,Billboard Hot 100
Every Face Tells A Story,Olivia Newton-John,1976-12-25,1976-12-31,78,Billboard Hot 100
"Baby, You Look Good To Me Tonight",John Denver,1976-12-25,1976-12-31,79,Billboard Hot 100
I Can't Ask For Anymore Than You,Cliff Richard,1976-12-25,1976-12-31,80,Billboard Hot 100
If You Leave Me Now,Chicago,1976-12-25,1976-12-31,81,Billboard Hot 100
Moody Blue/she Thinks I Still Care,Elvis Presley,1976-12-25,1976-12-31,82,Billboard Hot 100
Caledonia,Robin Trower,1976-12-25,1976-12-31,83,Billboard Hot 100
Year Of The Cat,Al Stewart,1976-12-25,1976-12-31,84,Billboard Hot 100
You're My Driving Wheel,The Supremes,1976-12-25,1976-12-31,85,Billboard Hot 100
Heart On My Sleeve,Bryan Ferry,1976-12-25,1976-12-31,86,Billboard Hot 100
Carry On Wayward Son,Kansas,1976-12-25,1976-12-31,87,Billboard Hot 100
When Love Is New,Arthur Prysock,1976-12-25,1976-12-31,88,Billboard Hot 100
C.b. Savage,Rod Hart,1976-12-25,1976-12-31,89,Billboard Hot 100
Ha Cha Cha (funktion),Brass Construction,1976-12-25,1976-12-31,90,Billboard Hot 100
White Bird,David Laflamme,1976-12-25,1976-12-31,91,Billboard Hot 100
It's A Long Way There,Little River Band,1976-12-25,1976-12-31,92,Billboard Hot 100
Prisoner (Captured By Your Eyes),L.A. Jets,1976-12-25,1976-12-31,93,Billboard Hot 100
Love Bug,Bumble Bee Unlimited,1976-12-25,1976-12-31,94,Billboard Hot 100
Feelings,Walter Jackson,1976-12-25,1976-12-31,95,Billboard Hot 100
Hey Baby,J.J. Cale,1976-12-25,1976-12-31,96,Billboard Hot 100
Spend Some Time,Elvin Bishop Featuring Mickey Thomas,1976-12-25,1976-12-31,97,Billboard Hot 100
(She's Just A) Fallen Angel,Starz,1976-12-25,1976-12-31,98,Billboard Hot 100
"Baby, I'll Give It To You",Seals & Crofts,1976-12-25,1976-12-31,99,Billboard Hot 100
The Best Disco In Town,The Ritchie Family,1976-12-25,1976-12-31,100,Billboard Hot 100
