song,artist,start_date,end_date,rank,ranking_list
Maniac,Michael Sembello,1983-09-17,1983-09-23,1,Billboard Hot 100
Tell Her About It,Billy Joel,1983-09-17,1983-09-23,2,Billboard Hot 100
The Safety Dance,Men Without Hats,1983-09-17,1983-09-23,3,Billboard Hot 100
Total Eclipse Of The Heart,Bonnie Tyler,1983-09-17,1983-09-23,4,Billboard Hot 100
Sweet Dreams (Are Made Of This),Eurythmics,1983-09-17,1983-09-23,5,Billboard Hot 100
Every Breath You Take,The Police,1983-09-17,1983-09-23,6,Billboard Hot 100
Human Nature,Michael Jackson,1983-09-17,1983-09-23,7,Billboard Hot 100
Puttin' On The Ritz,Taco,1983-09-17,1983-09-23,8,Billboard Hot 100
Making Love Out Of Nothing At All,Air Supply,1983-09-17,1983-09-23,9,Billboard Hot 100
Don't Cry,Asia,1983-09-17,1983-09-23,10,Billboard Hot 100
She Works Hard For The Money,Donna Summer,1983-09-17,1983-09-23,11,Billboard Hot 100
(she's) Sexy + 17,Stray Cats,1983-09-17,1983-09-23,12,Billboard Hot 100
Lawyers In Love,Jackson Browne,1983-09-17,1983-09-23,13,Billboard Hot 100
Far From Over,Frank Stallone,1983-09-17,1983-09-23,14,Billboard Hot 100
"Promises, Promises",Naked Eyes,1983-09-17,1983-09-23,15,Billboard Hot 100
King Of Pain,The Police,1983-09-17,1983-09-23,16,Billboard Hot 100
True,Spandau Ballet,1983-09-17,1983-09-23,17,Billboard Hot 100
I'll Tumble 4 Ya,Culture Club,1983-09-17,1983-09-23,18,Billboard Hot 100
How Am I Supposed To Live Without You,Laura Branigan,1983-09-17,1983-09-23,19,Billboard Hot 100
(Keep Feeling) Fascination,The Human League,1983-09-17,1983-09-23,20,Billboard Hot 100
Human Touch,Rick Springfield,1983-09-17,1983-09-23,21,Billboard Hot 100
It's A Mistake,Men At Work,1983-09-17,1983-09-23,22,Billboard Hot 100
Dead Giveaway,Shalamar,1983-09-17,1983-09-23,23,Billboard Hot 100
China Girl,David Bowie,1983-09-17,1983-09-23,24,Billboard Hot 100
Don't You Get So Mad,Jeffrey Osborne,1983-09-17,1983-09-23,25,Billboard Hot 100
Islands In The Stream,Kenny Rogers Duet With Dolly Parton,1983-09-17,1983-09-23,26,Billboard Hot 100
Kiss The Bride,Elton John,1983-09-17,1983-09-23,27,Billboard Hot 100
Burning Down The House,Talking Heads,1983-09-17,1983-09-23,28,Billboard Hot 100
One Thing Leads To Another,The Fixx,1983-09-17,1983-09-23,29,Billboard Hot 100
Telefone (long Distance Love Affair),Sheena Easton,1983-09-17,1983-09-23,30,Billboard Hot 100
Tell Her No,Juice Newton,1983-09-17,1983-09-23,31,Billboard Hot 100
Big Log,Robert Plant,1983-09-17,1983-09-23,32,Billboard Hot 100
Lady Love Me (One More Time),George Benson,1983-09-17,1983-09-23,33,Billboard Hot 100
"Tonight, I Celebrate My Love",Peabo Bryson/Roberta Flack,1983-09-17,1983-09-23,34,Billboard Hot 100
Stand Back,Stevie Nicks,1983-09-17,1983-09-23,35,Billboard Hot 100
Don't Forget To Dance,The Kinks,1983-09-17,1983-09-23,36,Billboard Hot 100
Delirious,Prince,1983-09-17,1983-09-23,37,Billboard Hot 100
It Must Be Love,Madness,1983-09-17,1983-09-23,38,Billboard Hot 100
Sitting At The Wheel,The Moody Blues,1983-09-17,1983-09-23,39,Billboard Hot 100
Suddenly Last Summer,The Motels,1983-09-17,1983-09-23,40,Billboard Hot 100
Cold Blooded,Rick James,1983-09-17,1983-09-23,41,Billboard Hot 100
You're Driving Me Out Of My Mind,Little River Band,1983-09-17,1983-09-23,42,Billboard Hot 100
