song,artist,start_date,end_date,rank,ranking_list
"Oh, Pretty Woman",Roy Orbison And The Candy Men,1964-10-10,1964-10-16,1,Billboard Hot 100
Do Wah Diddy Diddy,Manfred Mann,1964-10-10,1964-10-16,2,Billboard Hot 100
Dancing In The Street,Martha & The Vandellas,1964-10-10,1964-10-16,3,Billboard Hot 100
Bread And Butter,The Newbeats,1964-10-10,1964-10-16,4,Billboard Hot 100
Remember (Walkin' in the Sand),The Shangri-Las,1964-10-10,1964-10-16,5,Billboard Hot 100
We'll Sing In The Sunshine,Gale Garnett,1964-10-10,1964-10-16,6,Billboard Hot 100
It Hurts To Be In Love,Gene Pitney,1964-10-10,1964-10-16,7,Billboard Hot 100
G.T.O.,Ronny And The Daytonas,1964-10-10,1964-10-16,8,Billboard Hot 100
Last Kiss,J. Frank Wilson and The Cavaliers,1964-10-10,1964-10-16,9,Billboard Hot 100
A Summer Song,Chad & Jeremy,1964-10-10,1964-10-16,10,Billboard Hot 100
When I Grow Up (To Be A Man),The Beach Boys,1964-10-10,1964-10-16,11,Billboard Hot 100
Baby I Need Your Loving,Four Tops,1964-10-10,1964-10-16,12,Billboard Hot 100
Funny (How Time Slips Away),Joe Hinton,1964-10-10,1964-10-16,13,Billboard Hot 100
Let It Be Me,Betty Everett & Jerry Butler,1964-10-10,1964-10-16,14,Billboard Hot 100
I'm On The Outside (Looking In),Little Anthony And The Imperials,1964-10-10,1964-10-16,15,Billboard Hot 100
Haunted House,Jumpin' Gene Simmons,1964-10-10,1964-10-16,16,Billboard Hot 100
You Must Believe Me,The Impressions,1964-10-10,1964-10-16,17,Billboard Hot 100
Matchbox,The Beatles,1964-10-10,1964-10-16,18,Billboard Hot 100
House Of The Rising Sun,The Animals,1964-10-10,1964-10-16,19,Billboard Hot 100
Save It For Me,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1964-10-10,1964-10-16,20,Billboard Hot 100
Little Honda,The Hondells,1964-10-10,1964-10-16,21,Billboard Hot 100
Chug-A-Lug,Roger Miller,1964-10-10,1964-10-16,22,Billboard Hot 100
From A Window,Billy J. Kramer With The Dakotas,1964-10-10,1964-10-16,23,Billboard Hot 100
Rhythm,Major Lance,1964-10-10,1964-10-16,24,Billboard Hot 100
Slow Down,The Beatles,1964-10-10,1964-10-16,25,Billboard Hot 100
Baby Love,The Supremes,1964-10-10,1964-10-16,26,Billboard Hot 100
Girl (Why You Wanna Make Me Blue),The Temptations,1964-10-10,1964-10-16,27,Billboard Hot 100
Out Of Sight,James Brown And His Orchestra,1964-10-10,1964-10-16,28,Billboard Hot 100
Have I The Right?,The Honeycombs,1964-10-10,1964-10-16,29,Billboard Hot 100
