song,artist,start_date,end_date,rank,ranking_list
He's So Fine,The Chiffons,1963-04-20,1963-04-26,1,Billboard Hot 100
Can't Get Used To Losing You,Andy Williams,1963-04-20,1963-04-26,2,Billboard Hot 100
I Will Follow Him,Little Peggy March,1963-04-20,1963-04-26,3,Billboard Hot 100
Puff (The Magic Dragon),"Peter, Paul & Mary",1963-04-20,1963-04-26,4,Billboard Hot 100
Baby Workout,Jackie Wilson,1963-04-20,1963-04-26,5,Billboard Hot 100
Young Lovers,Paul and Paula,1963-04-20,1963-04-26,6,Billboard Hot 100
South Street,The Orlons,1963-04-20,1963-04-26,7,Billboard Hot 100
Don't Say Nothin' Bad (About My Baby),The Cookies,1963-04-20,1963-04-26,8,Billboard Hot 100
Pipeline,Chantay's,1963-04-20,1963-04-26,9,Billboard Hot 100
Do The Bird,Dee Dee Sharp,1963-04-20,1963-04-26,10,Billboard Hot 100
The End Of The World,Skeeter Davis,1963-04-20,1963-04-26,11,Billboard Hot 100
On Broadway,The Drifters,1963-04-20,1963-04-26,12,Billboard Hot 100
Our Day Will Come,Ruby And The Romantics,1963-04-20,1963-04-26,13,Billboard Hot 100
Watermelon Man,Mongo Santamaria Band,1963-04-20,1963-04-26,14,Billboard Hot 100
Twenty Miles,Chubby Checker,1963-04-20,1963-04-26,15,Billboard Hot 100
Mecca,Gene Pitney,1963-04-20,1963-04-26,16,Billboard Hot 100
Follow The Boys,Connie Francis,1963-04-20,1963-04-26,17,Billboard Hot 100
In Dreams,Roy Orbison,1963-04-20,1963-04-26,18,Billboard Hot 100
Mr. Bass Man,Johnny Cymbal,1963-04-20,1963-04-26,19,Billboard Hot 100
Young And In Love,Dick and DeeDee,1963-04-20,1963-04-26,20,Billboard Hot 100
Sandy,Dion,1963-04-20,1963-04-26,21,Billboard Hot 100
Over The Mountain (Across The Sea),Bobby Vinton,1963-04-20,1963-04-26,22,Billboard Hot 100
Surfin' U.S.A.,The Beach Boys,1963-04-20,1963-04-26,23,Billboard Hot 100
Out Of My Mind,Johnny Tillotson,1963-04-20,1963-04-26,24,Billboard Hot 100
Charms,Bobby Vee,1963-04-20,1963-04-26,25,Billboard Hot 100
"Don't Be Afraid, Little Darlin'",Steve Lawrence,1963-04-20,1963-04-26,26,Billboard Hot 100
Our Winter Love,Bill Pursell,1963-04-20,1963-04-26,27,Billboard Hot 100
I Got What I Wanted,Brook Benton,1963-04-20,1963-04-26,28,Billboard Hot 100
Foolish Little Girl,The Shirelles,1963-04-20,1963-04-26,29,Billboard Hot 100
I Wanna Be Around,Tony Bennett,1963-04-20,1963-04-26,30,Billboard Hot 100
Reverend Mr. Black,The Kingston Trio,1963-04-20,1963-04-26,31,Billboard Hot 100
