song,artist,start_date,end_date,rank,ranking_list
Downtown,Petula Clark,1965-01-23,1965-01-29,1,Billboard Hot 100
You've Lost That Lovin' Feelin',The Righteous Brothers,1965-01-23,1965-01-29,2,Billboard Hot 100
Love Potion Number Nine,The Searchers,1965-01-23,1965-01-29,3,Billboard Hot 100
I Feel Fine,The Beatles,1965-01-23,1965-01-29,4,Billboard Hot 100
Come See About Me,The Supremes,1965-01-23,1965-01-29,5,Billboard Hot 100
The Name Game,Shirley Ellis,1965-01-23,1965-01-29,6,Billboard Hot 100
Mr. Lonely,Bobby Vinton,1965-01-23,1965-01-29,7,Billboard Hot 100
The Jerk,The Larks,1965-01-23,1965-01-29,8,Billboard Hot 100
How Sweet It Is To Be Loved By You,Marvin Gaye,1965-01-23,1965-01-29,9,Billboard Hot 100
Keep Searchin' (We'll Follow The Sun),Del Shannon,1965-01-23,1965-01-29,10,Billboard Hot 100
Hold What You've Got,Joe Tex,1965-01-23,1965-01-29,11,Billboard Hot 100
Goin' Out Of My Head,Little Anthony And The Imperials,1965-01-23,1965-01-29,12,Billboard Hot 100
Thou Shalt Not Steal,Dick and DeeDee,1965-01-23,1965-01-29,13,Billboard Hot 100
She's A Woman,The Beatles,1965-01-23,1965-01-29,14,Billboard Hot 100
Willow Weep For Me,Chad & Jeremy,1965-01-23,1965-01-29,15,Billboard Hot 100
I'll Be There,Gerry And The Pacemakers,1965-01-23,1965-01-29,16,Billboard Hot 100
Amen,The Impressions,1965-01-23,1965-01-29,17,Billboard Hot 100
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,1965-01-23,1965-01-29,18,Billboard Hot 100
All Day And All Of The Night,The Kinks,1965-01-23,1965-01-29,19,Billboard Hot 100
Any Way You Want It,The Dave Clark Five,1965-01-23,1965-01-29,20,Billboard Hot 100
Sha La La,Manfred Mann,1965-01-23,1965-01-29,21,Billboard Hot 100
Don't Forget I Still Love You,Bobbi Martin,1965-01-23,1965-01-29,22,Billboard Hot 100
Give Him A Great Big Kiss,The Shangri-Las,1965-01-23,1965-01-29,23,Billboard Hot 100
Dear Heart,Andy Williams,1965-01-23,1965-01-29,24,Billboard Hot 100
The Wedding,Julie Rogers,1965-01-23,1965-01-29,25,Billboard Hot 100
You're Nobody Till Somebody Loves You,Dean Martin,1965-01-23,1965-01-29,26,Billboard Hot 100
Shake,Sam Cooke,1965-01-23,1965-01-29,27,Billboard Hot 100
"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,1965-01-23,1965-01-29,28,Billboard Hot 100
Too Many Fish In The Sea,The Marvelettes,1965-01-23,1965-01-29,29,Billboard Hot 100
She's Not There,The Zombies,1965-01-23,1965-01-29,30,Billboard Hot 100
Dear Heart,Jack Jones,1965-01-23,1965-01-29,31,Billboard Hot 100
Walk Away,Matt Monro,1965-01-23,1965-01-29,32,Billboard Hot 100
I Go To Pieces,Peter And Gordon,1965-01-23,1965-01-29,33,Billboard Hot 100
This Diamond Ring,Gary Lewis And The Playboys,1965-01-23,1965-01-29,34,Billboard Hot 100
Hawaii Tattoo,The Waikikis,1965-01-23,1965-01-29,35,Billboard Hot 100
Look Of Love,Lesley Gore,1965-01-23,1965-01-29,36,Billboard Hot 100
As Tears Go By,Marianne Faithfull,1965-01-23,1965-01-29,37,Billboard Hot 100
"The ""In"" Crowd",Dobie Gray,1965-01-23,1965-01-29,38,Billboard Hot 100
Have You Looked Into Your Heart,Jerry Vale,1965-01-23,1965-01-29,39,Billboard Hot 100
Leader Of The Laundromat,The Detergents,1965-01-23,1965-01-29,40,Billboard Hot 100
My Girl,The Temptations,1965-01-23,1965-01-29,41,Billboard Hot 100
Tell Her No,The Zombies,1965-01-23,1965-01-29,42,Billboard Hot 100
"Laugh, Laugh",The Beau Brummels,1965-01-23,1965-01-29,43,Billboard Hot 100
Use Your Head,Mary Wells,1965-01-23,1965-01-29,44,Billboard Hot 100
No Arms Can Ever Hold You,The Bachelors,1965-01-23,1965-01-29,45,Billboard Hot 100
Somewhere In Your Heart,Frank Sinatra,1965-01-23,1965-01-29,46,Billboard Hot 100
Heart Of Stone,The Rolling Stones,1965-01-23,1965-01-29,47,Billboard Hot 100
I Can't Stop,The Honeycombs,1965-01-23,1965-01-29,48,Billboard Hot 100
Promised Land,Chuck Berry,1965-01-23,1965-01-29,49,Billboard Hot 100
The Jolly Green Giant,The Kingsmen,1965-01-23,1965-01-29,50,Billboard Hot 100
What Now,Gene Chandler,1965-01-23,1965-01-29,51,Billboard Hot 100
Seven Letters,Ben E. King,1965-01-23,1965-01-29,52,Billboard Hot 100
Roses Are Red My Love,"The ""You Know Who"" Group!",1965-01-23,1965-01-29,53,Billboard Hot 100
"Bucket ""T""",Ronny And The Daytonas,1965-01-23,1965-01-29,54,Billboard Hot 100
Can You Jerk Like Me,The Contours,1965-01-23,1965-01-29,55,Billboard Hot 100
Paper Tiger,Sue Thompson,1965-01-23,1965-01-29,56,Billboard Hot 100
Come On Do The Jerk,The Miracles,1965-01-23,1965-01-29,57,Billboard Hot 100
Twine Time,Alvin Cash & The Crawlers,1965-01-23,1965-01-29,58,Billboard Hot 100
Lovin' Place,Gale Garnett,1965-01-23,1965-01-29,59,Billboard Hot 100
Little Bell,The Dixie Cups,1965-01-23,1965-01-29,60,Billboard Hot 100
"Bye, Bye, Baby (Baby, Goodbye)","The 4 Seasons Featuring the ""Sound of Frankie Valli""",1965-01-23,1965-01-29,61,Billboard Hot 100
Makin' Whoopee,Ray Charles,1965-01-23,1965-01-29,62,Billboard Hot 100
Do What You Do Do Well,Ned Miller,1965-01-23,1965-01-29,63,Billboard Hot 100
The 81,Candy & The Kisses,1965-01-23,1965-01-29,64,Billboard Hot 100
He's My Guy,Irma Thomas,1965-01-23,1965-01-29,65,Billboard Hot 100
The Boy From New York City,The Ad Libs,1965-01-23,1965-01-29,66,Billboard Hot 100
Ode To The Little Brown Shack Out Back,Billy Edd Wheeler,1965-01-23,1965-01-29,67,Billboard Hot 100
Thanks A Lot,Brenda Lee,1965-01-23,1965-01-29,68,Billboard Hot 100
Hey-Da-Da-Dow,The Dolphins,1965-01-23,1965-01-29,69,Billboard Hot 100
You'll Always Be The One I Love,Dean Martin,1965-01-23,1965-01-29,70,Billboard Hot 100
I'm Gonna Love You Too,The Hullaballoos,1965-01-23,1965-01-29,71,Billboard Hot 100
"Lovely, Lovely (Loverly, Loverly)",Chubby Checker,1965-01-23,1965-01-29,72,Billboard Hot 100
Voice Your Choice,The Radiants,1965-01-23,1965-01-29,73,Billboard Hot 100
Hello Pretty Girl,Ronnie Dove,1965-01-23,1965-01-29,74,Billboard Hot 100
Lemon Tree,Trini Lopez,1965-01-23,1965-01-29,75,Billboard Hot 100
Whenever A Teenager Cries,Reparata And The Delrons,1965-01-23,1965-01-29,76,Billboard Hot 100
Sometimes I Wonder,Major Lance,1965-01-23,1965-01-29,77,Billboard Hot 100
Blind Man,Bobby Bland,1965-01-23,1965-01-29,78,Billboard Hot 100
Cousin Of Mine,Sam Cooke,1965-01-23,1965-01-29,79,Billboard Hot 100
Break Away (From That Boy),The Newbeats,1965-01-23,1965-01-29,80,Billboard Hot 100
