song,artist,start_date,end_date,rank,ranking_list
Baby Got Back,Sir Mix-A-Lot,1992-07-18,1992-07-24,1,Billboard Hot 100
I'll Be There,Mariah Carey,1992-07-18,1992-07-24,2,Billboard Hot 100
Under The Bridge,Red Hot Chili Peppers,1992-07-18,1992-07-24,3,Billboard Hot 100
Achy Breaky Heart,Billy Ray Cyrus,1992-07-18,1992-07-24,4,Billboard Hot 100
Baby-Baby-Baby,TLC,1992-07-18,1992-07-24,5,Billboard Hot 100
Tennessee,Arrested Development,1992-07-18,1992-07-24,6,Billboard Hot 100
This Used To Be My Playground,Madonna,1992-07-18,1992-07-24,7,Billboard Hot 100
If You Asked Me To,Celine Dion,1992-07-18,1992-07-24,8,Billboard Hot 100
Wishing On A Star,The Cover Girls,1992-07-18,1992-07-24,9,Billboard Hot 100
Just Another Day,Jon Secada,1992-07-18,1992-07-24,10,Billboard Hot 100
Life Is A Highway,Tom Cochrane,1992-07-18,1992-07-24,11,Billboard Hot 100
Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992-07-18,1992-07-24,12,Billboard Hot 100
Too Funky,George Michael,1992-07-18,1992-07-24,13,Billboard Hot 100
The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,1992-07-18,1992-07-24,14,Billboard Hot 100
Jump,Kris Kross,1992-07-18,1992-07-24,15,Billboard Hot 100
Warm It Up,Kris Kross,1992-07-18,1992-07-24,16,Billboard Hot 100
November Rain,Guns N' Roses,1992-07-18,1992-07-24,17,Billboard Hot 100
Come & Talk To Me,Jodeci,1992-07-18,1992-07-24,18,Billboard Hot 100
Friday I'm In Love,The Cure,1992-07-18,1992-07-24,19,Billboard Hot 100
My Lovin' (You're Never Gonna Get It),En Vogue,1992-07-18,1992-07-24,20,Billboard Hot 100
Giving Him Something He Can Feel,En Vogue,1992-07-18,1992-07-24,21,Billboard Hot 100
Keep On Walkin',CeCe Peniston,1992-07-18,1992-07-24,22,Billboard Hot 100
Hold On My Heart,Genesis,1992-07-18,1992-07-24,23,Billboard Hot 100
Slow Motion,Color Me Badd,1992-07-18,1992-07-24,24,Billboard Hot 100
They Want EFX,Das EFX,1992-07-18,1992-07-24,25,Billboard Hot 100
Move This,Technotronic Featuring Ya Kid K,1992-07-18,1992-07-24,26,Billboard Hot 100
Take This Heart,Richard Marx,1992-07-18,1992-07-24,27,Billboard Hot 100
Just For Tonight,Vanessa Williams,1992-07-18,1992-07-24,28,Billboard Hot 100
Good Stuff,The B-52s,1992-07-18,1992-07-24,29,Billboard Hot 100
The One,Elton John,1992-07-18,1992-07-24,30,Billboard Hot 100
Live And Learn,Joe Public,1992-07-18,1992-07-24,31,Billboard Hot 100
I Will Remember You,Amy Grant,1992-07-18,1992-07-24,32,Billboard Hot 100
Do It To Me,Lionel Richie,1992-07-18,1992-07-24,33,Billboard Hot 100
Why,Annie Lennox,1992-07-18,1992-07-24,34,Billboard Hot 100
Jam,Michael Jackson,1992-07-18,1992-07-24,35,Billboard Hot 100
Make Love Like A Man,Def Leppard,1992-07-18,1992-07-24,36,Billboard Hot 100
Save The Best For Last,Vanessa Williams,1992-07-18,1992-07-24,37,Billboard Hot 100
Tears In Heaven,Eric Clapton,1992-07-18,1992-07-24,38,Billboard Hot 100
Honey Love,R. Kelly & Public Announcement,1992-07-18,1992-07-24,39,Billboard Hot 100
Just Take My Heart,Mr. Big,1992-07-18,1992-07-24,40,Billboard Hot 100
You Won't See Me Cry,Wilson Phillips,1992-07-18,1992-07-24,41,Billboard Hot 100
Everybody's Free (To Feel Good),Rozalla,1992-07-18,1992-07-24,42,Billboard Hot 100
All I Want,Toad The Wet Sprocket,1992-07-18,1992-07-24,43,Billboard Hot 100
In The Closet,Michael Jackson,1992-07-18,1992-07-24,44,Billboard Hot 100
"Mr. Loverman (From ""Deep Cover"")",Shabba Ranks,1992-07-18,1992-07-24,45,Billboard Hot 100
"You Remind Me (From ""Strictly Business"")",Mary J. Blige,1992-07-18,1992-07-24,46,Billboard Hot 100
Sometimes I Rhyme Slow,Nice & Smooth,1992-07-18,1992-07-24,47,Billboard Hot 100
Ain't 2 Proud 2 Beg,TLC,1992-07-18,1992-07-24,48,Billboard Hot 100
Jump Around,House Of Pain,1992-07-18,1992-07-24,49,Billboard Hot 100
Stay,Shakespear's Sister,1992-07-18,1992-07-24,50,Billboard Hot 100
One,U2,1992-07-18,1992-07-24,51,Billboard Hot 100
Even Better Than The Real Thing,U2,1992-07-18,1992-07-24,52,Billboard Hot 100
"End Of The Road (From ""Boomerang"")",Boyz II Men,1992-07-18,1992-07-24,53,Billboard Hot 100
Remedy,The Black Crowes,1992-07-18,1992-07-24,54,Billboard Hot 100
