song,artist,start_date,end_date,rank,ranking_list
Freak Me,Silk,1993-05-01,1993-05-07,1,Billboard Hot 100
Informer,Snow,1993-05-01,1993-05-07,2,Billboard Hot 100
"Nuthin' But A ""G"" Thang",Dr. Dre,1993-05-01,1993-05-07,3,Billboard Hot 100
I Have Nothing,Whitney Houston,1993-05-01,1993-05-07,4,Billboard Hot 100
"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight,1993-05-01,1993-05-07,5,Billboard Hot 100
Don't Walk Away,Jade,1993-05-01,1993-05-07,6,Billboard Hot 100
I'm So Into You,SWV,1993-05-01,1993-05-07,7,Billboard Hot 100
Two Princes,Spin Doctors,1993-05-01,1993-05-07,8,Billboard Hot 100
Looking Through Patient Eyes,P.M. Dawn,1993-05-01,1993-05-07,9,Billboard Hot 100
Ditty,Paperboy,1993-05-01,1993-05-07,10,Billboard Hot 100
Cat's In The Cradle,Ugly Kid Joe,1993-05-01,1993-05-07,11,Billboard Hot 100
Comforter,Shai,1993-05-01,1993-05-07,12,Billboard Hot 100
Hip Hop Hooray,Naughty By Nature,1993-05-01,1993-05-07,13,Billboard Hot 100
That's The Way Love Goes,Janet Jackson,1993-05-01,1993-05-07,14,Billboard Hot 100
It Was A Good Day,Ice Cube,1993-05-01,1993-05-07,15,Billboard Hot 100
"The Crying Game (From ""The Crying Game"")",Boy George,1993-05-01,1993-05-07,16,Billboard Hot 100
If I Ever Lose My Faith In You,Sting,1993-05-01,1993-05-07,17,Billboard Hot 100
Who Is It,Michael Jackson,1993-05-01,1993-05-07,18,Billboard Hot 100
Angel,Jon Secada,1993-05-01,1993-05-07,19,Billboard Hot 100
Nothin' My Love Can't Fix,Joey Lawrence,1993-05-01,1993-05-07,20,Billboard Hot 100
Down With The King,Run-D.M.C.,1993-05-01,1993-05-07,21,Billboard Hot 100
Bed Of Roses,Bon Jovi,1993-05-01,1993-05-07,22,Billboard Hot 100
"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,1993-05-01,1993-05-07,23,Billboard Hot 100
Mr. Wendal,Arrested Development,1993-05-01,1993-05-07,24,Billboard Hot 100
I Got A Man,Positive K,1993-05-01,1993-05-07,25,Billboard Hot 100
Ordinary World,Duran Duran,1993-05-01,1993-05-07,26,Billboard Hot 100
That's What Love Can Do,Boy Krazy,1993-05-01,1993-05-07,27,Billboard Hot 100
Knockin' Da Boots,H-Town,1993-05-01,1993-05-07,28,Billboard Hot 100
Livin' On The Edge,Aerosmith,1993-05-01,1993-05-07,29,Billboard Hot 100
"The Right Kind Of Love (From ""Beverly Hills, 90210"")",Jeremy Jordan,1993-05-01,1993-05-07,30,Billboard Hot 100
Connected,Stereo MC's,1993-05-01,1993-05-07,31,Billboard Hot 100
A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,1993-05-01,1993-05-07,32,Billboard Hot 100
Forever In Love,Kenny G,1993-05-01,1993-05-07,33,Billboard Hot 100
Simple Life,Elton John,1993-05-01,1993-05-07,34,Billboard Hot 100
Three Little Pigs,Green Jelly,1993-05-01,1993-05-07,35,Billboard Hot 100
Love U More,Sunscreem,1993-05-01,1993-05-07,36,Billboard Hot 100
Dedicated,R. Kelly & Public Announcement,1993-05-01,1993-05-07,37,Billboard Hot 100
So Alone,Men At Large,1993-05-01,1993-05-07,38,Billboard Hot 100
Dazzey Duks,Duice,1993-05-01,1993-05-07,39,Billboard Hot 100
Show Me Love,Robin S.,1993-05-01,1993-05-07,40,Billboard Hot 100
I Will Always Love You,Whitney Houston,1993-05-01,1993-05-07,41,Billboard Hot 100
Come Undone,Duran Duran,1993-05-01,1993-05-07,42,Billboard Hot 100
Buddy X,Neneh Cherry,1993-05-01,1993-05-07,43,Billboard Hot 100
Love Don't Love You,En Vogue,1993-05-01,1993-05-07,44,Billboard Hot 100
The Morning Papers,Prince And The New Power Generation,1993-05-01,1993-05-07,45,Billboard Hot 100
Weak,SWV,1993-05-01,1993-05-07,46,Billboard Hot 100
7,Prince And The New Power Generation,1993-05-01,1993-05-07,47,Billboard Hot 100
Sweet Thing,Mary J. Blige,1993-05-01,1993-05-07,48,Billboard Hot 100
Tell Me What You Dream,Restless Heart Featuring Warren Hill,1993-05-01,1993-05-07,49,Billboard Hot 100
Rhythm Is A Dancer,Snap!,1993-05-01,1993-05-07,50,Billboard Hot 100
I'm Gonna Get You,Bizarre Inc,1993-05-01,1993-05-07,51,Billboard Hot 100
Rebirth Of Slick (Cool Like Dat),Digable Planets,1993-05-01,1993-05-07,52,Billboard Hot 100
Supermodel (You Better Work),RuPaul,1993-05-01,1993-05-07,53,Billboard Hot 100
I'll Never Get Over You (Getting Over Me),Expose,1993-05-01,1993-05-07,54,Billboard Hot 100
"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,1993-05-01,1993-05-07,55,Billboard Hot 100
I Feel You,Depeche Mode,1993-05-01,1993-05-07,56,Billboard Hot 100
Man On The Moon,R.E.M.,1993-05-01,1993-05-07,57,Billboard Hot 100
Tap The Bottle,Young Black Teenagers,1993-05-01,1993-05-07,58,Billboard Hot 100
Romeo,Dolly Parton & Friends,1993-05-01,1993-05-07,59,Billboard Hot 100
What You Won't Do For Love,Go West,1993-05-01,1993-05-07,60,Billboard Hot 100
Come In Out Of The Rain,Wendy Moten,1993-05-01,1993-05-07,61,Billboard Hot 100
Tonight,Def Leppard,1993-05-01,1993-05-07,62,Billboard Hot 100
Touch My Light,Big Mountain,1993-05-01,1993-05-07,63,Billboard Hot 100
I See Your Smile,Gloria Estefan,1993-05-01,1993-05-07,64,Billboard Hot 100
How I'm Comin',LL Cool J,1993-05-01,1993-05-07,65,Billboard Hot 100
"Let's Go Through The Motions (From ""Who's The Man?"")",Jodeci,1993-05-01,1993-05-07,66,Billboard Hot 100
Sleeping Satellite,Tasmin Archer,1993-05-01,1993-05-07,67,Billboard Hot 100
If I Could,Regina Belle,1993-05-01,1993-05-07,68,Billboard Hot 100
Typical Reasons (Swing My Way),Prince Markie Dee And The Soul Convention,1993-05-01,1993-05-07,69,Billboard Hot 100
Hat 2 Da Back,TLC,1993-05-01,1993-05-07,70,Billboard Hot 100
