song,artist,start_date,end_date,rank,ranking_list
Wake Me Up Before You Go-Go,Wham!,1984-11-17,1984-11-23,1,Billboard Hot 100
Purple Rain,Prince And The Revolution,1984-11-17,1984-11-23,2,Billboard Hot 100
Caribbean Queen (No More Love On The Run),Billy Ocean,1984-11-17,1984-11-23,3,Billboard Hot 100
I Feel For You,Chaka Khan,1984-11-17,1984-11-23,4,Billboard Hot 100
I Just Called To Say I Love You,Stevie Wonder,1984-11-17,1984-11-23,5,Billboard Hot 100
Out Of Touch,Daryl Hall John Oates,1984-11-17,1984-11-23,6,Billboard Hot 100
Better Be Good To Me,Tina Turner,1984-11-17,1984-11-23,7,Billboard Hot 100
Strut,Sheena Easton,1984-11-17,1984-11-23,8,Billboard Hot 100
All Through The Night,Cyndi Lauper,1984-11-17,1984-11-23,9,Billboard Hot 100
Penny Lover,Lionel Richie,1984-11-17,1984-11-23,10,Billboard Hot 100
Blue Jean,David Bowie,1984-11-17,1984-11-23,11,Billboard Hot 100
Desert Moon,Dennis DeYoung,1984-11-17,1984-11-23,12,Billboard Hot 100
Hard Habit To Break,Chicago,1984-11-17,1984-11-23,13,Billboard Hot 100
No More Lonely Nights,Paul McCartney,1984-11-17,1984-11-23,14,Billboard Hot 100
What About Me?,Kenny Rogers With Kim Carnes & James Ingram,1984-11-17,1984-11-23,15,Billboard Hot 100
Cool It Now,New Edition,1984-11-17,1984-11-23,16,Billboard Hot 100
The War Song,Culture Club,1984-11-17,1984-11-23,17,Billboard Hot 100
Sea Of Love,The Honeydrippers,1984-11-17,1984-11-23,18,Billboard Hot 100
The Wild Boys,Duran Duran,1984-11-17,1984-11-23,19,Billboard Hot 100
I Can't Hold Back,Survivor,1984-11-17,1984-11-23,20,Billboard Hot 100
On The Dark Side,John Cafferty & The Beaver Brown Band,1984-11-17,1984-11-23,21,Billboard Hot 100
It Ain't Enough,Corey Hart,1984-11-17,1984-11-23,22,Billboard Hot 100
Walking On A Thin Line,Huey Lewis & The News,1984-11-17,1984-11-23,23,Billboard Hot 100
I'm So Excited,The Pointer Sisters,1984-11-17,1984-11-23,24,Billboard Hot 100
We Belong,Pat Benatar,1984-11-17,1984-11-23,25,Billboard Hot 100
Some Guys Have All The Luck,Rod Stewart,1984-11-17,1984-11-23,26,Billboard Hot 100
I Can't Drive 55,Sammy Hagar,1984-11-17,1984-11-23,27,Billboard Hot 100
Teacher Teacher,38 Special,1984-11-17,1984-11-23,28,Billboard Hot 100
Valotte,Julian Lennon,1984-11-17,1984-11-23,29,Billboard Hot 100
Lucky Star,Madonna,1984-11-17,1984-11-23,30,Billboard Hot 100
Hello Again,The Cars,1984-11-17,1984-11-23,31,Billboard Hot 100
Do What You Do,Jermaine Jackson,1984-11-17,1984-11-23,32,Billboard Hot 100
Girls With Guns,Tommy Shaw,1984-11-17,1984-11-23,33,Billboard Hot 100
We Are The Young,Dan Hartman,1984-11-17,1984-11-23,34,Billboard Hot 100
Who Wears These Shoes?,Elton John,1984-11-17,1984-11-23,35,Billboard Hot 100
Sugar Don't Bite,Sam Harris,1984-11-17,1984-11-23,36,Billboard Hot 100
I Do'wanna Know,REO Speedwagon,1984-11-17,1984-11-23,37,Billboard Hot 100
Tears,John Waite,1984-11-17,1984-11-23,38,Billboard Hot 100
I Need You Tonight,Peter Wolf,1984-11-17,1984-11-23,39,Billboard Hot 100
Centipede,Rebbie Jackson,1984-11-17,1984-11-23,40,Billboard Hot 100
Stranger In Town,Toto,1984-11-17,1984-11-23,41,Billboard Hot 100
Born In The USA,Bruce Springsteen,1984-11-17,1984-11-23,42,Billboard Hot 100
Run To You,Bryan Adams,1984-11-17,1984-11-23,43,Billboard Hot 100
Hands Tied,Scandal Featuring Patty Smyth,1984-11-17,1984-11-23,44,Billboard Hot 100
Understanding,Bob Seger,1984-11-17,1984-11-23,45,Billboard Hot 100
All I Need,Jack Wagner,1984-11-17,1984-11-23,46,Billboard Hot 100
Body,The Jacksons,1984-11-17,1984-11-23,47,Billboard Hot 100
Like A Virgin,Madonna,1984-11-17,1984-11-23,48,Billboard Hot 100
Heaven's On fire,KISS,1984-11-17,1984-11-23,49,Billboard Hot 100
(Pride) In The Name Of Love,U2,1984-11-17,1984-11-23,50,Billboard Hot 100
Swept Away,Diana Ross,1984-11-17,1984-11-23,51,Billboard Hot 100
The Belle Of St. Mark,Sheila E.,1984-11-17,1984-11-23,52,Billboard Hot 100
The Boys Of Summer,Don Henley,1984-11-17,1984-11-23,53,Billboard Hot 100
Don't Stop,Jeffrey Osborne,1984-11-17,1984-11-23,54,Billboard Hot 100
Two Tribes,Frankie Goes To Hollywood,1984-11-17,1984-11-23,55,Billboard Hot 100
Had A Dream (Sleeping With The Enemy),Roger Hodgson,1984-11-17,1984-11-23,56,Billboard Hot 100
