song,artist,start_date,end_date,rank,ranking_list
How Am I Supposed To Live Without You,Michael Bolton,1990-01-20,1990-01-26,1,Billboard Hot 100
Pump Up The Jam,Technotronic Featuring Felly,1990-01-20,1990-01-26,2,Billboard Hot 100
Another Day In Paradise,Phil Collins,1990-01-20,1990-01-26,3,Billboard Hot 100
Everything,Jody Watley,1990-01-20,1990-01-26,4,Billboard Hot 100
Downtown Train,Rod Stewart,1990-01-20,1990-01-26,5,Billboard Hot 100
Rhythm Nation,Janet Jackson,1990-01-20,1990-01-26,6,Billboard Hot 100
Just Between You And Me,Lou Gramm,1990-01-20,1990-01-26,7,Billboard Hot 100
Free Fallin',Tom Petty,1990-01-20,1990-01-26,8,Billboard Hot 100
Two To Make It Right,Seduction,1990-01-20,1990-01-26,9,Billboard Hot 100
Love Song,Tesla,1990-01-20,1990-01-26,10,Billboard Hot 100
When The Night Comes,Joe Cocker,1990-01-20,1990-01-26,11,Billboard Hot 100
I Remember You,Skid Row,1990-01-20,1990-01-26,12,Billboard Hot 100
Swing The Mood,Jive Bunny & The Mastermixers,1990-01-20,1990-01-26,13,Billboard Hot 100
Janie's Got A Gun,Aerosmith,1990-01-20,1990-01-26,14,Billboard Hot 100
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),1990-01-20,1990-01-26,15,Billboard Hot 100
Opposites Attract,Paula Abdul (Duet With The Wild Pair),1990-01-20,1990-01-26,16,Billboard Hot 100
This One's For The Children,New Kids On The Block,1990-01-20,1990-01-26,17,Billboard Hot 100
Peace In Our Time,Eddie Money,1990-01-20,1990-01-26,18,Billboard Hot 100
Just Like Jesse James,Cher,1990-01-20,1990-01-26,19,Billboard Hot 100
I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,1990-01-20,1990-01-26,20,Billboard Hot 100
Tender Lover,Babyface,1990-01-20,1990-01-26,21,Billboard Hot 100
With Every Beat Of My Heart,Taylor Dayne,1990-01-20,1990-01-26,22,Billboard Hot 100
What Kind Of Man Would I Be?,Chicago,1990-01-20,1990-01-26,23,Billboard Hot 100
Tell Me Why,Expose,1990-01-20,1990-01-26,24,Billboard Hot 100
Back To Life,Soul II Soul,1990-01-20,1990-01-26,25,Billboard Hot 100
Dangerous,Roxette,1990-01-20,1990-01-26,26,Billboard Hot 100
We Didn't Start The Fire,Billy Joel,1990-01-20,1990-01-26,27,Billboard Hot 100
Kickstart My Heart,Motley Crue,1990-01-20,1990-01-26,28,Billboard Hot 100
Was It Nothing At All,Michael Damian,1990-01-20,1990-01-26,29,Billboard Hot 100
All Or Nothing,Milli Vanilli,1990-01-20,1990-01-26,30,Billboard Hot 100
Here We Are,Gloria Estefan,1990-01-20,1990-01-26,31,Billboard Hot 100
We Can't Go Wrong,The Cover Girls,1990-01-20,1990-01-26,32,Billboard Hot 100
Principal's Office,Young M.C.,1990-01-20,1990-01-26,33,Billboard Hot 100
Blame It On The Rain,Milli Vanilli,1990-01-20,1990-01-26,34,Billboard Hot 100
Price Of Love,Bad English,1990-01-20,1990-01-26,35,Billboard Hot 100
No More Lies,Michel'le,1990-01-20,1990-01-26,36,Billboard Hot 100
Escapade,Janet Jackson,1990-01-20,1990-01-26,37,Billboard Hot 100
Roam,The B-52s,1990-01-20,1990-01-26,38,Billboard Hot 100
Nothin' To Hide,Poco,1990-01-20,1990-01-26,39,Billboard Hot 100
Love Shack,The B-52s,1990-01-20,1990-01-26,40,Billboard Hot 100
I Want You,Shana,1990-01-20,1990-01-26,41,Billboard Hot 100
Woman In Chains,Tears For Fears,1990-01-20,1990-01-26,42,Billboard Hot 100
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,1990-01-20,1990-01-26,43,Billboard Hot 100
Oh Father,Madonna,1990-01-20,1990-01-26,44,Billboard Hot 100
Bust A Move,Young M.C.,1990-01-20,1990-01-26,45,Billboard Hot 100
I Go To Extremes,Billy Joel,1990-01-20,1990-01-26,46,Billboard Hot 100
Living In Sin,Bon Jovi,1990-01-20,1990-01-26,47,Billboard Hot 100
Don't Close Your Eyes,KIX,1990-01-20,1990-01-26,48,Billboard Hot 100
Too Late To Say Goodbye,Richard Marx,1990-01-20,1990-01-26,49,Billboard Hot 100
If You Leave Me Now,Jaya,1990-01-20,1990-01-26,50,Billboard Hot 100
Electric Boogie,Marcia Griffiths,1990-01-20,1990-01-26,51,Billboard Hot 100
Sometimes She Cries,Warrant,1990-01-20,1990-01-26,52,Billboard Hot 100
