song,artist,start_date,end_date,rank,ranking_list
Coming Out Of The Dark,Gloria Estefan,1991-03-30,1991-04-05,1,Billboard Hot 100
One More Try,Timmy T.,1991-03-30,1991-04-05,2,Billboard Hot 100
This House,Tracie Spencer,1991-03-30,1991-04-05,3,Billboard Hot 100
Hold You Tight,Tara Kemp,1991-03-30,1991-04-05,4,Billboard Hot 100
I've Been Thinking About You,Londonbeat,1991-03-30,1991-04-05,5,Billboard Hot 100
Someday,Mariah Carey,1991-03-30,1991-04-05,6,Billboard Hot 100
You're In Love,Wilson Phillips,1991-03-30,1991-04-05,7,Billboard Hot 100
Sadeness Part 1,Enigma,1991-03-30,1991-04-05,8,Billboard Hot 100
Get Here,Oleta Adams,1991-03-30,1991-04-05,9,Billboard Hot 100
Signs,Tesla,1991-03-30,1991-04-05,10,Billboard Hot 100
Iesha,Another Bad Creation,1991-03-30,1991-04-05,11,Billboard Hot 100
I'll Be By Your Side,Stevie B,1991-03-30,1991-04-05,12,Billboard Hot 100
Round And Round,Tevin Campbell,1991-03-30,1991-04-05,13,Billboard Hot 100
Baby Baby,Amy Grant,1991-03-30,1991-04-05,14,Billboard Hot 100
Rico Suave,Gerardo,1991-03-30,1991-04-05,15,Billboard Hot 100
Rescue Me,Madonna,1991-03-30,1991-04-05,16,Billboard Hot 100
Joyride,Roxette,1991-03-30,1991-04-05,17,Billboard Hot 100
Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,1991-03-30,1991-04-05,18,Billboard Hot 100
Cry For Help,Rick Astley,1991-03-30,1991-04-05,19,Billboard Hot 100
The Star Spangled Banner,Whitney Houston,1991-03-30,1991-04-05,20,Billboard Hot 100
All The Man That I Need,Whitney Houston,1991-03-30,1991-04-05,21,Billboard Hot 100
Show Me The Way,Styx,1991-03-30,1991-04-05,22,Billboard Hot 100
Where Does My Heart Beat Now,Celine Dion,1991-03-30,1991-04-05,23,Billboard Hot 100
I Like The Way (The Kissing Game),Hi-Five,1991-03-30,1991-04-05,24,Billboard Hot 100
Around The Way Girl,LL Cool J,1991-03-30,1991-04-05,25,Billboard Hot 100
Touch Me (All Night Long),Cathy Dennis,1991-03-30,1991-04-05,26,Billboard Hot 100
All This Time,Sting,1991-03-30,1991-04-05,27,Billboard Hot 100
"Just The Way It Is, Baby",The Rembrandts,1991-03-30,1991-04-05,28,Billboard Hot 100
I'll Do 4 U,Father M.C.,1991-03-30,1991-04-05,29,Billboard Hot 100
Here We Go,C+C Music Factory/F. Williams,1991-03-30,1991-04-05,30,Billboard Hot 100
How To Dance,Bingo Boys Featuring Princessa,1991-03-30,1991-04-05,31,Billboard Hot 100
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991-03-30,1991-04-05,32,Billboard Hot 100
Waiting For Love,Alias,1991-03-30,1991-04-05,33,Billboard Hot 100
I Touch Myself,Divinyls,1991-03-30,1991-04-05,34,Billboard Hot 100
Rhythm Of My Heart,Rod Stewart,1991-03-30,1991-04-05,35,Billboard Hot 100
Wicked Game,Chris Isaak,1991-03-30,1991-04-05,36,Billboard Hot 100
Something In My Heart,Michel'le,1991-03-30,1991-04-05,37,Billboard Hot 100
Together Forever,Lisette Melendez,1991-03-30,1991-04-05,38,Billboard Hot 100
Written All Over Your Face,The Rude Boys,1991-03-30,1991-04-05,39,Billboard Hot 100
Voices That Care,Voices That Care,1991-03-30,1991-04-05,40,Billboard Hot 100
Easy Come Easy Go,Winger,1991-03-30,1991-04-05,41,Billboard Hot 100
More Than Ever,Nelson,1991-03-30,1991-04-05,42,Billboard Hot 100
