song,artist,start_date,end_date,rank,ranking_list
Shadow Dancing,Andy Gibb,1978-07-22,1978-07-28,1,Billboard Hot 100
Baker Street,Gerry Rafferty,1978-07-22,1978-07-28,2,Billboard Hot 100
Miss You,The Rolling Stones,1978-07-22,1978-07-28,3,Billboard Hot 100
Still The Same,Bob Seger & The Silver Bullet Band,1978-07-22,1978-07-28,4,Billboard Hot 100
Last Dance,Donna Summer,1978-07-22,1978-07-28,5,Billboard Hot 100
Grease,Frankie Valli,1978-07-22,1978-07-28,6,Billboard Hot 100
The Groove Line,Heatwave,1978-07-22,1978-07-28,7,Billboard Hot 100
Use Ta Be My Girl,The O'Jays,1978-07-22,1978-07-28,8,Billboard Hot 100
Take A Chance On Me,ABBA,1978-07-22,1978-07-28,9,Billboard Hot 100
Three Times A Lady,Commodores,1978-07-22,1978-07-28,10,Billboard Hot 100
Love Will Find A Way,Pablo Cruise,1978-07-22,1978-07-28,11,Billboard Hot 100
It's A Heartache,Bonnie Tyler,1978-07-22,1978-07-28,12,Billboard Hot 100
Runaway,Jefferson Starship,1978-07-22,1978-07-28,13,Billboard Hot 100
Hot Blooded,Foreigner,1978-07-22,1978-07-28,14,Billboard Hot 100
Copacabana (at The Copa),Barry Manilow,1978-07-22,1978-07-28,15,Billboard Hot 100
Dance With Me,Peter Brown With Betty Wright,1978-07-22,1978-07-28,16,Billboard Hot 100
Life's Been Good,Joe Walsh,1978-07-22,1978-07-28,17,Billboard Hot 100
My Angel Baby,Toby Beau,1978-07-22,1978-07-28,18,Billboard Hot 100
Bluer Than Blue,Michael Johnson,1978-07-22,1978-07-28,19,Billboard Hot 100
Magnet And Steel,Walter Egan,1978-07-22,1978-07-28,20,Billboard Hot 100
I'm Not Gonna Let It Bother Me Tonight,Atlanta Rhythm Section,1978-07-22,1978-07-28,21,Billboard Hot 100
Thank God It's Friday,Love And Kisses,1978-07-22,1978-07-28,22,Billboard Hot 100
FM (No Static At All),Steely Dan,1978-07-22,1978-07-28,23,Billboard Hot 100
If Ever I See You Again,Roberta Flack,1978-07-22,1978-07-28,24,Billboard Hot 100
Songbird,Barbra Streisand,1978-07-22,1978-07-28,25,Billboard Hot 100
King Tut,Steve Martin And The Toot Uncommons,1978-07-22,1978-07-28,26,Billboard Hot 100
Stay/The Load-Out,Jackson Browne,1978-07-22,1978-07-28,27,Billboard Hot 100
Two Out Of Three Ain't Bad,Meat Loaf,1978-07-22,1978-07-28,28,Billboard Hot 100
Wonderful Tonight,Eric Clapton,1978-07-22,1978-07-28,29,Billboard Hot 100
I've Had Enough,Wings,1978-07-22,1978-07-28,30,Billboard Hot 100
You're The One That I Want,John Travolta & Olivia Newton-John,1978-07-22,1978-07-28,31,Billboard Hot 100
Can We Still Be Friends,Todd Rundgren,1978-07-22,1978-07-28,32,Billboard Hot 100
Prove It All Night,Bruce Springsteen,1978-07-22,1978-07-28,33,Billboard Hot 100
Love Or Something Like It,Kenny Rogers,1978-07-22,1978-07-28,34,Billboard Hot 100
Hopelessly Devoted To You,Olivia Newton-John,1978-07-22,1978-07-28,35,Billboard Hot 100
Boogie Oogie Oogie,A Taste Of Honey,1978-07-22,1978-07-28,36,Billboard Hot 100
Shame,"Evelyn ""Champagne"" King",1978-07-22,1978-07-28,37,Billboard Hot 100
Stuff Like That,Quincy Jones,1978-07-22,1978-07-28,38,Billboard Hot 100
Rivers Of Babylon,Boney M,1978-07-22,1978-07-28,39,Billboard Hot 100
An Everlasting Love,Andy Gibb,1978-07-22,1978-07-28,40,Billboard Hot 100
You're A Part Of Me,Gene Cotton With Kim Carnes,1978-07-22,1978-07-28,41,Billboard Hot 100
