song,artist,start_date,end_date,rank,ranking_list
The Lion Sleeps Tonight,The Tokens,1961-12-18,1961-12-24,1,Billboard Hot 100
Please Mr. Postman,The Marvelettes,1961-12-18,1961-12-24,2,Billboard Hot 100
Run To Him,Bobby Vee,1961-12-18,1961-12-24,3,Billboard Hot 100
The Twist,Chubby Checker,1961-12-18,1961-12-24,4,Billboard Hot 100
Walk On By,Leroy Van Dyke,1961-12-18,1961-12-24,5,Billboard Hot 100
Goodbye Cruel World,James Darren,1961-12-18,1961-12-24,6,Billboard Hot 100
Let There Be Drums,Sandy Nelson,1961-12-18,1961-12-24,7,Billboard Hot 100
"Happy Birthday, Sweet Sixteen",Neil Sedaka,1961-12-18,1961-12-24,8,Billboard Hot 100
Big Bad John,Jimmy Dean,1961-12-18,1961-12-24,9,Billboard Hot 100
Peppermint Twist - Part I,Joey Dee & the Starliters,1961-12-18,1961-12-24,10,Billboard Hot 100
Tonight,Ferrante & Teicher,1961-12-18,1961-12-24,11,Billboard Hot 100
Moon River,Henry Mancini And His Orchestra,1961-12-18,1961-12-24,12,Billboard Hot 100
I Don't Know Why,Linda Scott,1961-12-18,1961-12-24,13,Billboard Hot 100
When I Fall In Love,The Lettermen,1961-12-18,1961-12-24,14,Billboard Hot 100
Moon River,Jerry Butler,1961-12-18,1961-12-24,15,Billboard Hot 100
When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,1961-12-18,1961-12-24,16,Billboard Hot 100
Unchain My Heart,Ray Charles and his Orchestra,1961-12-18,1961-12-24,17,Billboard Hot 100
Can't Help Falling In Love,Elvis Presley With The Jordanaires,1961-12-18,1961-12-24,18,Billboard Hot 100
Fool #1,Brenda Lee,1961-12-18,1961-12-24,19,Billboard Hot 100
Runaround Sue,Dion,1961-12-18,1961-12-24,20,Billboard Hot 100
Gypsy Woman,The Impressions,1961-12-18,1961-12-24,21,Billboard Hot 100
Let's Twist Again,Chubby Checker,1961-12-18,1961-12-24,22,Billboard Hot 100
'Til,The Angels,1961-12-18,1961-12-24,23,Billboard Hot 100
I Understand (Just How You Feel),The G-Clefs,1961-12-18,1961-12-24,24,Billboard Hot 100
Crazy,Patsy Cline,1961-12-18,1961-12-24,25,Billboard Hot 100
There's No Other (Like My Baby),The Crystals,1961-12-18,1961-12-24,26,Billboard Hot 100
Your Ma Said You Cried In Your Sleep Last Night,Kenny Dino,1961-12-18,1961-12-24,27,Billboard Hot 100
Revenge,Brook Benton,1961-12-18,1961-12-24,28,Billboard Hot 100
"Well, I Told You",The Chantels,1961-12-18,1961-12-24,29,Billboard Hot 100
