song,artist,start_date,end_date,rank,ranking_list
Someone You Loved,Lewis Capaldi,2019-11-16,2019-11-22,1,Billboard Hot 100
Circles,Post Malone,2019-11-16,2019-11-22,2,Billboard Hot 100
Senorita,Shawn Mendes & Camila Cabello,2019-11-16,2019-11-22,3,Billboard Hot 100
Truth Hurts,Lizzo,2019-11-16,2019-11-22,4,Billboard Hot 100
Lose You To Love Me,Selena Gomez,2019-11-16,2019-11-22,5,Billboard Hot 100
Good As Hell,Lizzo,2019-11-16,2019-11-22,6,Billboard Hot 100
No Guidance,Chris Brown Featuring Drake,2019-11-16,2019-11-22,7,Billboard Hot 100
Panini,Lil Nas X,2019-11-16,2019-11-22,8,Billboard Hot 100
Memories,Maroon 5,2019-11-16,2019-11-22,9,Billboard Hot 100
"10,000 Hours",Dan + Shay & Justin Bieber,2019-11-16,2019-11-22,10,Billboard Hot 100
Hot,Young Thug Featuring Gunna,2019-11-16,2019-11-22,11,Billboard Hot 100
Bad Guy,Billie Eilish,2019-11-16,2019-11-22,12,Billboard Hot 100
Ran$om,Lil Tecca,2019-11-16,2019-11-22,13,Billboard Hot 100
HIGHEST IN THE ROOM,Travis Scott,2019-11-16,2019-11-22,14,Billboard Hot 100
Beautiful People,Ed Sheeran Featuring Khalid,2019-11-16,2019-11-22,15,Billboard Hot 100
Trampoline,SHAED,2019-11-16,2019-11-22,16,Billboard Hot 100
Bandit,Juice WRLD & YoungBoy Never Broke Again,2019-11-16,2019-11-22,17,Billboard Hot 100
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-11-16,2019-11-22,18,Billboard Hot 100
Only Human,Jonas Brothers,2019-11-16,2019-11-22,19,Billboard Hot 100
I Don't Care,Ed Sheeran & Justin Bieber,2019-11-16,2019-11-22,20,Billboard Hot 100
Goodbyes,Post Malone Featuring Young Thug,2019-11-16,2019-11-22,21,Billboard Hot 100
On Chill,Wale Featuring Jeremih,2019-11-16,2019-11-22,22,Billboard Hot 100
Dance Monkey,Tones And I,2019-11-16,2019-11-22,23,Billboard Hot 100
Talk,Khalid,2019-11-16,2019-11-22,24,Billboard Hot 100
Sucker,Jonas Brothers,2019-11-16,2019-11-22,25,Billboard Hot 100
Ballin',Mustard & Roddy Ricch,2019-11-16,2019-11-22,26,Billboard Hot 100
How Do You Sleep?,Sam Smith,2019-11-16,2019-11-22,27,Billboard Hot 100
One Man Band,Old Dominion,2019-11-16,2019-11-22,28,Billboard Hot 100
Playing Games,Summer Walker,2019-11-16,2019-11-22,29,Billboard Hot 100
Don't Start Now,Dua Lipa,2019-11-16,2019-11-22,30,Billboard Hot 100
Baby,Lil Baby & DaBaby,2019-11-16,2019-11-22,31,Billboard Hot 100
Money In The Grave,Drake Featuring Rick Ross,2019-11-16,2019-11-22,32,Billboard Hot 100
Even Though I'm Leaving,Luke Combs,2019-11-16,2019-11-22,33,Billboard Hot 100
Roxanne,Arizona Zervas,2019-11-16,2019-11-22,34,Billboard Hot 100
223's,YNW Melly & 9lokknine,2019-11-16,2019-11-22,35,Billboard Hot 100
Dancing With A Stranger,Sam Smith & Normani,2019-11-16,2019-11-22,36,Billboard Hot 100
Follow God,Kanye West,2019-11-16,2019-11-22,37,Billboard Hot 100
Suge,DaBaby,2019-11-16,2019-11-22,38,Billboard Hot 100
Heat,Chris Brown Featuring Gunna,2019-11-16,2019-11-22,39,Billboard Hot 100
One Thing Right,Marshmello & Kane Brown,2019-11-16,2019-11-22,40,Billboard Hot 100
Time,NF,2019-11-16,2019-11-22,41,Billboard Hot 100
Graveyard,Halsey,2019-11-16,2019-11-22,42,Billboard Hot 100
