song,artist,start_date,end_date,rank,ranking_list
Don't Go Breaking My Heart,Elton John & Kiki Dee,1976-08-14,1976-08-20,1,Billboard Hot 100
You Should Be Dancing,Bee Gees,1976-08-14,1976-08-20,2,Billboard Hot 100
Let 'em In,Wings,1976-08-14,1976-08-20,3,Billboard Hot 100
You'll Never Find Another Love Like Mine,Lou Rawls,1976-08-14,1976-08-20,4,Billboard Hot 100
Rock And Roll Music,The Beach Boys,1976-08-14,1976-08-20,5,Billboard Hot 100
Love Is Alive,Gary Wright,1976-08-14,1976-08-20,6,Billboard Hot 100
I'd Really Love To See You Tonight,England Dan & John Ford Coley,1976-08-14,1976-08-20,7,Billboard Hot 100
"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,1976-08-14,1976-08-20,8,Billboard Hot 100
Kiss And Say Goodbye,The Manhattans,1976-08-14,1976-08-20,9,Billboard Hot 100
Turn The Beat Around,Vicki Sue Robinson,1976-08-14,1976-08-20,10,Billboard Hot 100
Get Closer,Seals & Crofts (Featuring Carolyn Willis),1976-08-14,1976-08-20,11,Billboard Hot 100
This Masquerade,George Benson,1976-08-14,1976-08-20,12,Billboard Hot 100
Afternoon Delight,Starland Vocal Band,1976-08-14,1976-08-20,13,Billboard Hot 100
A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,1976-08-14,1976-08-20,14,Billboard Hot 100
Play That Funky Music,Wild Cherry,1976-08-14,1976-08-20,15,Billboard Hot 100
"Baby, I Love Your Way",Peter Frampton,1976-08-14,1976-08-20,16,Billboard Hot 100
I'm Easy,Keith Carradine,1976-08-14,1976-08-20,17,Billboard Hot 100
Moonlight Feels Right,Starbuck,1976-08-14,1976-08-20,18,Billboard Hot 100
Got To Get You Into My Life,The Beatles,1976-08-14,1976-08-20,19,Billboard Hot 100
Say You Love Me,Fleetwood Mac,1976-08-14,1976-08-20,20,Billboard Hot 100
Last Child,Aerosmith,1976-08-14,1976-08-20,21,Billboard Hot 100
Young Hearts Run Free,Candi Staton,1976-08-14,1976-08-20,22,Billboard Hot 100
Heaven Must Be Missing An Angel (part 1),Tavares,1976-08-14,1976-08-20,23,Billboard Hot 100
You're My Best Friend,Queen,1976-08-14,1976-08-20,24,Billboard Hot 100
Summer,War,1976-08-14,1976-08-20,25,Billboard Hot 100
If You Know What I Mean,Neil Diamond,1976-08-14,1976-08-20,26,Billboard Hot 100
Lowdown,Boz Scaggs,1976-08-14,1976-08-20,27,Billboard Hot 100
Something He Can Feel,Aretha Franklin,1976-08-14,1976-08-20,28,Billboard Hot 100
A Little Bit More,Dr. Hook,1976-08-14,1976-08-20,29,Billboard Hot 100
Who'd She Coo?,Ohio Players,1976-08-14,1976-08-20,30,Billboard Hot 100
Let Her In,John Travolta,1976-08-14,1976-08-20,31,Billboard Hot 100
With Your Love,Jefferson Starship,1976-08-14,1976-08-20,32,Billboard Hot 100
Wham Bam (Shang-A-Lang),Silver,1976-08-14,1976-08-20,33,Billboard Hot 100
Devil Woman,Cliff Richard,1976-08-14,1976-08-20,34,Billboard Hot 100
Shower The People,James Taylor,1976-08-14,1976-08-20,35,Billboard Hot 100
Tear The Roof Off The Sucker (Give Up The Funk),Parliament,1976-08-14,1976-08-20,36,Billboard Hot 100
Getaway,"Earth, Wind & Fire",1976-08-14,1976-08-20,37,Billboard Hot 100
Still The One,Orleans,1976-08-14,1976-08-20,38,Billboard Hot 100
She's Gone,Daryl Hall John Oates,1976-08-14,1976-08-20,39,Billboard Hot 100
Street Singin',Lady Flash,1976-08-14,1976-08-20,40,Billboard Hot 100
Springtime Mama,Henry Gross,1976-08-14,1976-08-20,41,Billboard Hot 100
Teddy Bear,Red Sovine,1976-08-14,1976-08-20,42,Billboard Hot 100
Sophisticated Lady (She's A Different Lady),Natalie Cole,1976-08-14,1976-08-20,43,Billboard Hot 100
The Boys Are Back In Town,Thin Lizzy,1976-08-14,1976-08-20,44,Billboard Hot 100
"More, More, More Pt. 1",Andrea True Connection,1976-08-14,1976-08-20,45,Billboard Hot 100
Another Rainy Day In New York City,Chicago,1976-08-14,1976-08-20,46,Billboard Hot 100
Hold On,Sons Of Champlin,1976-08-14,1976-08-20,47,Billboard Hot 100
One Love In My Lifetime,Diana Ross,1976-08-14,1976-08-20,48,Billboard Hot 100
I'll Be Good To You,The Brothers Johnson,1976-08-14,1976-08-20,49,Billboard Hot 100
I'm Gonna Let My Heart Do The Walking,The Supremes,1976-08-14,1976-08-20,50,Billboard Hot 100
I Need To Be In Love,Carpenters,1976-08-14,1976-08-20,51,Billboard Hot 100
Take The Money And Run,Steve Miller,1976-08-14,1976-08-20,52,Billboard Hot 100
Gotta Be The One,Maxine Nightingale,1976-08-14,1976-08-20,53,Billboard Hot 100
Ode To Billie Joe,Bobbie Gentry,1976-08-14,1976-08-20,54,Billboard Hot 100
Hey Shirley (This Is Squirrely),Shirley & Squirrely,1976-08-14,1976-08-20,55,Billboard Hot 100
Rainbow In Your Eyes,Leon & Mary Russell,1976-08-14,1976-08-20,56,Billboard Hot 100
Hard Work,John Handy,1976-08-14,1976-08-20,57,Billboard Hot 100
Steppin' Out,Neil Sedaka,1976-08-14,1976-08-20,58,Billboard Hot 100
I Can't Hear You No More/Music Is My Life,Helen Reddy,1976-08-14,1976-08-20,59,Billboard Hot 100
If You Leave Me Now,Chicago,1976-08-14,1976-08-20,60,Billboard Hot 100
Don't Touch Me There,The Tubes,1976-08-14,1976-08-20,61,Billboard Hot 100
Magic Man,Heart,1976-08-14,1976-08-20,62,Billboard Hot 100
"No, No, Joe",Silver Convention,1976-08-14,1976-08-20,63,Billboard Hot 100
(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project,1976-08-14,1976-08-20,64,Billboard Hot 100
Ode To Billy Joe - Main Title,Bobbie Gentry,1976-08-14,1976-08-20,65,Billboard Hot 100
You To Me Are Everything,The Real Thing,1976-08-14,1976-08-20,66,Billboard Hot 100
Light Up The World With Sunshine,"Hamilton, Joe Frank & Dennison",1976-08-14,1976-08-20,67,Billboard Hot 100
Struttin' My Stuff,Elvin Bishop,1976-08-14,1976-08-20,68,Billboard Hot 100
Get Up Offa That Thing,James Brown,1976-08-14,1976-08-20,69,Billboard Hot 100
Don't Stop Believin',Olivia Newton-John,1976-08-14,1976-08-20,70,Billboard Hot 100
(Don't Fear) The Reaper,Blue Oyster Cult,1976-08-14,1976-08-20,71,Billboard Hot 100
Honey Child,Bad Company,1976-08-14,1976-08-20,72,Billboard Hot 100
Funny How Time Slips Away,Dorothy Moore,1976-08-14,1976-08-20,73,Billboard Hot 100
Showdown,Electric Light Orchestra,1976-08-14,1976-08-20,74,Billboard Hot 100
Popsicle Toes,Michael Franks,1976-08-14,1976-08-20,75,Billboard Hot 100
Superstar,Paul Davis,1976-08-14,1976-08-20,76,Billboard Hot 100
Wake Up Susan,The Spinners,1976-08-14,1976-08-20,77,Billboard Hot 100
Party,Van Mccoy,1976-08-14,1976-08-20,78,Billboard Hot 100
Highfly,John Miles,1976-08-14,1976-08-20,79,Billboard Hot 100
Rescue Me,Melissa Manchester,1976-08-14,1976-08-20,80,Billboard Hot 100
The More You Do It (The More I Like It Done To Me),Ronnie Dyson,1976-08-14,1976-08-20,81,Billboard Hot 100
Can You Do It,Grand Funk Railroad,1976-08-14,1976-08-20,82,Billboard Hot 100
Get The Funk Out Ma Face,The Brothers Johnson,1976-08-14,1976-08-20,83,Billboard Hot 100
Shop Around,Captain & Tennille,1976-08-14,1976-08-20,84,Billboard Hot 100
Rock'n Me,Steve Miller,1976-08-14,1976-08-20,85,Billboard Hot 100
Sunrise,Eric Carmen,1976-08-14,1976-08-20,86,Billboard Hot 100
After The Dance,Marvin Gaye,1976-08-14,1976-08-20,87,Billboard Hot 100
Party Line,Andrea True Connection,1976-08-14,1976-08-20,88,Billboard Hot 100
Disco Duck (Part I),Rick Dees & His Cast Of Idiots,1976-08-14,1976-08-20,89,Billboard Hot 100
We're All Alone,Frankie Valli,1976-08-14,1976-08-20,90,Billboard Hot 100
Out Of The Darkness,David Crosby/Graham Nash,1976-08-14,1976-08-20,91,Billboard Hot 100
Rocky Mountain Music,Eddie Rabbitt,1976-08-14,1976-08-20,92,Billboard Hot 100
The Princess And The Punk,Barry Mann,1976-08-14,1976-08-20,93,Billboard Hot 100
Rose Of Cimarron,Poco,1976-08-14,1976-08-20,94,Billboard Hot 100
Silly Love Songs,Wings,1976-08-14,1976-08-20,95,Billboard Hot 100
Misty Blue,Dorothy Moore,1976-08-14,1976-08-20,96,Billboard Hot 100
Ten Percent,Double Exposure,1976-08-14,1976-08-20,97,Billboard Hot 100
Dancin' Kid,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,1976-08-14,1976-08-20,98,Billboard Hot 100
Listen To The Buddha,Ozo,1976-08-14,1976-08-20,99,Billboard Hot 100
C'mon Marianne,Donny Osmond,1976-08-14,1976-08-20,100,Billboard Hot 100
