song,artist,start_date,end_date,rank,ranking_list
We Are Young,fun. Featuring Janelle Monae,2012-03-17,2012-03-23,1,Billboard Hot 100
Stronger (What Doesn't Kill You),Kelly Clarkson,2012-03-17,2012-03-23,2,Billboard Hot 100
Set Fire To The Rain,Adele,2012-03-17,2012-03-23,3,Billboard Hot 100
Glad You Came,The Wanted,2012-03-17,2012-03-23,4,Billboard Hot 100
Part Of Me,Katy Perry,2012-03-17,2012-03-23,5,Billboard Hot 100
Starships,Nicki Minaj,2012-03-17,2012-03-23,6,Billboard Hot 100
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,2012-03-17,2012-03-23,7,Billboard Hot 100
Turn Me On,David Guetta Featuring Nicki Minaj,2012-03-17,2012-03-23,8,Billboard Hot 100
Somebody That I Used To Know,Gotye Featuring Kimbra,2012-03-17,2012-03-23,9,Billboard Hot 100
We Found Love,Rihanna Featuring Calvin Harris,2012-03-17,2012-03-23,10,Billboard Hot 100
Take Care,Drake Featuring Rihanna,2012-03-17,2012-03-23,11,Billboard Hot 100
Good Feeling,Flo Rida,2012-03-17,2012-03-23,12,Billboard Hot 100
International Love,Pitbull Featuring Chris Brown,2012-03-17,2012-03-23,13,Billboard Hot 100
Sexy And I Know It,LMFAO,2012-03-17,2012-03-23,14,Billboard Hot 100
The Motto,Drake Featuring Lil Wayne,2012-03-17,2012-03-23,15,Billboard Hot 100
Domino,Jessie J,2012-03-17,2012-03-23,16,Billboard Hot 100
Rack City,Tyga,2012-03-17,2012-03-23,17,Billboard Hot 100
Good Girl,Carrie Underwood,2012-03-17,2012-03-23,18,Billboard Hot 100
Wild Ones,Flo Rida Featuring Sia,2012-03-17,2012-03-23,19,Billboard Hot 100
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,2012-03-17,2012-03-23,20,Billboard Hot 100
Live My Life,Far*East Movement Featuring Justin Bieber,2012-03-17,2012-03-23,21,Billboard Hot 100
It Will Rain,Bruno Mars,2012-03-17,2012-03-23,22,Billboard Hot 100
Drive By,Train,2012-03-17,2012-03-23,23,Billboard Hot 100
Someone Like You,Adele,2012-03-17,2012-03-23,24,Billboard Hot 100
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2012-03-17,2012-03-23,25,Billboard Hot 100
Not Over You,Gavin DeGraw,2012-03-17,2012-03-23,26,Billboard Hot 100
Turn Up The Music,Chris Brown,2012-03-17,2012-03-23,27,Billboard Hot 100
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2012-03-17,2012-03-23,28,Billboard Hot 100
So Good,B.o.B,2012-03-17,2012-03-23,29,Billboard Hot 100
Ni**as in Paris,Jay Z Kanye West,2012-03-17,2012-03-23,30,Billboard Hot 100
Call Me Maybe,Carly Rae Jepsen,2012-03-17,2012-03-23,31,Billboard Hot 100
Rolling In The Deep,Adele,2012-03-17,2012-03-23,32,Billboard Hot 100
The One That Got Away,Katy Perry,2012-03-17,2012-03-23,33,Billboard Hot 100
Feel So Close,Calvin Harris,2012-03-17,2012-03-23,34,Billboard Hot 100
Paradise,Coldplay,2012-03-17,2012-03-23,35,Billboard Hot 100
A Thousand Years,Christina Perri,2012-03-17,2012-03-23,36,Billboard Hot 100
Without You,David Guetta Featuring Usher,2012-03-17,2012-03-23,37,Billboard Hot 100
Tonight Is The Night,Outasight,2012-03-17,2012-03-23,38,Billboard Hot 100
Rumour Has It,Adele,2012-03-17,2012-03-23,39,Billboard Hot 100
Over You,Miranda Lambert,2012-03-17,2012-03-23,40,Billboard Hot 100
Strip,Chris Brown Featuring Kevin K-MAC McCall,2012-03-17,2012-03-23,41,Billboard Hot 100
Dance (A$$),Big Sean Featuring Nicki Minaj,2012-03-17,2012-03-23,42,Billboard Hot 100
A Woman Like You,Lee Brice,2012-03-17,2012-03-23,43,Billboard Hot 100
What Makes You Beautiful,One Direction,2012-03-17,2012-03-23,44,Billboard Hot 100
Love You Like A Love Song,Selena Gomez & The Scene,2012-03-17,2012-03-23,45,Billboard Hot 100
Talk That Talk,Rihanna Featuring Jay-Z,2012-03-17,2012-03-23,46,Billboard Hot 100
Alone With You,Jake Owen,2012-03-17,2012-03-23,47,Billboard Hot 100
Ours,Taylor Swift,2012-03-17,2012-03-23,48,Billboard Hot 100
