song,artist,start_date,end_date,rank,ranking_list
Dark Horse,Katy Perry Featuring Juicy J,2014-02-15,2014-02-21,1,Billboard Hot 100
Drunk In Love,Beyonce Featuring Jay Z,2014-02-15,2014-02-21,2,Billboard Hot 100
Timber,Pitbull Featuring Kesha,2014-02-15,2014-02-21,3,Billboard Hot 100
Talk Dirty,Jason Derulo Featuring 2 Chainz,2014-02-15,2014-02-21,4,Billboard Hot 100
Counting Stars,OneRepublic,2014-02-15,2014-02-21,5,Billboard Hot 100
Let Her Go,Passenger,2014-02-15,2014-02-21,6,Billboard Hot 100
Say Something,A Great Big World & Christina Aguilera,2014-02-15,2014-02-21,7,Billboard Hot 100
Happy,Pharrell Williams,2014-02-15,2014-02-21,8,Billboard Hot 100
Royals,Lorde,2014-02-15,2014-02-21,9,Billboard Hot 100
Team,Lorde,2014-02-15,2014-02-21,10,Billboard Hot 100
Pompeii,Bastille,2014-02-15,2014-02-21,11,Billboard Hot 100
The Monster,Eminem Featuring Rihanna,2014-02-15,2014-02-21,12,Billboard Hot 100
Radioactive,Imagine Dragons,2014-02-15,2014-02-21,13,Billboard Hot 100
Story Of My Life,One Direction,2014-02-15,2014-02-21,14,Billboard Hot 100
Can't Remember To Forget You,Shakira Featuring Rihanna,2014-02-15,2014-02-21,15,Billboard Hot 100
Burn,Ellie Goulding,2014-02-15,2014-02-21,16,Billboard Hot 100
All Of Me,John Legend,2014-02-15,2014-02-21,17,Billboard Hot 100
Demons,Imagine Dragons,2014-02-15,2014-02-21,18,Billboard Hot 100
Wake Me Up!,Avicii,2014-02-15,2014-02-21,19,Billboard Hot 100
Roar,Katy Perry,2014-02-15,2014-02-21,20,Billboard Hot 100
The Man,Aloe Blacc,2014-02-15,2014-02-21,21,Billboard Hot 100
Show Me,Kid Ink Featuring Chris Brown,2014-02-15,2014-02-21,22,Billboard Hot 100
Brave,Sara Bareilles,2014-02-15,2014-02-21,23,Billboard Hot 100
Let It Go,Idina Menzel,2014-02-15,2014-02-21,24,Billboard Hot 100
Adore You,Miley Cyrus,2014-02-15,2014-02-21,25,Billboard Hot 100
My Hitta,YG Featuring Jeezy & Rich Homie Quan,2014-02-15,2014-02-21,26,Billboard Hot 100
Wrecking Ball,Miley Cyrus,2014-02-15,2014-02-21,27,Billboard Hot 100
"Hold On, We're Going Home",Drake Featuring Majid Jordan,2014-02-15,2014-02-21,28,Billboard Hot 100
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,2014-02-15,2014-02-21,29,Billboard Hot 100
Stay The Night,Zedd Featuring Hayley Williams,2014-02-15,2014-02-21,30,Billboard Hot 100
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2014-02-15,2014-02-21,31,Billboard Hot 100
Sweater Weather,The Neighbourhood,2014-02-15,2014-02-21,32,Billboard Hot 100
Love Me Again,John Newman,2014-02-15,2014-02-21,33,Billboard Hot 100
Best Day Of My Life,American Authors,2014-02-15,2014-02-21,34,Billboard Hot 100
Drink A Beer,Luke Bryan,2014-02-15,2014-02-21,35,Billboard Hot 100
Do What U Want,Lady Gaga Featuring R. Kelly,2014-02-15,2014-02-21,36,Billboard Hot 100
Hey Brother,Avicii,2014-02-15,2014-02-21,37,Billboard Hot 100
