song,artist,start_date,end_date,rank,ranking_list
Straight Up,Paula Abdul,1989-02-11,1989-02-17,1,Billboard Hot 100
When I'm With You,Sheriff,1989-02-11,1989-02-17,2,Billboard Hot 100
Wild Thing,Tone-Loc,1989-02-11,1989-02-17,3,Billboard Hot 100
Born To Be My Baby,Bon Jovi,1989-02-11,1989-02-17,4,Billboard Hot 100
When The Children Cry,White Lion,1989-02-11,1989-02-17,5,Billboard Hot 100
All This Time,Tiffany,1989-02-11,1989-02-17,6,Billboard Hot 100
The Lover In Me,Sheena Easton,1989-02-11,1989-02-17,7,Billboard Hot 100
I Wanna Have Some Fun,Samantha Fox,1989-02-11,1989-02-17,8,Billboard Hot 100
She Wants To Dance With Me,Rick Astley,1989-02-11,1989-02-17,9,Billboard Hot 100
Walking Away,Information Society,1989-02-11,1989-02-17,10,Billboard Hot 100
What I Am,Edie Brickell & New Bohemians,1989-02-11,1989-02-17,11,Billboard Hot 100
Lost In Your Eyes,Debbie Gibson,1989-02-11,1989-02-17,12,Billboard Hot 100
The Way You Love Me,Karyn White,1989-02-11,1989-02-17,13,Billboard Hot 100
Angel Of Harlem,U2,1989-02-11,1989-02-17,14,Billboard Hot 100
You Got It (The Right Stuff),New Kids On The Block,1989-02-11,1989-02-17,15,Billboard Hot 100
"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson & Robin Zander,1989-02-11,1989-02-17,16,Billboard Hot 100
Dial My Heart,The Boys,1989-02-11,1989-02-17,17,Billboard Hot 100
Armageddon It,Def Leppard,1989-02-11,1989-02-17,18,Billboard Hot 100
Don't Rush Me,Taylor Dayne,1989-02-11,1989-02-17,19,Billboard Hot 100
A Little Respect,Erasure,1989-02-11,1989-02-17,20,Billboard Hot 100
The Living Years,Mike + The Mechanics,1989-02-11,1989-02-17,21,Billboard Hot 100
Two Hearts,Phil Collins,1989-02-11,1989-02-17,22,Billboard Hot 100
Roni,Bobby Brown,1989-02-11,1989-02-17,23,Billboard Hot 100
Holding On,Steve Winwood,1989-02-11,1989-02-17,24,Billboard Hot 100
Paradise City,Guns N' Roses,1989-02-11,1989-02-17,25,Billboard Hot 100
All She Wants Is,Duran Duran,1989-02-11,1989-02-17,26,Billboard Hot 100
My Heart Can't Tell You No,Rod Stewart,1989-02-11,1989-02-17,27,Billboard Hot 100
Shake For The Sheik,The Escape Club,1989-02-11,1989-02-17,28,Billboard Hot 100
Don't Tell Me Lies,Breathe,1989-02-11,1989-02-17,29,Billboard Hot 100
Girl You Know It's True,Milli Vanilli,1989-02-11,1989-02-17,30,Billboard Hot 100
My Prerogative,Bobby Brown,1989-02-11,1989-02-17,31,Billboard Hot 100
I Beg Your Pardon,Kon Kan,1989-02-11,1989-02-17,32,Billboard Hot 100
You're Not Alone,Chicago,1989-02-11,1989-02-17,33,Billboard Hot 100
Every Rose Has Its Thorn,Poison,1989-02-11,1989-02-17,34,Billboard Hot 100
Just Because,Anita Baker,1989-02-11,1989-02-17,35,Billboard Hot 100
Dreamin',Vanessa Williams,1989-02-11,1989-02-17,36,Billboard Hot 100
It's No Secret,Kylie Minogue,1989-02-11,1989-02-17,37,Billboard Hot 100
The Love In Your Eyes,Eddie Money,1989-02-11,1989-02-17,38,Billboard Hot 100
Little Liar,Joan Jett & the Blackhearts,1989-02-11,1989-02-17,39,Billboard Hot 100
Eternal Flame,The Bangles,1989-02-11,1989-02-17,40,Billboard Hot 100
I Remember Holding You,Boys Club,1989-02-11,1989-02-17,41,Billboard Hot 100
Walk The Dinosaur,Was (Not Was),1989-02-11,1989-02-17,42,Billboard Hot 100
More Than You Know,Martika,1989-02-11,1989-02-17,43,Billboard Hot 100
You Got It,Roy Orbison,1989-02-11,1989-02-17,44,Billboard Hot 100
The Last Mile,Cinderella,1989-02-11,1989-02-17,45,Billboard Hot 100
Put A Little Love In Your Heart,Annie Lennox & Al Green,1989-02-11,1989-02-17,46,Billboard Hot 100
Give Me The Keys (And I'll Drive You Crazy),Huey Lewis & The News,1989-02-11,1989-02-17,47,Billboard Hot 100
Stand,R.E.M.,1989-02-11,1989-02-17,48,Billboard Hot 100
Cryin',Vixen,1989-02-11,1989-02-17,49,Billboard Hot 100
The Look,Roxette,1989-02-11,1989-02-17,50,Billboard Hot 100
Smooth Criminal,Michael Jackson,1989-02-11,1989-02-17,51,Billboard Hot 100
Feels So Good,Van Halen,1989-02-11,1989-02-17,52,Billboard Hot 100
Look Away,Chicago,1989-02-11,1989-02-17,53,Billboard Hot 100
She Won't Talk To Me,Luther Vandross,1989-02-11,1989-02-17,54,Billboard Hot 100
Superwoman,Karyn White,1989-02-11,1989-02-17,55,Billboard Hot 100
Waiting For A Star To Fall,Boy Meets Girl,1989-02-11,1989-02-17,56,Billboard Hot 100
In Your Room,The Bangles,1989-02-11,1989-02-17,57,Billboard Hot 100
