song,artist,start_date,end_date,rank,ranking_list
Papa Was A Rollin' Stone,The Temptations,1972-12-02,1972-12-08,1,Billboard Hot 100
I Am Woman,Helen Reddy,1972-12-02,1972-12-08,2,Billboard Hot 100
I Can See Clearly Now,Johnny Nash,1972-12-02,1972-12-08,3,Billboard Hot 100
I'd Love You To Want Me,Lobo,1972-12-02,1972-12-08,4,Billboard Hot 100
If You Don't Know Me By Now,Harold Melvin And The Blue Notes,1972-12-02,1972-12-08,5,Billboard Hot 100
Summer Breeze,Seals & Crofts,1972-12-02,1972-12-08,6,Billboard Hot 100
You Ought To Be With Me,Al Green,1972-12-02,1972-12-08,7,Billboard Hot 100
It Never Rains In Southern California,Albert Hammond,1972-12-02,1972-12-08,8,Billboard Hot 100
I'll Be Around,The Spinners,1972-12-02,1972-12-08,9,Billboard Hot 100
Ventura Highway,America,1972-12-02,1972-12-08,10,Billboard Hot 100
I'm Stone In Love With You,The Stylistics,1972-12-02,1972-12-08,11,Billboard Hot 100
Clair,Gilbert O'Sullivan,1972-12-02,1972-12-08,12,Billboard Hot 100
Me And Mrs. Jones,Billy Paul,1972-12-02,1972-12-08,13,Billboard Hot 100
If I Could Reach You,The 5th Dimension,1972-12-02,1972-12-08,14,Billboard Hot 100
Crazy Horses,The Osmonds,1972-12-02,1972-12-08,15,Billboard Hot 100
Something's Wrong With Me,Austin Roberts,1972-12-02,1972-12-08,16,Billboard Hot 100
Nights In White Satin,The Moody Blues,1972-12-02,1972-12-08,17,Billboard Hot 100
Operator (That's Not the Way it Feels),Jim Croce,1972-12-02,1972-12-08,18,Billboard Hot 100
Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,1972-12-02,1972-12-08,19,Billboard Hot 100
Funny Face,Donna Fargo,1972-12-02,1972-12-08,20,Billboard Hot 100
Convention '72,The Delegates,1972-12-02,1972-12-08,21,Billboard Hot 100
Corner Of The Sky,Jackson 5,1972-12-02,1972-12-08,22,Billboard Hot 100
"Freddie's Dead (Theme From ""Superfly"")",Curtis Mayfield,1972-12-02,1972-12-08,23,Billboard Hot 100
Sweet Surrender,Bread,1972-12-02,1972-12-08,24,Billboard Hot 100
Witchy Woman,Eagles,1972-12-02,1972-12-08,25,Billboard Hot 100
Dialogue (Part I & II),Chicago,1972-12-02,1972-12-08,26,Billboard Hot 100
Walk On Water,Neil Diamond,1972-12-02,1972-12-08,27,Billboard Hot 100
Garden Party,Rick Nelson And The Stone Canyon Band,1972-12-02,1972-12-08,28,Billboard Hot 100
Rock 'N Roll Soul,Grand Funk Railroad,1972-12-02,1972-12-08,29,Billboard Hot 100
Living In The Past,Jethro Tull,1972-12-02,1972-12-08,30,Billboard Hot 100
Superfly,Curtis Mayfield,1972-12-02,1972-12-08,31,Billboard Hot 100
Keeper Of The Castle,Four Tops,1972-12-02,1972-12-08,32,Billboard Hot 100
Long Dark Road,The Hollies,1972-12-02,1972-12-08,33,Billboard Hot 100
Your Mama Don't Dance,Kenny Loggins & Jim Messina,1972-12-02,1972-12-08,34,Billboard Hot 100
Sitting,Cat Stevens,1972-12-02,1972-12-08,35,Billboard Hot 100
Sunny Days,Lighthouse,1972-12-02,1972-12-08,36,Billboard Hot 100
Alive,Bee Gees,1972-12-02,1972-12-08,37,Billboard Hot 100
I Didn't Know I Loved You (Till I Saw You Rock And Roll),Gary Glitter,1972-12-02,1972-12-08,38,Billboard Hot 100
Theme From The Men,Isaac Hayes,1972-12-02,1972-12-08,39,Billboard Hot 100
American City Suite,Cashman & West,1972-12-02,1972-12-08,40,Billboard Hot 100
What Am I Crying For?,Dennis Yost And The Classics IV,1972-12-02,1972-12-08,41,Billboard Hot 100
Lies,J.J. Cale,1972-12-02,1972-12-08,42,Billboard Hot 100
Superstition,Stevie Wonder,1972-12-02,1972-12-08,43,Billboard Hot 100
So Long Dixie,"Blood, Sweat & Tears",1972-12-02,1972-12-08,44,Billboard Hot 100
I Wanna Be With You,Raspberries,1972-12-02,1972-12-08,45,Billboard Hot 100
Baby Sitter,Betty Wright,1972-12-02,1972-12-08,46,Billboard Hot 100
Pieces Of April,Three Dog Night,1972-12-02,1972-12-08,47,Billboard Hot 100
Let It Rain,Eric Clapton,1972-12-02,1972-12-08,48,Billboard Hot 100
I Got A Bag Of My Own,James Brown,1972-12-02,1972-12-08,49,Billboard Hot 100
Been To Canaan,Carole King,1972-12-02,1972-12-08,50,Billboard Hot 100
In Heaven There Is No Beer,Clean Living,1972-12-02,1972-12-08,51,Billboard Hot 100
All The Young Dudes,Mott The Hoople,1972-12-02,1972-12-08,52,Billboard Hot 100
One Night Affair,Jerry Butler,1972-12-02,1972-12-08,53,Billboard Hot 100
And You And I (Part II),Yes,1972-12-02,1972-12-08,54,Billboard Hot 100
Work To Do,The Isley Brothers,1972-12-02,1972-12-08,55,Billboard Hot 100
Angel,Rod Stewart,1972-12-02,1972-12-08,56,Billboard Hot 100
No,Bulldog,1972-12-02,1972-12-08,57,Billboard Hot 100
992 Arguments,The O'Jays,1972-12-02,1972-12-08,58,Billboard Hot 100
