song,artist,start_date,end_date,rank,ranking_list
Someone Like You,Adele,2011-09-17,2011-09-23,1,Billboard Hot 100
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011-09-17,2011-09-23,2,Billboard Hot 100
Pumped Up Kicks,Foster The People,2011-09-17,2011-09-23,3,Billboard Hot 100
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011-09-17,2011-09-23,4,Billboard Hot 100
Super Bass,Nicki Minaj,2011-09-17,2011-09-23,5,Billboard Hot 100
You And I,Lady Gaga,2011-09-17,2011-09-23,6,Billboard Hot 100
Lighters,Bad Meets Evil Featuring Bruno Mars,2011-09-17,2011-09-23,7,Billboard Hot 100
You Make Me Feel...,Cobra Starship Featuring Sabi,2011-09-17,2011-09-23,8,Billboard Hot 100
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2011-09-17,2011-09-23,9,Billboard Hot 100
Last Friday Night (T.G.I.F.),Katy Perry,2011-09-17,2011-09-23,10,Billboard Hot 100
Cheers (Drink To That),Rihanna,2011-09-17,2011-09-23,11,Billboard Hot 100
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,2011-09-17,2011-09-23,12,Billboard Hot 100
I Wanna Go,Britney Spears,2011-09-17,2011-09-23,13,Billboard Hot 100
How To Love,Lil Wayne,2011-09-17,2011-09-23,14,Billboard Hot 100
Good Life,OneRepublic,2011-09-17,2011-09-23,15,Billboard Hot 100
Mirror,Lil Wayne Featuring Bruno Mars,2011-09-17,2011-09-23,16,Billboard Hot 100
Rolling In The Deep,Adele,2011-09-17,2011-09-23,17,Billboard Hot 100
Tonight Tonight,Hot Chelle Rae,2011-09-17,2011-09-23,18,Billboard Hot 100
If I Die Young,The Band Perry,2011-09-17,2011-09-23,19,Billboard Hot 100
Love On Top,Beyonce,2011-09-17,2011-09-23,20,Billboard Hot 100
Barefoot Blue Jean Night,Jake Owen,2011-09-17,2011-09-23,21,Billboard Hot 100
Otis,Jay Z Kanye West Featuring Otis Redding,2011-09-17,2011-09-23,22,Billboard Hot 100
Remind Me,Brad Paisley Duet With Carrie Underwood,2011-09-17,2011-09-23,23,Billboard Hot 100
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2011-09-17,2011-09-23,24,Billboard Hot 100
The Edge Of Glory,Lady Gaga,2011-09-17,2011-09-23,25,Billboard Hot 100
Motivation,Kelly Rowland Featuring Lil Wayne,2011-09-17,2011-09-23,26,Billboard Hot 100
Just A Kiss,Lady Antebellum,2011-09-17,2011-09-23,27,Billboard Hot 100
In The Dark,Dev,2011-09-17,2011-09-23,28,Billboard Hot 100
Headlines,Drake,2011-09-17,2011-09-23,29,Billboard Hot 100
Take A Back Road,Rodney Atkins,2011-09-17,2011-09-23,30,Billboard Hot 100
Best Thing I Never Had,Beyonce,2011-09-17,2011-09-23,31,Billboard Hot 100
Dirt Road Anthem,Jason Aldean,2011-09-17,2011-09-23,32,Billboard Hot 100
Blunt Blowin,Lil Wayne,2011-09-17,2011-09-23,33,Billboard Hot 100
God Gave Me You,Blake Shelton,2011-09-17,2011-09-23,34,Billboard Hot 100
You And Tequila,Kenny Chesney Featuring Grace Potter,2011-09-17,2011-09-23,35,Billboard Hot 100
Mr. Saxobeat,Alexandra Stan,2011-09-17,2011-09-23,36,Billboard Hot 100
Turn Me On,David Guetta Featuring Nicki Minaj,2011-09-17,2011-09-23,37,Billboard Hot 100
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,2011-09-17,2011-09-23,38,Billboard Hot 100
Without You,David Guetta Featuring Usher,2011-09-17,2011-09-23,39,Billboard Hot 100
She Will,Lil Wayne Featuring Drake,2011-09-17,2011-09-23,40,Billboard Hot 100
Just Can't Get Enough,The Black Eyed Peas,2011-09-17,2011-09-23,41,Billboard Hot 100
Made In America,Toby Keith,2011-09-17,2011-09-23,42,Billboard Hot 100
Beautiful People,Chris Brown Featuring Benny Benassi,2011-09-17,2011-09-23,43,Billboard Hot 100
Take Over Control,Afrojack Featuring Eva Simons,2011-09-17,2011-09-23,44,Billboard Hot 100
Marvins Room,Drake,2011-09-17,2011-09-23,45,Billboard Hot 100
Crazy Girl,Eli Young Band,2011-09-17,2011-09-23,46,Billboard Hot 100
E.T.,Katy Perry Featuring Kanye West,2011-09-17,2011-09-23,47,Billboard Hot 100
On The Floor,Jennifer Lopez Featuring Pitbull,2011-09-17,2011-09-23,48,Billboard Hot 100
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,2011-09-17,2011-09-23,49,Billboard Hot 100
Dancin' Away With My Heart,Lady Antebellum,2011-09-17,2011-09-23,50,Billboard Hot 100
Rain Over Me,Pitbull Featuring Marc Anthony,2011-09-17,2011-09-23,51,Billboard Hot 100
MegaMan,Lil Wayne,2011-09-17,2011-09-23,52,Billboard Hot 100
Nothing,The Script,2011-09-17,2011-09-23,53,Billboard Hot 100
Pretty Girls,Iyaz Featuring Travie McCoy,2011-09-17,2011-09-23,54,Billboard Hot 100
Country Girl (Shake It For Me),Luke Bryan,2011-09-17,2011-09-23,55,Billboard Hot 100
Every Teardrop Is A Waterfall,Coldplay,2011-09-17,2011-09-23,56,Billboard Hot 100
Gucci Gucci,Kreayshawn,2011-09-17,2011-09-23,57,Billboard Hot 100
Long Hot Summer,Keith Urban,2011-09-17,2011-09-23,58,Billboard Hot 100
Love You Like A Love Song,Selena Gomez & The Scene,2011-09-17,2011-09-23,59,Billboard Hot 100
Keep Your Head Up,Andy Grammer,2011-09-17,2011-09-23,60,Billboard Hot 100
It Girl,Jason Derulo,2011-09-17,2011-09-23,61,Billboard Hot 100
Am I The Only One,Dierks Bentley,2011-09-17,2011-09-23,62,Billboard Hot 100
Love Done Gone,Billy Currington,2011-09-17,2011-09-23,63,Billboard Hot 100
Fly,Nicki Minaj Featuring Rihanna,2011-09-17,2011-09-23,64,Billboard Hot 100
My Body,Young The Giant,2011-09-17,2011-09-23,65,Billboard Hot 100
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,2011-09-17,2011-09-23,66,Billboard Hot 100
Better With The Lights Off,New Boyz Featuring Chris Brown,2011-09-17,2011-09-23,67,Billboard Hot 100
Sparks Fly,Taylor Swift,2011-09-17,2011-09-23,68,Billboard Hot 100
Easy,Rascal Flatts Featuring Natasha Bedingfield,2011-09-17,2011-09-23,69,Billboard Hot 100
Out Of My Head,Lupe Fiasco Featuring Trey Songz,2011-09-17,2011-09-23,70,Billboard Hot 100
Just Fishin',Trace Adkins,2011-09-17,2011-09-23,71,Billboard Hot 100
Baggage Claim,Miranda Lambert,2011-09-17,2011-09-23,72,Billboard Hot 100
Skyscraper,Demi Lovato,2011-09-17,2011-09-23,73,Billboard Hot 100
