song,artist,start_date,end_date,rank,ranking_list
Someone Like You,Adele,2011-11-05,2011-11-11,1,Billboard Hot 100
We Found Love,Rihanna Featuring Calvin Harris,2011-11-05,2011-11-11,2,Billboard Hot 100
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011-11-05,2011-11-11,3,Billboard Hot 100
Sexy And I Know It,LMFAO,2011-11-05,2011-11-11,4,Billboard Hot 100
Pumped Up Kicks,Foster The People,2011-11-05,2011-11-11,5,Billboard Hot 100
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,2011-11-05,2011-11-11,6,Billboard Hot 100
Without You,David Guetta Featuring Usher,2011-11-05,2011-11-11,7,Billboard Hot 100
You Make Me Feel...,Cobra Starship Featuring Sabi,2011-11-05,2011-11-11,8,Billboard Hot 100
Make Me Proud,Drake Featuring Nicki Minaj,2011-11-05,2011-11-11,9,Billboard Hot 100
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2011-11-05,2011-11-11,10,Billboard Hot 100
Mistletoe,Justin Bieber,2011-11-05,2011-11-11,11,Billboard Hot 100
In The Dark,Dev,2011-11-05,2011-11-11,12,Billboard Hot 100
You And I,Lady Gaga,2011-11-05,2011-11-11,13,Billboard Hot 100
Super Bass,Nicki Minaj,2011-11-05,2011-11-11,14,Billboard Hot 100
Paradise,Coldplay,2011-11-05,2011-11-11,15,Billboard Hot 100
Headlines,Drake,2011-11-05,2011-11-11,16,Billboard Hot 100
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2011-11-05,2011-11-11,17,Billboard Hot 100
It Girl,Jason Derulo,2011-11-05,2011-11-11,18,Billboard Hot 100
Mr. Know It All,Kelly Clarkson,2011-11-05,2011-11-11,19,Billboard Hot 100
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,2011-11-05,2011-11-11,20,Billboard Hot 100
Ni**as in Paris,Jay Z Kanye West,2011-11-05,2011-11-11,21,Billboard Hot 100
Lighters,Bad Meets Evil Featuring Bruno Mars,2011-11-05,2011-11-11,22,Billboard Hot 100
She Will,Lil Wayne Featuring Drake,2011-11-05,2011-11-11,23,Billboard Hot 100
Mr. Saxobeat,Alexandra Stan,2011-11-05,2011-11-11,24,Billboard Hot 100
God Gave Me You,Blake Shelton,2011-11-05,2011-11-11,25,Billboard Hot 100
Good Life,OneRepublic,2011-11-05,2011-11-11,26,Billboard Hot 100
Rolling In The Deep,Adele,2011-11-05,2011-11-11,27,Billboard Hot 100
Fly,Nicki Minaj Featuring Rihanna,2011-11-05,2011-11-11,28,Billboard Hot 100
How To Love,Lil Wayne,2011-11-05,2011-11-11,29,Billboard Hot 100
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,2011-11-05,2011-11-11,30,Billboard Hot 100
Good Feeling,Flo Rida,2011-11-05,2011-11-11,31,Billboard Hot 100
Just A Kiss,Lady Antebellum,2011-11-05,2011-11-11,32,Billboard Hot 100
It Will Rain,Bruno Mars,2011-11-05,2011-11-11,33,Billboard Hot 100
Crazy Girl,Eli Young Band,2011-11-05,2011-11-11,34,Billboard Hot 100
If I Die Young,The Band Perry,2011-11-05,2011-11-11,35,Billboard Hot 100
Nothing,The Script,2011-11-05,2011-11-11,36,Billboard Hot 100
Last Friday Night (T.G.I.F.),Katy Perry,2011-11-05,2011-11-11,37,Billboard Hot 100
Cheers (Drink To That),Rihanna,2011-11-05,2011-11-11,38,Billboard Hot 100
Tonight Tonight,Hot Chelle Rae,2011-11-05,2011-11-11,39,Billboard Hot 100
Take A Back Road,Rodney Atkins,2011-11-05,2011-11-11,40,Billboard Hot 100
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,2011-11-05,2011-11-11,41,Billboard Hot 100
Work Out,J. Cole,2011-11-05,2011-11-11,42,Billboard Hot 100
I Wanna Go,Britney Spears,2011-11-05,2011-11-11,43,Billboard Hot 100
I Don't Want This Night To End,Luke Bryan,2011-11-05,2011-11-11,44,Billboard Hot 100
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2011-11-05,2011-11-11,45,Billboard Hot 100
Love You Like A Love Song,Selena Gomez & The Scene,2011-11-05,2011-11-11,46,Billboard Hot 100
Not Over You,Gavin DeGraw,2011-11-05,2011-11-11,47,Billboard Hot 100
Easy,Rascal Flatts Featuring Natasha Bedingfield,2011-11-05,2011-11-11,48,Billboard Hot 100
Sparks Fly,Taylor Swift,2011-11-05,2011-11-11,49,Billboard Hot 100
The Edge Of Glory,Lady Gaga,2011-11-05,2011-11-11,50,Billboard Hot 100
Tattoos On This Town,Jason Aldean,2011-11-05,2011-11-11,51,Billboard Hot 100
Baggage Claim,Miranda Lambert,2011-11-05,2011-11-11,52,Billboard Hot 100
We Owned The Night,Lady Antebellum,2011-11-05,2011-11-11,53,Billboard Hot 100
Better With The Lights Off,New Boyz Featuring Chris Brown,2011-11-05,2011-11-11,54,Billboard Hot 100
The One That Got Away,Katy Perry,2011-11-05,2011-11-11,55,Billboard Hot 100
Country Must Be Country Wide,Brantley Gilbert,2011-11-05,2011-11-11,56,Billboard Hot 100
Keep Me In Mind,Zac Brown Band,2011-11-05,2011-11-11,57,Billboard Hot 100
Here For A Good Time,George Strait,2011-11-05,2011-11-11,58,Billboard Hot 100
Strange Clouds,B.o.B Featuring Lil Wayne,2011-11-05,2011-11-11,59,Billboard Hot 100
Marvins Room,Drake,2011-11-05,2011-11-11,60,Billboard Hot 100
That Way,Wale Featuring Jeremih & Rick Ross,2011-11-05,2011-11-11,61,Billboard Hot 100
When We Stand Together,Nickelback,2011-11-05,2011-11-11,62,Billboard Hot 100
Dance (A$$),Big Sean Featuring Nicki Minaj,2011-11-05,2011-11-11,63,Billboard Hot 100
Long Hot Summer,Keith Urban,2011-11-05,2011-11-11,64,Billboard Hot 100
Otis,Jay Z Kanye West Featuring Otis Redding,2011-11-05,2011-11-11,65,Billboard Hot 100
Criminal,Britney Spears,2011-11-05,2011-11-11,66,Billboard Hot 100
Made In America,Toby Keith,2011-11-05,2011-11-11,67,Billboard Hot 100
Brighter Than The Sun,Colbie Caillat,2011-11-05,2011-11-11,68,Billboard Hot 100
Remind Me,Brad Paisley Duet With Carrie Underwood,2011-11-05,2011-11-11,69,Billboard Hot 100
Drink In My Hand,Eric Church,2011-11-05,2011-11-11,70,Billboard Hot 100
Take Over Control,Afrojack Featuring Eva Simons,2011-11-05,2011-11-11,71,Billboard Hot 100
Mrs. Right,Mindless Behavior Featuring Diggy,2011-11-05,2011-11-11,72,Billboard Hot 100
All Your Life,The Band Perry,2011-11-05,2011-11-11,73,Billboard Hot 100
A Thousand Years,Christina Perri,2011-11-05,2011-11-11,74,Billboard Hot 100
Party,Beyonce Featuring Andre 3000,2011-11-05,2011-11-11,75,Billboard Hot 100
Body 2 Body,Ace Hood Featuring Chris Brown,2011-11-05,2011-11-11,76,Billboard Hot 100
Countdown,Beyonce,2011-11-05,2011-11-11,77,Billboard Hot 100
Let It Rain,David Nail Featuring Sarah Buxton,2011-11-05,2011-11-11,78,Billboard Hot 100
I Got You,Thompson Square,2011-11-05,2011-11-11,79,Billboard Hot 100
One More Drinkin' Song,Jerrod Niemann,2011-11-05,2011-11-11,80,Billboard Hot 100
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,2011-11-05,2011-11-11,81,Billboard Hot 100
Wet The Bed,Chris Brown Featuring Ludacris,2011-11-05,2011-11-11,82,Billboard Hot 100
I'm Gonna Love You Through It,Martina McBride,2011-11-05,2011-11-11,83,Billboard Hot 100
You The Boss,Rick Ross Featuring Nicki Minaj,2011-11-05,2011-11-11,84,Billboard Hot 100
You,Chris Young,2011-11-05,2011-11-11,85,Billboard Hot 100
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,2011-11-05,2011-11-11,86,Billboard Hot 100
Domino,Jessie J,2011-11-05,2011-11-11,87,Billboard Hot 100
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,2011-11-05,2011-11-11,88,Billboard Hot 100
Heartbeat,The Fray,2011-11-05,2011-11-11,89,Billboard Hot 100
Skyscraper,Demi Lovato,2011-11-05,2011-11-11,90,Billboard Hot 100
Sail,AWOLNATION,2011-11-05,2011-11-11,91,Billboard Hot 100
I Like It Like That,Hot Chelle Rae Featuring New Boyz,2011-11-05,2011-11-11,92,Billboard Hot 100
Cost Of Livin',Ronnie Dunn,2011-11-05,2011-11-11,93,Billboard Hot 100
Promise,Romeo Santos Featuring Usher,2011-11-05,2011-11-11,94,Billboard Hot 100
Rain Over Me,Pitbull Featuring Marc Anthony,2011-11-05,2011-11-11,95,Billboard Hot 100
Set Fire To The Rain,Adele,2011-11-05,2011-11-11,96,Billboard Hot 100
Focused,Wale Featuring Kid Cudi,2011-11-05,2011-11-11,97,Billboard Hot 100
Quickie,Miguel,2011-11-05,2011-11-11,98,Billboard Hot 100
Crawling Back To You,Daughtry,2011-11-05,2011-11-11,99,Billboard Hot 100
I Got Nothin',Darius Rucker,2011-11-05,2011-11-11,100,Billboard Hot 100
