song,artist,start_date,end_date,rank,ranking_list
Dark Lady,Cher,1974-03-23,1974-03-29,1,Billboard Hot 100
Seasons In The Sun,Terry Jacks,1974-03-23,1974-03-29,2,Billboard Hot 100
Sunshine On My Shoulders,John Denver,1974-03-23,1974-03-29,3,Billboard Hot 100
Boogie Down,Eddie Kendricks,1974-03-23,1974-03-29,4,Billboard Hot 100
Mockingbird,Carly Simon & James Taylor,1974-03-23,1974-03-29,5,Billboard Hot 100
Bennie And The Jets,Elton John,1974-03-23,1974-03-29,6,Billboard Hot 100
Hooked On A Feeling,Blue Swede,1974-03-23,1974-03-29,7,Billboard Hot 100
Jet,Paul McCartney And Wings,1974-03-23,1974-03-29,8,Billboard Hot 100
Eres Tu (Touch The Wind),Mocedades,1974-03-23,1974-03-29,9,Billboard Hot 100
Jungle Boogie,Kool & The Gang,1974-03-23,1974-03-29,10,Billboard Hot 100
Come And Get Your Love,Redbone,1974-03-23,1974-03-29,11,Billboard Hot 100
Rock On,David Essex,1974-03-23,1974-03-29,12,Billboard Hot 100
The Way We Were,Barbra Streisand,1974-03-23,1974-03-29,13,Billboard Hot 100
The Lord's Prayer,Sister Janet Mead,1974-03-23,1974-03-29,14,Billboard Hot 100
Trying To Hold On To My Woman,Lamont Dozier,1974-03-23,1974-03-29,15,Billboard Hot 100
TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,1974-03-23,1974-03-29,16,Billboard Hot 100
My Sweet Lady,Cliff DeYoung,1974-03-23,1974-03-29,17,Billboard Hot 100
Best Thing That Ever Happened To Me,Gladys Knight And The Pips,1974-03-23,1974-03-29,18,Billboard Hot 100
There Won't Be Anymore,Charlie Rich,1974-03-23,1974-03-29,19,Billboard Hot 100
Mighty Love - Pt. 1,The Spinners,1974-03-23,1974-03-29,20,Billboard Hot 100
Spiders & Snakes,Jim Stafford,1974-03-23,1974-03-29,21,Billboard Hot 100
A Very Special Love Song,Charlie Rich,1974-03-23,1974-03-29,22,Billboard Hot 100
"Rock And Roll, Hoochie Koo",Rick Derringer,1974-03-23,1974-03-29,23,Billboard Hot 100
Lookin' For A Love,Bobby Womack,1974-03-23,1974-03-29,24,Billboard Hot 100
Sexy Mama,The Moments,1974-03-23,1974-03-29,25,Billboard Hot 100
Love's Theme,Love Unlimited Orchestra,1974-03-23,1974-03-29,26,Billboard Hot 100
Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,1974-03-23,1974-03-29,27,Billboard Hot 100
Oh My My,Ringo Starr,1974-03-23,1974-03-29,28,Billboard Hot 100
Star,Stealers Wheel,1974-03-23,1974-03-29,29,Billboard Hot 100
I'll Have To Say I Love You In A Song,Jim Croce,1974-03-23,1974-03-29,30,Billboard Hot 100
Love Song,Anne Murray,1974-03-23,1974-03-29,31,Billboard Hot 100
Just Don't Want To Be Lonely,The Main Ingredient,1974-03-23,1974-03-29,32,Billboard Hot 100
"Touch A Hand, Make A Friend",The Staple Singers,1974-03-23,1974-03-29,33,Billboard Hot 100
We're Getting Careless With Our Love,Johnnie Taylor,1974-03-23,1974-03-29,34,Billboard Hot 100
Put Your Hands Together,The O'Jays,1974-03-23,1974-03-29,35,Billboard Hot 100
WOLD,Harry Chapin,1974-03-23,1974-03-29,36,Billboard Hot 100
Tell Me A Lie,Sami Jo,1974-03-23,1974-03-29,37,Billboard Hot 100
I'll Be The Other Woman,The Soul Children,1974-03-23,1974-03-29,38,Billboard Hot 100
I've Got A Thing About You Baby/Take Good Care Of Her,Elvis Presley,1974-03-23,1974-03-29,39,Billboard Hot 100
Let It Ride,Bachman-Turner Overdrive,1974-03-23,1974-03-29,40,Billboard Hot 100
Last Time I Saw Him,Diana Ross,1974-03-23,1974-03-29,41,Billboard Hot 100
I Love,Tom T. Hall,1974-03-23,1974-03-29,42,Billboard Hot 100
Keep On Singing,Helen Reddy,1974-03-23,1974-03-29,43,Billboard Hot 100
On A Night Like This,Bob Dylan,1974-03-23,1974-03-29,44,Billboard Hot 100
My Mistake (Was To Love You),Diana Ross & Marvin Gaye,1974-03-23,1974-03-29,45,Billboard Hot 100
I Like To Live The Love,B.B. King,1974-03-23,1974-03-29,46,Billboard Hot 100
You're Sixteen,Ringo Starr,1974-03-23,1974-03-29,47,Billboard Hot 100
Tubular Bells,Mike Oldfield,1974-03-23,1974-03-29,48,Billboard Hot 100
"Honey Please, Can't Ya See",Barry White,1974-03-23,1974-03-29,49,Billboard Hot 100
The Loco-Motion,Grand Funk,1974-03-23,1974-03-29,50,Billboard Hot 100
Piano Man,Billy Joel,1974-03-23,1974-03-29,51,Billboard Hot 100
Let Me Be There,Olivia Newton-John,1974-03-23,1974-03-29,52,Billboard Hot 100
Energy Crisis '74,Dickie Goodman,1974-03-23,1974-03-29,53,Billboard Hot 100
Homely Girl,The Chi-lites,1974-03-23,1974-03-29,54,Billboard Hot 100
Outside Woman,Bloodstone,1974-03-23,1974-03-29,55,Billboard Hot 100
Would You Lay With Me (in A Field Of Stone),Tanya Tucker,1974-03-23,1974-03-29,56,Billboard Hot 100
I Wish It Was Me,Tyrone Davis,1974-03-23,1974-03-29,57,Billboard Hot 100
Dancing Machine,Jackson 5,1974-03-23,1974-03-29,58,Billboard Hot 100
Thanks For Saving My Life,Billy Paul,1974-03-23,1974-03-29,59,Billboard Hot 100
She's Gone,Daryl Hall John Oates,1974-03-23,1974-03-29,60,Billboard Hot 100
Your Cash Ain't Nothin' But Trash,The Steve Miller Band,1974-03-23,1974-03-29,61,Billboard Hot 100
Star Baby,The Guess Who,1974-03-23,1974-03-29,62,Billboard Hot 100
Midnight At The Oasis,Maria Muldaur,1974-03-23,1974-03-29,63,Billboard Hot 100
Virginia (Touch Me Like You Do),Bill Amesbury,1974-03-23,1974-03-29,64,Billboard Hot 100
Must Be Love,The James Gang,1974-03-23,1974-03-29,65,Billboard Hot 100
(i've Been) Searchin' So Long,Chicago,1974-03-23,1974-03-29,66,Billboard Hot 100
I'm A Train,Albert Hammond,1974-03-23,1974-03-29,67,Billboard Hot 100
It's Been A Long Time,The New Birth,1974-03-23,1974-03-29,68,Billboard Hot 100
Goin' Down Slow,"Bobby ""Blue"" Bland",1974-03-23,1974-03-29,69,Billboard Hot 100
Unborn Child,Seals & Crofts,1974-03-23,1974-03-29,70,Billboard Hot 100
Touch And Go,Al Wilson,1974-03-23,1974-03-29,71,Billboard Hot 100
The Show Must Go On,Three Dog Night,1974-03-23,1974-03-29,72,Billboard Hot 100
Watching The River Run,Loggins & Messina,1974-03-23,1974-03-29,73,Billboard Hot 100
Mighty Mighty,"Earth, Wind & Fire",1974-03-23,1974-03-29,74,Billboard Hot 100
Once You Understand,Think,1974-03-23,1974-03-29,75,Billboard Hot 100
Last Kiss,Wednesday,1974-03-23,1974-03-29,76,Billboard Hot 100
Help Me,Joni Mitchell,1974-03-23,1974-03-29,77,Billboard Hot 100
Oh Very Young,Cat Stevens,1974-03-23,1974-03-29,78,Billboard Hot 100
Skybird,Neil Diamond,1974-03-23,1974-03-29,79,Billboard Hot 100
She,Southcote,1974-03-23,1974-03-29,80,Billboard Hot 100
The Payback - Part I,James Brown,1974-03-23,1974-03-29,81,Billboard Hot 100
Americans,Byron MacGregor,1974-03-23,1974-03-29,82,Billboard Hot 100
Dance With The Devil,Cozy Powell,1974-03-23,1974-03-29,83,Billboard Hot 100
You Make Me Feel Brand New,The Stylistics,1974-03-23,1974-03-29,84,Billboard Hot 100
Heavenly,The Temptations,1974-03-23,1974-03-29,85,Billboard Hot 100
Pepper Box,The Peppers,1974-03-23,1974-03-29,86,Billboard Hot 100
Happiness Is Me And You,Gilbert O'Sullivan,1974-03-23,1974-03-29,87,Billboard Hot 100
The Entertainer,"Marvin Hamlisch/""The Sting""",1974-03-23,1974-03-29,88,Billboard Hot 100
Doo Doo Doo Doo Doo (heartbreaker),The Rolling Stones,1974-03-23,1974-03-29,89,Billboard Hot 100
Summer Breeze (Part 1),The Isley Brothers,1974-03-23,1974-03-29,90,Billboard Hot 100
Best Thing That Ever Happened To Me,The Persuaders,1974-03-23,1974-03-29,91,Billboard Hot 100
Beyond The Blue Horizon,Lou Christie,1974-03-23,1974-03-29,92,Billboard Hot 100
Mr. Natural,Bee Gees,1974-03-23,1974-03-29,93,Billboard Hot 100
Rock Around The Clock,Bill Haley And His Comets,1974-03-23,1974-03-29,94,Billboard Hot 100
Music Eyes,Heartsfield,1974-03-23,1974-03-29,95,Billboard Hot 100
Chameleon,Herbie Hancock,1974-03-23,1974-03-29,96,Billboard Hot 100
Keep It In The Family,Leon Haywood,1974-03-23,1974-03-29,97,Billboard Hot 100
Loving Arms,Kris Kristofferson & Rita Coolidge,1974-03-23,1974-03-29,98,Billboard Hot 100
Might Just Take Your Life,Deep Purple,1974-03-23,1974-03-29,99,Billboard Hot 100
Put A Little Love Away,The Emotions,1974-03-23,1974-03-29,100,Billboard Hot 100
