song,artist,start_date,end_date,rank,ranking_list
One More Night,Maroon 5,2012-11-24,2012-11-30,1,Billboard Hot 100
Diamonds,Rihanna,2012-11-24,2012-11-30,2,Billboard Hot 100
Die Young,Ke$ha,2012-11-24,2012-11-30,3,Billboard Hot 100
Some Nights,fun.,2012-11-24,2012-11-30,4,Billboard Hot 100
Gangnam Style,PSY,2012-11-24,2012-11-30,5,Billboard Hot 100
Locked Out Of Heaven,Bruno Mars,2012-11-24,2012-11-30,6,Billboard Hot 100
We Are Never Ever Getting Back Together,Taylor Swift,2012-11-24,2012-11-30,7,Billboard Hot 100
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012-11-24,2012-11-30,8,Billboard Hot 100
Too Close,Alex Clare,2012-11-24,2012-11-30,9,Billboard Hot 100
I Cry,Flo Rida,2012-11-24,2012-11-30,10,Billboard Hot 100
Don't Wake Me Up,Chris Brown,2012-11-24,2012-11-30,11,Billboard Hot 100
As Long As You Love Me,Justin Bieber Featuring Big Sean,2012-11-24,2012-11-30,12,Billboard Hot 100
Ho Hey,The Lumineers,2012-11-24,2012-11-30,13,Billboard Hot 100
Home,Phillip Phillips,2012-11-24,2012-11-30,14,Billboard Hot 100
Clique,"Kanye West, Jay-Z, Big Sean",2012-11-24,2012-11-30,15,Billboard Hot 100
Blow Me (One Last Kiss),P!nk,2012-11-24,2012-11-30,16,Billboard Hot 100
Adorn,Miguel,2012-11-24,2012-11-30,17,Billboard Hot 100
Cruise,Florida Georgia Line Featuring Nelly,2012-11-24,2012-11-30,18,Billboard Hot 100
Good Time,Owl City & Carly Rae Jepsen,2012-11-24,2012-11-30,19,Billboard Hot 100
Swimming Pools (Drank),Kendrick Lamar,2012-11-24,2012-11-30,20,Billboard Hot 100
Lights,Ellie Goulding,2012-11-24,2012-11-30,21,Billboard Hot 100
Everybody Talks,Neon Trees,2012-11-24,2012-11-30,22,Billboard Hot 100
It's Time,Imagine Dragons,2012-11-24,2012-11-30,23,Billboard Hot 100
50 Ways To Say Goodbye,Train,2012-11-24,2012-11-30,24,Billboard Hot 100
Blown Away,Carrie Underwood,2012-11-24,2012-11-30,25,Billboard Hot 100
The A Team,Ed Sheeran,2012-11-24,2012-11-30,26,Billboard Hot 100
Call Me Maybe,Carly Rae Jepsen,2012-11-24,2012-11-30,27,Billboard Hot 100
Girl On Fire,Alicia Keys Featuring Nicki Minaj,2012-11-24,2012-11-30,28,Billboard Hot 100
Somebody That I Used To Know,Gotye Featuring Kimbra,2012-11-24,2012-11-30,29,Billboard Hot 100
Whistle,Flo Rida,2012-11-24,2012-11-30,30,Billboard Hot 100
Kiss Tomorrow Goodbye,Luke Bryan,2012-11-24,2012-11-30,31,Billboard Hot 100
Wanted,Hunter Hayes,2012-11-24,2012-11-30,32,Billboard Hot 100
Skyfall,Adele,2012-11-24,2012-11-30,33,Billboard Hot 100
Hard To Love,Lee Brice,2012-11-24,2012-11-30,34,Billboard Hot 100
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,2012-11-24,2012-11-30,35,Billboard Hot 100
I Will Wait,Mumford & Sons,2012-11-24,2012-11-30,36,Billboard Hot 100
Finally Found You,Enrique Iglesias Featuring Sammy Adams,2012-11-24,2012-11-30,37,Billboard Hot 100
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,2012-11-24,2012-11-30,38,Billboard Hot 100
Payphone,Maroon 5 Featuring Wiz Khalifa,2012-11-24,2012-11-30,39,Billboard Hot 100
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",2012-11-24,2012-11-30,40,Billboard Hot 100
Wide Awake,Katy Perry,2012-11-24,2012-11-30,41,Billboard Hot 100
Live While We're Young,One Direction,2012-11-24,2012-11-30,42,Billboard Hot 100
Thinkin Bout You,Frank Ocean,2012-11-24,2012-11-30,43,Billboard Hot 100
Titanium,David Guetta Featuring Sia,2012-11-24,2012-11-30,44,Billboard Hot 100
Feel Again,OneRepublic,2012-11-24,2012-11-30,45,Billboard Hot 100
Va Va Voom,Nicki Minaj,2012-11-24,2012-11-30,46,Billboard Hot 100
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",2012-11-24,2012-11-30,47,Billboard Hot 100
